codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00092,00001,00008,00005,00010,00009,00002,00091,00050,00061,00093,00004
21,013,ROSARIO,04863,089570,0,0,4,0,31,17,59,3,137,2,0,0,0,0,4
21,013,ROSARIO,04863,089571,0,0,4,0,17,7,30,0,60,0,0,0,0,0,6
21,013,ROSARIO,04864,089572,0,0,15,0,42,9,67,3,113,1,0,0,1,0,9
21,013,ROSARIO,04864,089573,0,0,6,0,44,12,57,6,122,0,0,0,0,0,9
21,013,ROSARIO,04864,089574,0,0,1,1,43,15,76,4,114,2,0,0,0,0,6
21,013,ROSARIO,04864,089575,0,0,7,0,47,9,60,5,114,1,0,0,0,6,12
21,013,ROSARIO,04864,089576,0,0,7,0,46,6,66,5,124,3,0,0,0,0,6
21,013,ROSARIO,04864,089577,0,0,9,0,57,15,54,1,109,1,0,0,0,0,10
21,013,ROSARIO,04864,089578,0,0,5,0,41,6,56,5,127,3,0,2,0,1,11
21,013,ROSARIO,04864,089579,0,0,6,0,34,11,60,7,118,1,0,0,0,0,4
21,013,ROSARIO,04864,089580,0,0,6,1,47,6,68,3,129,6,1,0,0,0,7
21,013,ROSARIO,04864,089581,0,0,2,0,38,5,82,6,116,1,0,0,0,0,11
21,013,ROSARIO,04864,089582,0,0,7,0,42,7,63,8,119,3,0,0,0,0,14
21,013,ROSARIO,04864,089583,0,0,2,1,37,13,64,6,127,2,0,0,0,0,7
21,013,ROSARIO,04864,089584,0,0,6,0,41,14,65,4,108,5,1,1,0,0,10
21,013,ROSARIO,04864,089585,0,0,5,0,44,11,65,15,121,1,0,0,0,0,15
21,013,ROSARIO,04864,089586,0,0,2,0,50,12,62,4,118,1,0,0,0,2,11
21,013,ROSARIO,04864,089587,0,0,9,0,36,11,67,3,88,1,0,0,0,1,6
21,013,ROSARIO,04865,089588,0,0,6,1,45,4,74,1,127,1,0,0,0,0,12
21,013,ROSARIO,04865,089589,0,0,7,1,30,11,58,3,141,0,1,0,0,2,18
21,013,ROSARIO,04865,089590,0,0,2,0,45,6,62,6,143,3,0,0,3,0,4
21,013,ROSARIO,04865,089591,0,0,12,0,47,15,67,7,107,1,0,1,0,0,11
21,013,ROSARIO,04865,089592,0,0,5,0,35,9,66,4,130,3,0,1,1,0,6
21,013,ROSARIO,04865,089593,0,0,11,0,41,13,64,1,124,0,0,0,0,0,17
21,013,ROSARIO,04865,089594,0,0,11,0,44,0,60,2,130,0,0,0,0,1,10
21,013,ROSARIO,04865,089595,0,0,5,0,35,11,86,3,115,0,0,1,0,0,9
21,013,ROSARIO,04865,089596,0,0,8,0,43,9,75,6,111,1,0,0,0,0,11
21,013,ROSARIO,04865,089597,0,0,12,1,39,15,60,2,128,1,0,0,1,0,12
21,013,ROSARIO,04865,089598,0,0,2,1,24,3,31,1,68,1,1,0,0,0,6
21,013,ROSARIO,04865,089599,0,0,1,0,25,3,32,4,64,3,0,0,0,0,3
21,013,ROSARIO,04866,089600,0,0,3,1,40,5,65,4,125,2,0,0,1,1,17
21,013,ROSARIO,04866,089601,0,0,10,0,45,5,47,7,125,0,0,0,1,0,14
21,013,ROSARIO,04866,089602,0,0,2,0,39,9,67,4,125,1,0,0,0,0,8
21,013,ROSARIO,04866,089603,0,0,6,1,33,9,67,3,126,2,0,0,0,0,11
21,013,ROSARIO,04866,089604,0,0,30,0,32,7,69,5,122,1,0,0,1,0,0
21,013,ROSARIO,04866,089605,0,0,7,0,39,6,57,1,132,0,0,0,0,0,9
21,013,ROSARIO,04866,089606,0,0,9,0,34,12,51,8,128,0,0,1,0,0,8
21,013,ROSARIO,04866,089607,0,0,10,0,37,12,59,8,123,2,0,0,0,0,6
21,013,ROSARIO,04866,089608,0,0,7,0,37,7,57,3,127,1,0,0,0,0,8
21,013,ROSARIO,04866,089609,0,0,13,0,33,6,67,5,117,3,0,0,0,0,13
21,013,ROSARIO,04866,089610,0,0,6,0,50,7,62,4,107,3,0,0,0,0,0
21,013,ROSARIO,04866,089611,0,0,7,0,33,14,55,4,123,4,0,1,0,0,8
21,013,ROSARIO,04866,089612,0,0,8,0,43,6,50,3,132,4,2,0,0,0,9
21,013,ROSARIO,04866,089613,0,0,14,0,30,5,50,6,136,2,2,0,1,0,11
21,013,ROSARIO,04866,089614,0,0,4,0,17,5,28,2,71,1,0,0,0,0,3
21,013,ROSARIO,04866,089615,0,0,0,2,15,5,27,3,72,3,0,0,0,0,5
21,013,ROSARIO,04867,089616,0,0,4,1,46,10,38,5,145,1,0,0,0,0,8
21,013,ROSARIO,04867,089617,0,0,13,1,45,8,39,5,137,5,0,0,0,1,10
21,013,ROSARIO,04867,089618,0,0,8,1,38,9,58,7,143,2,0,0,0,0,15
21,013,ROSARIO,04867,089619,0,0,3,1,43,6,52,7,131,3,0,0,1,0,6
21,013,ROSARIO,04867,089620,0,0,8,1,34,9,54,4,136,2,0,0,0,0,5
21,013,ROSARIO,04867,089621,0,0,5,0,38,13,47,6,131,1,0,0,0,0,8
21,013,ROSARIO,04867,089622,0,0,8,0,31,18,37,2,154,3,0,0,0,0,16
21,013,ROSARIO,04867,089623,0,0,9,0,35,15,53,4,141,2,0,0,0,1,11
21,013,ROSARIO,04867,089624,0,0,4,4,44,8,54,6,134,4,0,0,0,1,5
21,013,ROSARIO,04867,089625,0,0,9,1,34,9,75,3,129,2,1,0,0,0,12
21,013,ROSARIO,04867,089626,0,0,7,0,50,8,69,3,114,1,1,0,0,0,8
21,013,ROSARIO,04867,089627,0,0,7,0,38,9,54,4,126,1,0,0,0,0,10
21,013,ROSARIO,04867,089628,0,0,2,0,18,4,19,1,44,0,0,0,0,1,5
21,013,ROSARIO,04868,089629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,013,ROSARIO,04868,089630,0,0,8,0,49,20,93,7,80,2,0,0,0,0,9
21,013,ROSARIO,04868,089631,0,0,9,0,51,13,88,8,96,1,0,0,0,1,4
21,013,ROSARIO,04868,089632,0,0,3,1,45,12,94,4,88,2,0,0,0,0,9
21,013,ROSARIO,04868,089633,0,0,7,0,44,16,97,2,80,5,0,1,1,0,15
21,013,ROSARIO,04868,089634,0,0,8,0,46,12,109,3,72,3,0,0,0,1,7
21,013,ROSARIO,04868,089635,0,0,0,0,41,9,105,4,102,1,0,0,0,1,8
21,013,ROSARIO,04868,089636,0,0,7,0,39,18,94,3,88,1,0,0,0,1,10
21,013,ROSARIO,04868,089637,0,0,7,0,35,8,97,7,83,3,0,0,0,0,8
21,013,ROSARIO,04868,089638,0,0,6,0,28,16,87,5,97,3,0,0,0,1,9
21,013,ROSARIO,04868,089639,0,0,1,0,35,7,41,4,50,1,0,1,0,0,5
21,013,ROSARIO,04869,089640,0,0,4,0,24,18,105,4,86,2,0,0,0,0,11
21,013,ROSARIO,04869,089641,0,0,4,0,36,12,109,4,76,2,1,0,0,0,4
21,013,ROSARIO,04869,089642,0,0,1,0,31,14,87,4,84,2,0,0,0,0,13
21,013,ROSARIO,04869,089643,0,0,5,0,37,7,117,7,61,4,0,0,0,0,5
21,013,ROSARIO,04869,089644,0,0,10,0,39,10,111,4,62,2,1,0,0,0,8
21,013,ROSARIO,04869,089645,0,0,6,0,49,9,108,5,71,1,0,0,1,1,8
21,013,ROSARIO,04869,089646,0,0,1,1,43,12,91,4,95,3,1,0,0,1,8
21,013,ROSARIO,04869,089647,0,0,6,0,35,15,110,2,70,1,0,0,0,0,8
21,013,ROSARIO,04869,089648,0,0,6,0,39,16,147,7,55,1,0,0,0,0,5
21,013,ROSARIO,04869,089649,0,0,4,0,34,7,107,4,85,2,0,0,0,1,3
21,013,ROSARIO,04869,089650,0,0,8,0,27,9,127,7,62,0,1,1,1,1,14
21,013,ROSARIO,04869,089651,0,0,6,0,35,9,94,4,92,1,0,0,0,0,9
21,013,ROSARIO,04869,089652,0,0,18,1,45,18,91,3,70,2,1,0,0,0,14
21,013,ROSARIO,04869,089653,0,0,9,0,40,14,99,2,64,0,0,0,1,1,9
21,013,ROSARIO,04869,089654,0,0,7,0,36,8,110,2,64,1,1,1,0,1,7
21,013,ROSARIO,04869,089655,0,0,7,0,30,5,131,10,67,2,0,0,0,0,3
21,013,ROSARIO,04869,089656,0,0,9,0,37,8,110,9,70,2,0,0,0,0,7
21,013,ROSARIO,04869,089657,0,0,4,0,39,15,106,7,66,0,0,0,0,1,11
21,013,ROSARIO,04869,089658,0,0,10,0,44,9,109,6,62,1,1,0,0,0,6
21,013,ROSARIO,04869,089659,0,0,5,0,33,10,115,3,61,1,0,0,0,0,9
21,013,ROSARIO,04869,089660,0,0,6,0,34,9,98,3,79,4,0,0,1,1,3
21,013,ROSARIO,04869,089661,0,0,1,0,23,5,113,7,84,7,0,0,0,0,6
21,013,ROSARIO,04869,089662,0,0,6,0,40,8,108,2,72,1,0,0,0,0,9
21,013,ROSARIO,04869,089663,0,0,1,0,18,5,72,2,33,3,0,0,0,0,9
21,013,ROSARIO,04869,089664,0,0,5,0,22,7,49,1,49,3,1,1,1,1,8
21,013,ROSARIO,04870,089665,0,0,8,0,46,14,81,5,92,2,0,0,1,0,10
21,013,ROSARIO,04870,089666,0,0,4,0,54,11,76,6,105,2,0,0,0,0,8
21,013,ROSARIO,04870,089667,0,0,7,0,51,11,76,7,104,1,0,0,0,0,10
21,013,ROSARIO,04870,089668,0,0,1,0,40,15,79,8,108,4,0,0,0,1,16
21,013,ROSARIO,04870,089669,0,0,8,0,40,13,62,5,110,1,0,0,0,0,9
21,013,ROSARIO,04870,089670,0,0,6,1,48,6,75,4,110,4,0,1,0,0,11
21,013,ROSARIO,04870,089671,0,0,6,0,37,9,89,4,117,1,0,0,0,0,15
21,013,ROSARIO,04870,089672,0,0,5,0,37,14,79,2,110,5,0,0,0,0,8
21,013,ROSARIO,04870,089673,0,0,4,0,44,16,57,9,110,1,2,0,0,0,10
21,013,ROSARIO,04870,089674,0,0,4,0,62,12,75,2,102,1,0,0,0,0,14
21,013,ROSARIO,04870,089675,0,0,10,0,39,14,77,2,122,0,0,0,0,0,0
21,013,ROSARIO,04870,089676,0,0,0,0,12,3,17,0,25,1,0,0,0,0,0
21,013,ROSARIO,04871,089677,0,0,10,0,46,10,57,6,114,4,0,2,1,0,10
21,013,ROSARIO,04871,089678,0,0,11,0,34,18,77,3,112,3,0,0,0,1,8
21,013,ROSARIO,04871,089679,0,0,7,1,41,15,60,7,112,2,0,0,2,0,14
21,013,ROSARIO,04871,089680,0,0,8,0,47,10,72,4,114,4,0,0,0,0,9
21,013,ROSARIO,04871,089681,0,0,5,0,45,13,81,8,105,1,0,0,0,0,9
21,013,ROSARIO,04871,089682,0,0,5,0,45,10,66,7,99,2,0,0,1,1,16
21,013,ROSARIO,04871,089683,0,0,5,0,48,12,77,9,107,1,0,0,0,0,12
21,013,ROSARIO,04871,089684,0,0,2,0,48,9,76,4,112,3,0,0,0,0,9
21,013,ROSARIO,04871,089685,0,0,3,1,41,17,89,1,109,2,0,0,0,0,7
21,013,ROSARIO,04871,089686,0,0,6,0,44,19,76,4,113,3,0,0,0,0,14
21,013,ROSARIO,04871,089687,0,0,3,0,27,12,43,5,45,2,0,0,0,0,2
21,013,ROSARIO,04872,089688,0,0,8,0,56,11,59,3,94,2,1,0,1,0,9
21,013,ROSARIO,04872,089689,0,0,4,1,53,9,79,1,101,1,0,0,0,2,16
21,013,ROSARIO,04872,089690,0,0,4,0,47,16,65,8,107,4,0,0,0,0,13
21,013,ROSARIO,04872,089691,0,0,3,0,44,9,78,6,94,0,0,1,0,0,15
21,013,ROSARIO,04872,089692,0,0,4,0,52,10,71,4,105,1,0,1,0,0,11
21,013,ROSARIO,04872,089693,0,0,3,0,51,5,84,6,105,1,0,0,0,0,10
21,013,ROSARIO,04872,089694,0,0,6,0,66,18,78,2,80,4,0,0,0,1,2
21,013,ROSARIO,04872,089695,0,0,6,0,48,12,71,5,97,2,1,0,0,0,18
21,013,ROSARIO,04872,089696,0,0,2,0,43,8,92,5,97,2,0,0,0,1,9
21,013,ROSARIO,04872,089697,0,0,13,0,47,10,82,2,96,3,1,0,0,0,11
21,013,ROSARIO,04872,089698,0,0,1,0,55,16,70,3,107,4,0,0,1,1,12
21,013,ROSARIO,04872,089699,0,0,4,0,47,12,70,6,108,1,0,0,0,0,13
21,013,ROSARIO,04872,089700,0,0,5,1,40,20,76,2,113,1,0,1,0,1,10
21,013,ROSARIO,04872,089701,0,0,4,1,36,12,83,8,107,2,1,0,0,0,12
21,013,ROSARIO,04872,089702,0,0,4,1,28,9,65,2,83,2,0,0,0,0,5
21,013,ROSARIO,04873,089703,0,0,14,0,37,16,80,3,112,1,0,0,0,0,18
21,013,ROSARIO,04873,089704,0,0,8,0,39,16,69,4,118,5,0,0,0,1,7
21,013,ROSARIO,04873,089705,0,0,10,0,43,10,76,8,106,2,0,0,0,0,13
21,013,ROSARIO,04873,089706,0,0,4,1,50,17,68,6,111,1,0,0,0,0,16
21,013,ROSARIO,04873,089707,0,0,9,0,39,9,81,2,113,0,0,0,0,0,11
21,013,ROSARIO,04873,089708,0,0,4,0,44,11,86,7,105,0,0,0,0,0,14
21,013,ROSARIO,04873,089709,0,0,6,0,41,10,71,5,120,0,0,0,0,1,8
21,013,ROSARIO,04873,089710,0,0,6,0,39,19,68,8,108,6,1,0,0,0,5
21,013,ROSARIO,04873,089711,0,0,5,0,43,10,72,6,129,4,0,0,0,0,6
21,013,ROSARIO,04873,089712,0,0,5,0,64,8,73,1,122,0,0,0,0,0,15
21,013,ROSARIO,04873,089713,0,0,7,1,37,2,73,2,121,2,0,0,0,0,14
21,013,ROSARIO,04873,089714,0,0,8,1,38,10,76,8,105,2,0,0,0,0,10
21,013,ROSARIO,04873,089715,0,0,6,1,38,8,80,10,111,0,0,0,0,0,5
21,013,ROSARIO,04873,089716,0,0,5,1,46,10,68,1,126,1,6,0,1,0,9
21,013,ROSARIO,04873,089717,0,0,3,0,0,13,85,3,108,1,44,0,0,0,16
21,013,ROSARIO,04873,089718,0,0,2,0,15,4,35,4,50,1,0,0,1,0,3
21,013,ROSARIO,04874,089719,0,0,7,0,43,10,98,11,83,0,0,0,0,1,12
21,013,ROSARIO,04874,089720,0,0,5,0,37,10,80,2,99,2,1,0,1,0,8
21,013,ROSARIO,04874,089721,0,0,6,3,39,12,84,8,97,0,0,0,0,0,11
21,013,ROSARIO,04874,089722,0,0,8,0,39,15,77,11,95,3,1,1,0,0,14
21,013,ROSARIO,04874,089723,0,0,4,1,44,10,93,8,95,2,0,0,0,0,12
21,013,ROSARIO,04874,089724,0,0,2,0,51,12,76,4,103,1,1,0,0,0,9
21,013,ROSARIO,04874,089725,0,0,4,0,57,7,78,6,96,1,3,0,0,0,6
21,013,ROSARIO,04874,089726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,013,ROSARIO,04874,089727,0,0,11,1,42,4,86,14,95,1,0,0,0,0,6
21,013,ROSARIO,04874,089728,0,0,10,0,44,17,75,4,95,3,2,0,0,1,4
21,013,ROSARIO,04874,089729,0,0,9,1,39,9,82,4,89,2,1,1,2,1,12
21,013,ROSARIO,04874,089730,0,0,7,1,51,10,94,6,73,1,0,0,0,1,8
21,013,ROSARIO,04874,089731,0,0,4,1,44,4,83,7,102,1,0,0,0,0,12
21,013,ROSARIO,04874,089732,0,0,7,0,44,11,83,3,87,0,0,0,0,0,10
21,013,ROSARIO,04874,089733,0,0,3,1,44,17,85,4,103,2,1,1,1,1,8
21,013,ROSARIO,04874,089734,0,0,5,0,40,9,100,2,13,2,0,0,0,0,9
21,013,ROSARIO,04874,089735,0,0,5,0,59,12,79,4,88,1,0,1,0,0,8
21,013,ROSARIO,04874,089736,0,0,3,1,35,7,90,7,80,3,0,1,2,1,9
21,013,ROSARIO,04874,089737,0,0,8,0,54,9,83,3,91,2,0,0,0,1,9
21,013,ROSARIO,04874,089738,0,0,12,0,30,15,86,3,83,2,0,0,0,2,8
21,013,ROSARIO,04875,089739,0,0,7,1,35,8,96,6,94,2,0,0,0,1,8
21,013,ROSARIO,04875,089740,0,0,10,0,43,6,87,8,88,3,0,0,0,1,10
21,013,ROSARIO,04875,089741,0,0,6,1,51,8,96,3,83,4,1,0,0,0,12
21,013,ROSARIO,04875,089742,0,0,8,0,48,10,91,2,93,2,2,0,0,1,0
21,013,ROSARIO,04875,089743,0,0,2,0,47,13,86,17,74,2,0,0,0,0,10
21,013,ROSARIO,04875,089744,0,0,4,0,40,10,82,5,98,1,1,0,0,0,8
21,013,ROSARIO,04875,089745,0,0,0,1,48,7,100,15,81,0,0,1,1,0,0
21,013,ROSARIO,04875,089746,0,0,3,0,50,11,76,6,81,1,0,0,0,1,14
21,013,ROSARIO,04875,089747,0,0,4,0,42,12,77,8,90,3,1,0,1,1,7
21,013,ROSARIO,04875,089748,0,0,4,0,47,8,99,6,95,2,0,0,1,1,9
21,013,ROSARIO,04875,089749,0,0,11,0,44,9,87,5,99,3,0,0,0,0,5
21,013,ROSARIO,04875,089750,0,0,2,0,39,4,94,9,96,0,0,0,0,0,12
21,013,ROSARIO,04875,089751,0,0,10,0,56,10,95,14,73,0,1,0,0,0,8
21,013,ROSARIO,04875,089752,0,0,8,0,37,15,104,12,76,0,1,0,0,0,6
21,013,ROSARIO,04875,089753,0,0,0,1,38,11,92,3,84,1,1,0,1,1,14
21,013,ROSARIO,04875,089754,0,0,5,0,45,6,108,7,84,0,0,0,0,0,12
21,013,ROSARIO,04875,089755,0,0,3,0,38,2,95,6,90,1,0,0,0,0,11
21,013,ROSARIO,04875,089756,0,0,1,0,40,5,97,5,77,1,0,0,0,0,11
21,013,ROSARIO,04875,089757,0,0,6,0,0,16,0,9,69,3,0,1,1,0,0
21,013,ROSARIO,04875,089758,0,0,9,1,40,17,80,7,93,1,0,2,1,0,9
21,013,ROSARIO,04875,089759,0,0,3,0,49,13,92,9,78,3,1,0,1,0,10
21,013,ROSARIO,04875,089760,0,0,9,1,58,13,80,5,84,3,0,0,0,0,11
21,013,ROSARIO,04875,089761,0,0,10,2,36,9,94,4,86,3,1,0,1,0,9
21,013,ROSARIO,04875,089762,0,0,3,0,36,6,92,11,92,1,1,0,0,0,12
21,013,ROSARIO,04875,089763,0,0,12,2,46,8,93,3,80,2,1,0,0,2,10
21,013,ROSARIO,04875,089764,0,0,3,0,33,19,94,11,84,5,0,0,0,2,9
21,013,ROSARIO,04875,089765,0,0,8,0,50,6,74,9,88,1,0,0,1,1,9
21,013,ROSARIO,04875,089766,0,0,5,0,41,15,90,9,84,2,0,0,1,0,10
21,013,ROSARIO,04875,089767,0,0,6,0,35,9,90,13,85,2,0,0,0,0,6
21,013,ROSARIO,04875,089768,0,0,9,0,53,13,78,6,66,2,0,1,0,0,9
21,013,ROSARIO,04875,089769,0,0,0,0,48,13,108,6,73,0,1,0,0,0,9
21,013,ROSARIO,04875,089770,0,0,6,3,37,13,90,3,76,1,0,1,0,1,19
21,013,ROSARIO,04875,089771,0,0,8,2,43,7,93,5,97,1,0,0,0,0,11
21,013,ROSARIO,04875,089772,0,0,10,0,38,14,91,11,87,1,0,0,0,0,9
21,013,ROSARIO,04875,089773,0,0,5,0,35,7,100,2,92,3,1,0,1,1,11
21,013,ROSARIO,04875,089774,0,0,4,0,35,5,87,6,90,0,0,0,0,2,11
21,013,ROSARIO,04875,089775,0,0,8,0,43,10,89,8,94,2,0,0,0,0,11
21,013,ROSARIO,04875,089776,0,0,11,0,43,9,87,4,89,3,1,0,0,0,12
21,013,ROSARIO,04875,089777,0,0,1,0,51,8,86,6,90,5,0,0,0,0,13
21,013,ROSARIO,04875,089778,0,0,7,0,43,10,84,5,99,1,0,0,0,1,6
21,013,ROSARIO,04875,089779,0,0,9,0,47,8,95,8,77,3,0,0,0,1,13
21,013,ROSARIO,04875,089780,0,0,4,1,34,6,86,6,91,0,0,0,0,0,11
21,013,ROSARIO,04876,089781,0,0,1,1,47,7,82,1,113,4,0,0,0,0,12
21,013,ROSARIO,04876,089782,0,0,5,0,47,12,68,4,124,3,0,1,0,0,10
21,013,ROSARIO,04876,089783,0,0,2,0,54,15,63,7,118,2,0,0,0,0,11
21,013,ROSARIO,04876,089784,0,0,1,0,30,14,63,9,119,0,0,0,1,0,15
21,013,ROSARIO,04876,089785,0,0,3,1,46,14,85,7,113,0,0,0,0,0,10
21,013,ROSARIO,04876,089786,0,0,0,0,38,9,89,5,103,3,0,0,0,1,11
21,013,ROSARIO,04876,089787,0,0,3,0,64,12,70,5,103,3,0,0,0,1,15
21,013,ROSARIO,04876,089788,0,0,4,1,59,11,69,7,113,0,0,0,0,0,9
21,013,ROSARIO,04876,089789,0,0,1,1,39,10,78,8,118,4,2,0,0,1,7
21,013,ROSARIO,04876,089790,0,0,4,0,47,16,74,4,109,3,0,0,0,0,12
21,013,ROSARIO,04876,089791,0,0,17,0,45,10,76,6,103,1,0,0,0,0,14
21,013,ROSARIO,04876,089792,0,0,8,1,46,15,69,1,107,3,1,0,1,0,8
21,013,ROSARIO,04876,089793,0,0,8,0,49,12,70,9,111,2,0,0,0,0,10
21,013,ROSARIO,04876,089794,0,0,4,1,50,9,80,6,107,0,0,0,0,0,13
21,013,ROSARIO,04876,089795,0,0,9,0,42,15,60,7,119,5,0,0,0,2,14
21,013,ROSARIO,04876,089796,0,0,6,0,49,12,64,5,129,3,2,0,0,0,6
21,013,ROSARIO,04876,089797,0,0,6,0,42,14,76,6,92,4,1,0,1,0,10
21,013,ROSARIO,04876,089798,0,0,6,0,49,13,75,5,110,0,0,0,0,1,6
21,013,ROSARIO,04876,089799,0,0,8,0,44,22,69,4,107,1,0,0,0,0,12
21,013,ROSARIO,04876,089800,0,0,2,1,50,15,79,6,107,3,0,0,1,0,13
21,013,ROSARIO,04876,089801,0,0,3,0,47,13,67,5,124,1,0,0,1,0,11
21,013,ROSARIO,04876,089802,0,0,1,0,24,7,62,9,82,0,1,0,0,0,11
21,013,ROSARIO,04877,089803,0,0,14,0,55,13,66,3,82,2,0,0,0,0,17
21,013,ROSARIO,04877,089804,0,0,5,0,50,13,73,3,98,5,0,1,0,0,7
21,013,ROSARIO,04877,089805,0,0,9,0,50,17,51,9,108,2,0,0,0,0,12
21,013,ROSARIO,04877,089806,0,0,10,1,48,16,61,2,103,1,0,0,0,0,9
21,013,ROSARIO,04877,089807,0,0,9,0,40,11,72,10,116,1,0,1,0,0,12
21,013,ROSARIO,04877,089808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,013,ROSARIO,04877,089809,0,0,1,0,54,14,86,2,88,4,0,0,0,0,11
21,013,ROSARIO,04877,089810,0,0,8,0,28,15,83,1,105,1,0,0,0,0,11
21,013,ROSARIO,04877,089811,0,0,9,0,41,13,86,2,90,2,0,0,0,0,18
21,013,ROSARIO,04877,089812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,013,ROSARIO,04877,089813,0,0,4,0,36,12,94,9,94,3,0,0,0,0,10
21,013,ROSARIO,04877,089814,0,0,8,0,61,19,70,7,98,4,0,0,0,1,9
21,013,ROSARIO,04877,089815,0,0,3,1,55,12,67,3,114,3,0,0,0,0,5
21,013,ROSARIO,04877,089816,0,0,6,0,49,15,80,0,103,5,0,0,0,0,8
21,013,ROSARIO,04877,089817,0,0,8,0,62,15,76,2,93,4,0,0,0,0,10
21,013,ROSARIO,04877,089818,0,0,9,0,48,22,77,5,93,3,0,0,0,0,12
21,013,ROSARIO,04877,089819,0,0,5,0,33,8,40,4,59,0,0,0,0,1,7
21,013,ROSARIO,04878,089820,0,0,10,0,50,11,77,5,96,2,1,0,0,0,13
21,013,ROSARIO,04878,089821,0,0,10,0,54,16,72,3,114,2,0,0,0,0,16
21,013,ROSARIO,04878,089822,0,0,0,0,52,14,67,13,119,0,0,0,0,0,7
21,013,ROSARIO,04878,089823,0,0,6,1,43,15,81,2,105,0,0,0,0,1,7
21,013,ROSARIO,04878,089824,0,0,9,0,46,4,69,8,122,2,0,0,0,0,13
21,013,ROSARIO,04878,089825,0,0,6,0,45,15,70,3,104,0,0,0,0,0,8
21,013,ROSARIO,04878,089826,0,0,5,0,33,8,81,2,103,2,0,0,1,0,14
21,013,ROSARIO,04878,089827,0,0,7,1,55,9,63,6,101,0,0,0,0,0,9
21,013,ROSARIO,04878,089828,0,0,8,0,48,12,75,4,98,2,0,0,0,0,7
21,013,ROSARIO,04878,089829,0,0,4,1,32,10,86,8,113,0,0,0,0,1,13
21,013,ROSARIO,04878,089830,0,0,12,0,43,11,66,11,97,1,0,0,0,0,6
21,013,ROSARIO,04878,089831,0,0,10,0,37,14,87,7,96,1,0,1,0,0,9
21,013,ROSARIO,04878,089832,0,0,7,0,39,12,84,4,98,2,0,0,1,0,17
21,013,ROSARIO,04878,089833,0,0,11,0,43,14,85,4,98,1,0,0,0,0,11
21,013,ROSARIO,04878,089834,0,0,5,0,34,12,68,2,76,2,0,0,0,0,2
21,013,ROSARIO,04879,089835,0,0,7,0,56,9,83,7,90,4,0,0,0,0,8
21,013,ROSARIO,04879,089836,0,0,2,1,46,9,78,4,110,2,0,0,0,0,12
21,013,ROSARIO,04879,089837,0,0,10,0,56,7,77,6,98,1,2,0,1,0,4
21,013,ROSARIO,04879,089838,0,0,11,0,43,16,87,3,95,2,0,0,0,0,20
21,013,ROSARIO,04879,089839,0,0,5,0,0,11,78,11,93,1,0,0,0,1,11
21,013,ROSARIO,04879,089840,0,0,6,1,43,16,72,5,99,4,0,0,0,0,15
21,013,ROSARIO,04879,089841,0,0,11,0,52,10,76,16,99,2,0,1,0,1,10
21,013,ROSARIO,04879,089842,0,0,3,0,52,10,77,1,111,0,0,0,0,0,13
21,013,ROSARIO,04879,089843,0,0,4,1,40,16,78,6,90,6,0,0,0,1,16
21,013,ROSARIO,04879,089844,0,0,6,0,41,7,68,9,109,1,0,1,0,0,14
21,013,ROSARIO,04879,089845,0,0,5,2,84,10,0,6,104,4,43,0,0,0,9
21,013,ROSARIO,04879,089846,0,0,12,1,30,15,73,4,105,1,0,0,0,0,13
21,013,ROSARIO,04879,089847,0,0,6,0,53,10,71,2,102,4,0,0,2,0,11
21,013,ROSARIO,04879,089848,0,0,6,0,49,12,70,7,106,3,0,0,1,12,0
21,013,ROSARIO,04879,089849,0,0,4,0,52,11,79,5,94,1,1,0,0,1,13
21,013,ROSARIO,04879,089850,0,0,8,0,57,7,76,2,97,2,0,0,0,0,12
21,013,ROSARIO,04879,089851,0,0,9,0,48,6,80,2,91,4,0,2,1,0,13
21,013,ROSARIO,04879,089852,0,0,5,0,46,5,91,4,91,3,0,0,1,0,15
21,013,ROSARIO,04879,089853,0,0,8,0,53,11,72,5,107,3,1,0,1,1,13
21,013,ROSARIO,04879,089854,0,0,7,1,45,13,97,5,87,0,0,0,0,1,12
21,013,ROSARIO,04879,089855,0,0,3,0,48,5,79,6,112,3,0,0,1,0,12
21,013,ROSARIO,04879,089856,0,0,3,0,46,11,80,4,103,4,0,1,0,0,12
21,013,ROSARIO,04879,089857,0,0,7,2,58,11,66,7,94,1,0,0,0,1,7
21,013,ROSARIO,04879,089858,0,0,6,1,59,7,75,1,89,2,0,0,0,1,21
21,013,ROSARIO,04879,089859,0,0,0,0,59,15,79,6,101,3,1,0,0,0,8
21,013,ROSARIO,04879,089860,0,0,2,1,47,11,72,9,92,1,0,0,0,0,9
21,013,ROSARIO,04879,089861,0,0,1,0,8,3,13,2,20,0,0,0,0,0,3
21,013,ROSARIO,04880,089862,0,0,2,0,51,13,100,6,79,1,0,0,0,0,8
21,013,ROSARIO,04880,089863,0,0,8,0,42,7,98,11,87,0,1,0,0,0,5
21,013,ROSARIO,04880,089864,0,0,18,1,43,6,91,4,82,6,0,1,0,0,13
21,013,ROSARIO,04880,089865,0,0,6,2,50,12,94,8,69,6,1,0,0,1,7
