codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00092,00001,00008,00005,00010,00009,00002,00091,00050,00061,00093,00004
21,001,BELGRANO,04558,085616,0,0,3,0,10,2,52,0,42,0,0,1,0,0,2
21,001,BELGRANO,04559,085617,0,0,12,0,29,3,110,14,80,0,0,0,2,0,8
21,001,BELGRANO,04559,085618,0,0,5,0,23,2,110,15,62,1,1,2,0,0,4
21,001,BELGRANO,04559,085619,0,0,7,0,32,2,86,13,116,1,0,2,0,0,9
21,001,BELGRANO,04559,085620,0,0,8,0,36,5,80,7,130,1,0,0,0,0,7
21,001,BELGRANO,04559,085621,0,0,13,0,30,3,89,12,106,1,0,0,1,0,12
21,001,BELGRANO,04559,085622,0,0,9,0,32,3,91,11,94,0,0,0,0,0,7
21,001,BELGRANO,04559,085623,0,0,16,0,38,6,94,10,81,1,0,0,0,0,3
21,001,BELGRANO,04559,085624,0,0,8,0,23,6,103,4,92,0,1,1,1,0,6
21,001,BELGRANO,04559,085625,0,0,7,0,29,2,91,17,101,0,0,0,1,0,10
21,001,BELGRANO,04559,085626,0,0,22,0,29,5,91,10,90,0,0,0,0,0,5
21,001,BELGRANO,04559,085627,0,0,22,0,38,8,80,12,96,2,0,1,1,1,5
21,001,BELGRANO,04559,085628,0,0,15,1,27,3,73,11,129,0,0,0,0,0,13
21,001,BELGRANO,04559,085629,0,0,16,0,33,4,91,16,81,1,0,0,4,1,6
21,001,BELGRANO,04559,085630,0,0,11,0,24,3,103,11,95,2,0,0,0,0,6
21,001,BELGRANO,04559,085631,0,0,14,2,35,3,98,7,82,1,0,0,0,0,9
21,001,BELGRANO,04559,085632,0,0,14,0,35,6,118,12,64,2,0,0,0,0,0
21,001,BELGRANO,04559,085633,0,0,16,0,40,5,100,12,75,1,2,2,0,0,5
21,001,BELGRANO,04559,085634,0,0,5,0,27,6,129,10,81,0,0,1,0,0,4
21,001,BELGRANO,04559,085635,0,0,8,1,26,6,117,4,76,4,0,3,0,2,5
21,001,BELGRANO,04559,085636,0,0,5,0,39,4,116,22,58,2,0,0,0,0,4
21,001,BELGRANO,04559,085637,0,0,4,0,34,5,105,14,81,0,0,1,1,0,4
21,001,BELGRANO,04559,085638,0,0,6,0,23,4,114,11,94,3,0,1,0,0,5
21,001,BELGRANO,04559,085639,0,0,9,0,32,6,103,7,79,6,0,1,0,1,3
21,001,BELGRANO,04559,085640,0,0,8,0,28,4,77,15,117,2,0,0,0,0,7
21,001,BELGRANO,04559,085641,0,0,3,1,36,9,75,13,113,2,0,0,1,0,8
21,001,BELGRANO,04559,085642,0,0,5,0,26,4,123,11,77,0,0,0,0,0,7
21,001,BELGRANO,04559,085643,0,0,12,0,27,5,101,25,83,0,0,0,0,0,7
21,001,BELGRANO,04559,085644,0,0,7,0,25,7,102,12,97,1,0,2,0,0,13
21,001,BELGRANO,04559,085645,0,0,2,0,26,9,90,15,95,0,0,2,1,0,5
21,001,BELGRANO,04559,085646,0,0,9,1,38,2,74,16,107,0,0,0,0,0,8
21,001,BELGRANO,04559,085647,0,0,18,0,35,4,84,6,101,2,0,1,0,1,9
21,001,BELGRANO,04559,085648,0,0,19,0,27,1,119,15,66,3,0,0,0,0,6
21,001,BELGRANO,04559,085649,0,0,20,0,17,1,42,7,48,0,0,0,0,0,1
21,001,BELGRANO,04559,085650,0,0,11,0,18,3,47,9,48,1,1,1,1,1,5
21,001,BELGRANO,04560,085651,0,0,8,0,15,3,94,3,119,0,0,1,0,0,3
21,001,BELGRANO,04560,085652,0,0,6,1,12,7,92,3,135,2,0,0,0,1,1
21,001,BELGRANO,04560,085653,0,0,7,0,26,4,62,3,136,2,0,0,0,0,3
21,001,BELGRANO,04560,085654,0,0,7,0,18,0,51,3,89,0,0,0,0,2,3
21,002,CASEROS,04561,085655,0,0,8,1,38,10,117,7,71,1,0,0,1,1,4
21,002,CASEROS,04561,085656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,002,CASEROS,04561,085657,0,0,5,0,43,8,86,4,104,1,0,0,0,0,7
21,002,CASEROS,04561,085658,0,0,18,0,29,4,110,9,69,4,0,2,0,0,7
21,002,CASEROS,04561,085659,0,0,15,1,34,11,83,3,100,0,0,0,0,1,10
21,002,CASEROS,04561,085660,0,0,15,0,32,7,76,1,105,3,0,0,1,0,2
21,002,CASEROS,04561,085661,0,0,4,0,40,3,106,7,85,2,1,1,0,1,9
21,002,CASEROS,04561,085662,0,0,13,0,21,9,101,11,95,1,0,0,1,0,11
21,002,CASEROS,04561,085663,0,0,6,1,44,7,115,4,80,1,0,0,1,0,5
21,002,CASEROS,04561,085664,0,0,14,0,41,12,105,5,80,0,1,0,0,0,5
21,002,CASEROS,04561,085665,0,0,10,0,38,8,116,7,80,3,0,0,3,0,11
21,002,CASEROS,04561,085666,0,0,4,0,34,8,115,2,80,0,0,0,0,0,5
21,002,CASEROS,04561,085667,0,0,8,1,30,4,122,8,68,2,0,2,0,0,5
21,002,CASEROS,04561,085668,0,0,7,1,38,12,90,7,81,3,0,1,2,1,6
21,002,CASEROS,04561,085669,0,0,9,0,30,7,111,14,77,2,0,0,1,0,7
21,002,CASEROS,04561,085670,0,0,11,0,42,3,106,3,92,5,0,0,1,0,8
21,002,CASEROS,04561,085671,0,0,0,0,37,12,102,12,99,0,0,0,1,0,4
21,002,CASEROS,04561,085672,0,0,9,0,34,9,71,6,83,4,0,0,0,0,9
21,002,CASEROS,04562,085673,0,0,5,0,35,1,69,7,141,3,0,0,0,1,4
21,002,CASEROS,04562,085674,0,0,5,0,34,3,79,6,125,5,1,0,1,2,9
21,002,CASEROS,04562,085675,0,0,14,0,29,5,71,5,135,1,0,0,1,0,8
21,002,CASEROS,04562,085676,0,0,5,0,43,4,69,4,115,4,1,0,1,0,11
21,002,CASEROS,04562,085677,0,0,12,0,42,5,86,0,130,0,0,0,1,0,8
21,002,CASEROS,04562,085678,0,0,10,2,36,5,66,1,140,2,0,0,2,0,14
21,002,CASEROS,04562,085679,0,0,5,1,53,4,80,7,104,3,0,0,1,1,9
21,002,CASEROS,04562,085680,0,0,4,0,27,3,71,2,125,1,0,0,1,0,6
21,002,CASEROS,04563,085681,0,0,10,0,21,1,80,4,121,3,0,0,0,0,14
21,002,CASEROS,04563,085682,0,0,12,0,37,3,84,0,112,2,1,0,0,0,6
21,002,CASEROS,04563,085683,0,0,4,0,33,2,93,0,111,1,2,0,1,0,11
21,002,CASEROS,04563,085684,0,0,6,0,24,3,92,5,106,1,1,0,0,0,11
21,002,CASEROS,04563,085685,0,0,1,1,35,7,86,3,105,1,2,0,0,0,9
21,002,CASEROS,04563,085686,0,0,3,0,7,2,23,0,38,0,1,0,0,1,1
21,002,CASEROS,04564,085687,0,0,4,0,43,4,122,4,72,4,1,1,1,0,6
21,002,CASEROS,04564,085688,0,0,7,0,41,4,111,3,79,0,0,0,0,0,8
21,002,CASEROS,04564,085689,0,0,7,1,36,5,104,4,106,1,1,1,1,1,6
21,002,CASEROS,04564,085690,0,0,5,0,29,5,98,3,111,3,0,0,0,1,9
21,002,CASEROS,04564,085691,0,0,15,0,20,5,86,7,115,5,1,0,1,0,5
21,002,CASEROS,04564,085692,0,0,3,0,39,3,136,5,91,3,0,0,0,1,3
21,002,CASEROS,04564,085693,0,0,4,0,31,9,91,8,103,4,0,0,1,1,6
21,002,CASEROS,04564,085694,0,0,10,0,25,2,99,3,127,5,0,0,0,0,7
21,002,CASEROS,04564,085695,0,0,6,1,25,9,119,13,93,2,0,0,1,0,6
21,002,CASEROS,04564,085696,0,0,6,0,37,5,106,3,95,2,0,0,0,1,6
21,002,CASEROS,04564,085697,0,0,10,0,30,6,129,3,90,0,0,0,0,0,7
21,002,CASEROS,04564,085698,0,0,9,0,30,6,111,14,79,1,0,0,1,0,7
21,002,CASEROS,04564,085699,0,0,7,0,33,8,109,8,97,1,0,0,0,1,7
21,002,CASEROS,04564,085700,0,0,2,0,19,8,34,2,32,0,0,0,0,1,6
21,002,CASEROS,04565,085701,0,0,3,0,36,8,110,4,64,1,0,0,0,0,8
21,002,CASEROS,04565,085702,0,0,3,0,36,3,112,5,82,1,0,0,0,0,6
21,002,CASEROS,04565,085703,0,0,2,0,21,0,60,0,42,0,0,0,0,0,7
21,002,CASEROS,04565,085704,0,0,2,0,15,1,68,1,30,0,0,0,0,0,9
21,002,CASEROS,04566,085705,0,0,12,0,36,6,100,4,76,1,0,0,0,0,9
21,002,CASEROS,04566,085706,0,0,0,0,33,5,87,6,104,2,0,0,1,0,7
21,002,CASEROS,04566,085707,0,0,16,0,45,3,72,1,127,0,0,0,0,1,9
21,002,CASEROS,04566,085708,0,0,6,1,48,6,63,3,120,1,1,0,0,0,10
21,002,CASEROS,04566,085709,0,0,7,0,0,4,0,7,98,2,0,0,0,0,0
21,002,CASEROS,04566,085710,0,0,9,0,43,5,61,3,115,2,1,1,0,0,7
21,002,CASEROS,04566,085711,0,0,4,0,57,5,83,4,97,5,0,0,0,0,7
21,002,CASEROS,04566,085712,0,0,8,0,37,3,82,3,108,0,0,0,0,1,7
21,002,CASEROS,04566,085713,0,0,7,0,34,8,116,4,71,3,0,0,0,0,12
21,002,CASEROS,04566,085714,0,0,10,2,30,8,87,3,87,0,0,0,1,0,6
21,002,CASEROS,04566,085715,0,0,4,0,33,11,108,3,96,1,0,0,1,0,1
21,002,CASEROS,04566,085716,0,0,12,0,33,5,83,9,104,2,0,1,0,0,6
21,002,CASEROS,04566,085717,0,0,14,1,32,5,86,2,101,0,0,0,0,0,6
21,002,CASEROS,04566,085718,0,0,7,0,31,7,87,1,115,1,0,0,0,1,5
21,002,CASEROS,04566,085719,0,0,6,0,41,11,95,1,79,2,0,1,0,0,8
21,002,CASEROS,04566,085720,0,0,5,0,37,5,102,3,83,3,0,0,0,1,12
21,002,CASEROS,04566,085721,0,0,6,1,34,6,86,2,116,1,0,0,0,0,6
21,002,CASEROS,04566,085722,0,0,11,0,36,8,90,5,90,1,0,0,0,0,7
21,002,CASEROS,04566,085723,0,0,2,0,10,2,34,0,46,0,0,0,0,0,3
21,002,CASEROS,04567,085724,0,0,7,0,28,8,85,4,123,3,0,0,0,1,9
21,002,CASEROS,04567,085725,0,0,18,0,28,4,38,11,153,0,0,0,0,1,0
21,002,CASEROS,04567,085726,0,0,0,0,37,4,66,1,141,1,0,0,0,0,6
21,002,CASEROS,04567,085727,0,0,9,0,26,2,106,4,101,1,1,0,0,0,6
21,002,CASEROS,04567,085728,0,0,12,1,22,7,84,8,105,2,1,0,0,0,9
21,002,CASEROS,04567,085729,0,0,12,0,34,4,76,0,118,1,0,0,2,0,6
21,002,CASEROS,04567,085730,0,0,11,1,29,3,71,6,119,1,1,1,0,1,9
21,002,CASEROS,04567,085731,0,0,4,1,29,2,65,6,119,1,1,0,0,0,17
21,002,CASEROS,04567,085732,0,0,8,0,19,4,51,14,131,1,1,0,0,0,11
21,002,CASEROS,04567,085733,0,0,18,0,27,4,71,7,106,3,0,0,0,0,10
21,002,CASEROS,04567,085734,0,0,4,0,33,8,82,11,126,1,0,1,1,0,8
21,002,CASEROS,04567,085735,0,0,3,0,19,7,99,2,97,2,0,1,0,0,6
21,002,CASEROS,04567,085736,0,0,8,0,24,10,78,7,122,2,0,0,0,0,8
21,002,CASEROS,04567,085737,0,0,0,0,26,4,69,7,134,2,1,0,0,0,5
21,002,CASEROS,04567,085738,0,0,1,0,7,4,37,3,42,0,0,0,0,0,3
21,002,CASEROS,04568,085739,0,0,14,0,36,7,89,15,104,4,1,0,0,1,8
21,002,CASEROS,04568,085740,0,0,11,0,33,8,101,11,112,0,0,0,0,0,2
21,002,CASEROS,04568,085741,0,0,6,1,28,6,84,7,113,3,0,0,0,0,6
21,002,CASEROS,04568,085742,0,0,4,0,14,5,64,5,60,0,0,0,0,0,5
21,002,CASEROS,04568,085743,0,0,7,0,18,5,47,2,65,0,0,0,0,0,5
21,002,CASEROS,04569,085744,0,0,14,0,34,7,102,3,92,2,1,1,0,2,2
21,002,CASEROS,04569,085745,0,0,23,0,39,9,79,1,100,4,0,0,0,2,7
21,002,CASEROS,04569,085746,0,0,15,0,38,7,106,3,91,3,2,0,1,0,6
21,002,CASEROS,04569,085747,0,0,10,0,24,7,81,2,132,6,1,1,0,1,5
21,002,CASEROS,04569,085748,0,0,4,0,19,5,67,1,90,1,0,0,1,0,7
21,002,CASEROS,04570,085749,0,0,5,0,43,2,60,3,117,3,0,2,0,0,10
21,002,CASEROS,04570,085750,0,0,6,0,25,5,71,2,138,2,0,0,1,0,10
21,002,CASEROS,04570,085751,0,0,8,2,28,5,79,6,121,1,0,0,2,0,5
21,002,CASEROS,04570,085752,0,0,7,0,30,1,75,4,113,1,0,1,0,0,10
21,002,CASEROS,04570,085753,0,0,7,0,28,9,93,1,103,2,0,0,1,0,4
21,002,CASEROS,04570,085754,0,0,6,1,36,3,68,2,126,2,1,1,0,1,10
21,002,CASEROS,04570,085755,0,0,1,0,7,1,20,2,31,2,0,0,0,0,0
21,002,CASEROS,04571,085756,0,0,26,0,50,4,61,1,130,0,0,0,0,0,0
21,002,CASEROS,04571,085757,0,0,13,1,41,8,58,4,123,1,0,0,0,0,0
21,002,CASEROS,04571,085758,0,0,6,0,41,5,64,2,128,1,0,0,0,0,9
21,002,CASEROS,04571,085759,0,0,11,0,35,2,70,4,141,0,0,0,0,0,8
21,002,CASEROS,04571,085760,0,0,8,0,43,6,71,6,118,2,0,0,1,0,12
21,002,CASEROS,04571,085761,0,0,12,1,40,4,77,0,126,2,0,0,1,0,10
21,002,CASEROS,04571,085762,0,0,16,0,31,9,93,2,107,2,1,0,1,0,7
21,002,CASEROS,04571,085763,0,0,17,0,33,2,87,0,126,0,0,0,1,0,6
21,002,CASEROS,04571,085764,0,0,16,0,36,7,67,1,121,4,0,0,3,0,5
21,002,CASEROS,04571,085765,0,0,12,0,35,4,63,2,125,0,0,1,0,1,10
21,002,CASEROS,04571,085766,0,0,7,0,30,3,91,2,127,1,0,0,1,1,7
21,002,CASEROS,04571,085767,0,0,5,0,35,6,56,1,139,2,0,0,0,0,11
21,002,CASEROS,04571,085768,0,0,4,1,38,8,0,5,94,2,0,0,0,1,0
21,002,CASEROS,04571,085769,0,0,4,0,32,2,63,2,125,1,0,1,0,0,8
21,002,CASEROS,04571,085770,0,0,3,0,40,5,68,2,120,1,2,1,1,1,11
21,002,CASEROS,04571,085771,0,0,1,1,27,4,74,2,117,3,0,0,0,0,4
21,002,CASEROS,04572,085772,0,0,10,1,49,5,83,1,96,6,1,1,0,1,1
21,002,CASEROS,04572,085773,0,0,8,0,47,10,86,1,106,2,0,0,0,0,8
21,002,CASEROS,04572,085774,0,0,9,0,49,1,90,2,111,1,0,0,2,0,3
21,002,CASEROS,04572,085775,0,0,14,0,41,7,87,4,84,4,0,0,1,0,5
21,002,CASEROS,04572,085776,0,0,10,0,16,4,48,1,50,2,0,0,0,0,1
21,002,CASEROS,04573,085777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,002,CASEROS,04574,085778,0,0,6,0,18,9,123,1,80,1,2,0,0,1,4
21,002,CASEROS,04574,085779,0,0,9,0,19,9,116,11,85,2,0,0,0,0,13
21,002,CASEROS,04574,085780,0,0,6,0,25,2,109,15,85,2,0,0,2,1,7
21,002,CASEROS,04574,085781,0,0,7,1,24,7,113,9,67,1,2,2,0,0,6
21,002,CASEROS,04574,085782,0,0,3,0,47,7,84,9,89,4,0,0,0,1,8
21,002,CASEROS,04574,085783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,002,CASEROS,04574,085784,0,0,8,0,33,8,85,4,104,1,3,2,0,1,12
21,002,CASEROS,04574,085785,0,0,9,0,39,8,65,8,126,1,0,0,1,0,9
21,002,CASEROS,04574,085786,0,0,2,0,35,5,74,6,114,4,1,0,3,0,7
21,002,CASEROS,04574,085787,0,0,12,2,20,12,82,6,107,1,1,0,0,0,3
21,002,CASEROS,04574,085788,0,0,13,0,34,9,71,9,121,2,0,1,0,0,9
21,002,CASEROS,04574,085789,0,0,10,0,43,6,59,5,143,2,0,1,0,0,13
21,002,CASEROS,04574,085790,0,0,20,0,43,5,67,3,111,4,0,0,0,0,11
21,002,CASEROS,04574,085791,0,0,8,0,37,5,87,7,89,1,0,0,0,2,4
21,002,CASEROS,04574,085792,0,0,7,1,37,6,78,6,96,0,1,2,0,0,8
21,002,CASEROS,04574,085793,0,0,8,0,30,8,80,8,114,1,0,1,0,8,0
21,002,CASEROS,04574,085794,0,0,20,0,35,7,95,7,73,0,1,0,1,0,7
21,002,CASEROS,04574,085795,0,0,17,1,37,9,62,6,130,1,0,0,0,1,8
21,002,CASEROS,04574,085796,0,0,12,1,41,9,107,5,89,1,0,0,0,1,5
21,002,CASEROS,04574,085797,0,0,3,0,26,5,80,4,110,1,0,0,1,1,21
21,002,CASEROS,04574,085798,0,0,7,1,32,10,50,2,135,3,0,0,0,0,14
21,002,CASEROS,04574,085799,0,0,6,0,25,12,95,10,92,0,0,1,0,0,9
21,002,CASEROS,04574,085800,0,0,12,1,31,10,72,9,112,2,0,1,1,0,10
21,002,CASEROS,04574,085801,0,0,4,1,40,0,84,8,110,4,0,0,0,0,13
21,002,CASEROS,04574,085802,0,0,14,0,40,2,67,7,108,3,1,0,1,1,12
21,002,CASEROS,04574,085803,0,0,4,2,37,3,85,7,96,2,0,0,1,0,7
21,002,CASEROS,04574,085804,0,0,5,0,41,7,90,12,94,2,0,0,0,1,14
21,002,CASEROS,04574,085805,0,0,0,0,29,4,115,7,69,2,1,0,1,0,12
21,002,CASEROS,04574,085806,0,0,14,0,39,4,97,11,74,2,0,0,0,1,9
21,002,CASEROS,04574,085807,0,0,12,2,38,4,68,7,129,3,0,18,1,1,11
21,002,CASEROS,04574,085808,0,0,21,0,36,4,74,2,107,2,0,0,1,0,10
21,002,CASEROS,04574,085809,0,0,5,0,32,2,80,3,126,0,0,0,2,0,15
21,002,CASEROS,04574,085810,0,0,14,1,37,10,91,9,89,0,2,1,2,0,12
21,002,CASEROS,04574,085811,0,0,12,0,33,9,76,2,124,5,0,1,0,0,5
21,002,CASEROS,04574,085812,0,0,5,2,36,2,67,11,124,3,2,0,1,0,0
21,002,CASEROS,04574,085813,0,0,3,1,43,6,78,5,0,0,0,0,0,0,9
21,002,CASEROS,04574,085814,0,0,12,1,29,5,96,20,75,0,0,0,0,0,5
21,002,CASEROS,04574,085815,0,0,1,2,26,9,103,10,105,3,1,0,1,0,2
21,002,CASEROS,04574,085816,0,0,4,1,35,7,90,11,83,4,1,1,1,1,12
21,002,CASEROS,04574,085817,0,0,11,0,32,5,128,7,79,0,0,0,0,1,3
21,002,CASEROS,04574,085818,0,0,17,0,33,3,89,4,99,4,0,0,0,1,13
21,002,CASEROS,04574,085819,0,0,12,0,47,9,65,4,114,2,1,0,0,2,5
21,002,CASEROS,04574,085820,0,0,8,0,30,7,80,5,105,0,0,0,2,0,10
21,002,CASEROS,04574,085821,0,0,5,0,26,4,107,8,77,4,0,0,0,0,4
21,002,CASEROS,04574,085822,0,0,2,0,36,6,92,6,85,2,1,0,0,0,7
21,002,CASEROS,04574,085823,0,0,4,0,32,7,102,13,100,1,0,0,0,0,4
21,002,CASEROS,04574,085824,0,0,3,0,50,4,72,10,122,1,0,0,1,0,5
21,002,CASEROS,04574,085825,0,0,3,0,40,5,66,5,126,3,0,2,0,2,11
21,002,CASEROS,04574,085826,0,0,7,0,29,7,99,7,95,2,0,0,0,0,6
21,002,CASEROS,04574,085827,0,0,8,0,49,7,58,3,123,2,0,1,0,0,18
21,002,CASEROS,04574,085828,0,0,7,0,25,9,106,9,80,2,0,0,2,0,8
21,002,CASEROS,04574,085829,0,0,3,1,40,7,88,3,103,2,0,1,0,0,10
21,002,CASEROS,04574,085830,0,0,5,0,35,2,95,12,93,1,0,1,0,0,9
21,002,CASEROS,04574,085831,0,0,9,0,33,2,99,8,85,0,0,0,1,0,4
21,002,CASEROS,04574,085832,0,0,10,0,40,6,88,5,88,5,0,1,0,1,4
21,002,CASEROS,04574,085833,0,0,6,1,44,4,93,5,84,1,0,0,0,1,13
21,002,CASEROS,04574,085834,0,0,9,0,25,7,107,16,68,2,0,1,0,0,8
21,002,CASEROS,04574,085835,0,0,8,0,36,6,106,5,82,2,0,0,0,0,2
21,002,CASEROS,04574,085836,0,0,9,0,43,3,100,5,95,2,0,0,0,0,9
21,002,CASEROS,04574,085837,0,0,10,0,35,10,65,12,116,4,2,0,0,0,7
21,002,CASEROS,04574,085838,0,0,11,0,36,4,112,8,59,0,1,3,1,0,2
