codprov,coddepto,depto,circuito,mesa,electores,blancos,nulos,00037,00050,00024
18,001,Capital,00008,000072,319,19,NA,109,117,15
18,001,Capital,00008,000073,322,10,NA,101,126,20
18,001,Capital,00008,000074,322,9,NA,105,122,16
18,001,Capital,00008,000075,322,9,NA,88,143,19
18,001,Capital,00008,000076,321,9,NA,99,145,18
18,001,Capital,00008,000077,328,10,NA,123,101,28
18,001,Capital,00009,000078,347,16,NA,84,140,30
18,001,Capital,00009,000079,344,17,NA,76,165,13
18,001,Capital,00009,000080,344,12,NA,82,161,13
18,001,Capital,00009,000081,343,12,NA,74,166,19
18,001,Capital,00009,000082,343,12,NA,62,175,18
18,001,Capital,00009,000083,344,13,NA,75,176,21
18,001,Capital,00009,000084,347,17,NA,70,169,14
18,001,Capital,00009,000085,343,11,NA,73,168,13
18,001,Capital,00009,000086,344,16,NA,83,150,18
18,001,Capital,00009,000087,343,11,NA,94,151,17
18,001,Capital,00009,000088,338,10,NA,91,154,12
18,001,Capital,00009,000089,344,12,NA,88,161,15
18,001,Capital,00009,000090,342,6,NA,74,178,10
18,001,Capital,00009,000091,347,18,NA,86,150,20
18,001,Capital,00010,000092,333,11,NA,103,142,14
18,001,Capital,00010,000093,331,11,NA,69,190,11
18,001,Capital,00010,000094,333,5,NA,69,180,8
18,001,Capital,00010,000095,337,9,NA,86,150,20
18,001,Capital,00010,000096,338,16,NA,82,155,15
18,001,Capital,00010,000097,334,14,NA,69,167,15
18,001,Capital,00010,000098,334,10,NA,67,184,17
18,001,Capital,00011,000100,339,20,NA,104,132,19
18,001,Capital,00011,000101,338,9,NA,113,121,22
18,001,Capital,00011,000102,338,14,NA,102,129,22
18,001,Capital,00011,000103,338,16,NA,98,113,26
18,001,Capital,00011,000104,336,9,NA,109,134,13
18,001,Capital,00011,000105,339,19,NA,110,135,16
18,001,Capital,00011,000106,342,19,NA,133,100,18
18,001,Capital,00011,000099,336,19,NA,134,111,12
18,001,Capital,00012,000107,343,16,NA,143,89,18
18,001,Capital,00012,000108,342,10,NA,147,115,16
18,001,Capital,00012,000109,350,17,NA,141,92,36
18,001,Capital,00012,000110,340,11,NA,132,100,15
18,001,Capital,00012,000111,344,20,NA,131,108,13
18,001,Capital,00012,000112,346,16,NA,172,90,11
18,001,Capital,00012,000113,344,10,NA,100,137,26
18,001,Capital,00012,000114,345,29,NA,131,97,14
18,001,Capital,00012,000115,344,11,NA,133,111,13
18,001,Capital,00012,000116,341,17,NA,121,106,29
18,001,Capital,00012,000117,343,12,NA,120,116,18
18,001,Capital,00012,000118,346,10,NA,139,108,13
18,001,Capital,00013,000119,353,18,NA,116,138,17
18,001,Capital,00013,000120,348,29,NA,138,117,4
18,001,Capital,00013,000121,348,19,NA,114,123,22
18,001,Capital,00013,000122,348,9,NA,131,137,26
18,001,Capital,00013,000123,354,22,NA,115,152,23
18,001,Capital,00014,000124,346,17,NA,115,129,27
18,001,Capital,00014,000125,344,13,NA,88,165,20
18,001,Capital,00014,000126,344,19,NA,103,139,23
18,001,Capital,00014,000127,343,12,NA,95,168,12
18,001,Capital,00014,000128,344,18,NA,96,135,21
18,001,Capital,00014,000129,344,18,NA,85,156,24
18,001,Capital,00014,000130,342,16,NA,90,159,22
18,001,Capital,00014,000131,351,15,NA,83,164,28
18,001,Capital,00014,000132,344,13,NA,93,146,24
18,001,Capital,00014,000133,342,15,NA,110,131,29
18,001,Capital,00014,000134,344,11,NA,72,194,17
18,001,Capital,00014,000135,335,14,NA,77,172,21
18,001,Capital,00014,000136,340,7,NA,81,174,16
18,001,Capital,00014,000137,346,14,NA,91,165,21
18,001,Capital,00015,000138,317,7,NA,87,145,16
18,001,Capital,00015,000139,319,8,NA,109,142,13
18,001,Capital,00015,000140,317,14,NA,96,131,15
18,001,Capital,00015,000141,318,12,NA,108,133,18
18,001,Capital,00015,000142,319,18,NA,86,134,17
18,001,Capital,00015,000143,316,14,NA,95,146,15
18,001,Capital,00015,000144,313,22,NA,81,131,13
18,001,Capital,00015,000145,317,18,NA,116,121,12
18,001,Capital,00016,000146,329,12,NA,57,175,18
18,001,Capital,00016,000147,331,22,NA,56,171,16
18,001,Capital,00016,000148,327,13,NA,52,188,14
18,001,Capital,00016,000149,328,15,NA,69,163,21
18,001,Capital,00016,000150,328,9,NA,64,160,20
18,001,Capital,00016,000151,330,5,NA,64,168,10
18,001,Capital,00017,000152,347,13,NA,99,160,24
18,001,Capital,00017,000153,347,7,NA,94,158,17
18,001,Capital,00017,000154,346,19,NA,107,149,21
18,001,Capital,00017,000155,350,16,NA,90,188,15
18,001,Capital,00017,000156,349,18,NA,83,163,26
18,001,Capital,00017,000157,349,9,NA,82,165,15
18,001,Capital,00017,000158,347,20,NA,99,133,24
18,001,Capital,00017,000159,347,11,NA,96,146,20
18,001,Capital,00017,000160,346,11,NA,82,164,22
18,001,Capital,00017,000161,347,18,NA,86,165,20
18,001,Capital,00018,000162,250,8,NA,46,127,17
18,001,Capital,00018,000163,245,9,NA,42,137,12
18,001,Capital,00018,000164,247,8,NA,51,137,7
18,001,Capital,00019,000165,315,12,NA,57,181,16
18,001,Capital,00019,000166,312,10,NA,71,152,15
18,001,Capital,00019,000167,312,6,NA,77,160,8
18,001,Capital,00019,000168,312,10,NA,61,156,15
18,001,Capital,00019,000169,313,8,NA,74,157,11
18,001,Capital,00019,000170,313,10,NA,72,151,19
18,001,Capital,00019,000171,313,15,NA,64,163,15
18,001,Capital,00019,000172,313,6,NA,74,150,22
18,001,Capital,00019,000173,317,6,NA,76,159,17
18,001,Capital,00020,000174,300,9,NA,61,166,13
18,001,Capital,00020,000175,300,10,NA,45,177,12
18,001,Capital,00020,000176,308,11,NA,56,166,14
18,001,Capital,00020,000177,304,11,NA,53,183,6
18,001,Capital,00020,000178,303,7,NA,49,169,18
18,001,Capital,00020,000179,302,14,NA,42,167,16
18,001,Capital,00020,000180,306,14,NA,38,185,9
18,001,Capital,00021,000181,338,13,NA,83,169,13
18,001,Capital,00021,000182,337,17,NA,70,167,23
18,001,Capital,00021,000183,340,16,NA,73,169,20
18,001,Capital,00021,000184,340,13,NA,65,187,14
18,001,Capital,00021,000185,338,13,NA,69,167,16
18,001,Capital,00021,000186,341,17,NA,59,178,14
18,001,Capital,00022,000187,347,14,NA,64,201,15
18,001,Capital,00022,000188,346,8,NA,63,196,14
18,001,Capital,00022,000189,348,13,NA,78,179,15
18,001,Capital,00022,000190,344,9,NA,55,212,16
18,001,Capital,00022,000191,341,3,NA,67,211,6
18,001,Capital,00022,000192,343,5,NA,68,190,19
18,001,Capital,00022,000193,345,14,NA,64,195,21
18,001,Capital,00022,000194,338,17,NA,68,176,25
18,001,Capital,00022,000195,347,10,NA,63,197,19
18,001,Capital,00022,000196,347,10,NA,53,197,23
18,001,Capital,00022,000197,344,12,NA,71,189,12
18,001,Capital,00022,000198,347,4,NA,59,203,18
18,001,Capital,00022,000199,350,4,NA,76,200,14
18,001,Capital,00023,000200,320,15,NA,81,142,23
18,001,Capital,00023,000201,327,17,NA,56,168,19
18,001,Capital,00023,000202,322,8,NA,88,136,15
18,001,Capital,00023,000203,321,10,NA,72,150,14
18,001,Capital,00023,000204,328,12,NA,77,142,26
18,001,Capital,00024,000205,334,14,NA,130,95,29
18,001,Capital,00024,000206,337,21,NA,129,118,7
18,001,Capital,00024,000207,332,16,NA,115,118,22
18,001,Capital,00024,000208,333,8,NA,140,95,25
18,001,Capital,00024,000209,331,18,NA,127,99,21
18,001,Capital,00024,000210,334,15,NA,129,92,23
18,001,Capital,00024,000211,330,20,NA,124,106,18
18,001,Capital,00024,000212,330,21,NA,108,108,33
18,001,Capital,00024,000213,331,15,NA,143,90,20
18,001,Capital,00024,000214,335,15,NA,134,112,24
18,001,Capital,00024,000215,333,8,NA,118,96,20
18,001,Capital,00024,000216,331,18,NA,119,96,29
18,001,Capital,00024,000217,331,14,NA,116,106,19
18,001,Capital,00025,000218,335,21,NA,107,122,15
18,001,Capital,00025,000219,337,18,NA,129,112,28
18,001,Capital,00025,000220,335,29,NA,108,127,11
18,001,Capital,00025,000221,330,17,NA,136,94,22
18,001,Capital,00025,000222,335,16,NA,127,95,25
18,001,Capital,00025,000223,334,17,NA,109,121,15
18,001,Capital,00025,000224,335,18,NA,114,114,26
18,001,Capital,00025,000225,332,24,NA,127,90,18
18,001,Capital,00025,000226,336,11,NA,128,106,24
18,001,Capital,00025,000227,336,31,NA,109,110,27
18,001,Capital,00026,000228,327,16,NA,76,141,27
18,001,Capital,00026,000229,327,11,NA,67,160,27
18,001,Capital,00026,000230,325,11,NA,90,134,26
18,001,Capital,00026,000231,324,14,NA,65,164,13
18,001,Capital,00026,000232,328,13,NA,57,162,30
18,001,Capital,00026,000233,326,13,NA,82,149,11
18,001,Capital,00026,000234,326,16,NA,66,158,23
18,001,Capital,00026,000235,327,13,NA,75,162,25
18,001,Capital,00026,000236,323,11,NA,72,165,22
18,001,Capital,00026,000237,322,7,NA,74,164,10
18,001,Capital,00026,000238,324,14,NA,81,145,13
18,001,Capital,00027,000239,344,7,NA,126,108,31
18,001,Capital,00027,000240,346,18,NA,130,112,29
18,001,Capital,00027,000241,347,18,NA,120,120,25
18,001,Capital,00027,000242,348,19,NA,125,111,22
18,001,Capital,00027,000243,347,13,NA,121,123,25
18,001,Capital,00027,000244,345,15,NA,122,130,21
18,001,Capital,00027,000245,347,8,NA,122,121,23
18,001,Capital,00027,000246,347,23,NA,113,135,25
18,001,Capital,00028,000247,282,15,NA,45,148,18
18,001,Capital,00028,000248,279,8,NA,47,144,15
18,001,Capital,00028,000249,282,11,NA,54,143,5
18,001,Capital,00029,000250,299,9,NA,65,152,18
18,001,Capital,00029,000251,298,13,NA,64,142,24
18,001,Capital,00029,000252,301,12,NA,71,124,16
18,001,Capital,00029,000253,295,6,NA,59,159,17
18,001,Capital,00029,000254,294,18,NA,69,146,17
18,001,Capital,00029,000255,297,10,NA,69,140,17
18,001,Capital,00030,000256,322,15,NA,102,111,25
18,001,Capital,00030,000257,323,14,NA,114,112,27
18,001,Capital,00030,000258,323,13,NA,107,122,17
18,001,Capital,00030,000259,322,12,NA,111,123,12
18,001,Capital,00030,000260,321,16,NA,87,129,19
18,001,Capital,00030,000261,323,6,NA,116,107,18
18,001,Capital,00030,000262,322,16,NA,108,107,17
18,001,Capital,00030,000263,326,10,NA,93,136,20
18,001,Capital,00030,000264,330,13,NA,105,132,12
18,001,Capital,00031,000265,336,19,NA,107,136,24
18,001,Capital,00031,000266,339,13,NA,102,167,12
18,001,Capital,00031,000267,339,18,NA,96,136,32
18,001,Capital,00031,000268,337,15,NA,93,153,13
18,001,Capital,00031,000269,332,9,NA,64,182,22
18,001,Capital,00031,000270,335,13,NA,86,160,17
18,001,Capital,00031,000271,334,8,NA,74,174,22
18,001,Capital,00031,000272,335,17,NA,73,178,15
18,001,Capital,00031,000273,333,18,NA,66,190,10
18,001,Capital,00031,000274,334,23,NA,72,172,13
18,001,Capital,00031,000275,336,14,NA,68,173,16
18,001,Capital,00031,000276,335,12,NA,71,175,26
18,001,Capital,00031,000277,338,8,NA,82,159,18
18,001,Capital,00031,000278,332,12,NA,66,175,22
18,001,Capital,00031,000279,339,11,NA,79,160,22
18,001,Capital,00031,000280,342,16,NA,87,171,13
18,002,Santa Lucía,00032,000281,340,14,NA,80,172,11
18,002,Santa Lucía,00032,000282,349,9,NA,81,176,13
18,002,Santa Lucía,00032,000283,345,10,NA,73,202,8
18,002,Santa Lucía,00032,000284,343,12,NA,82,181,12
18,002,Santa Lucía,00032,000285,341,13,NA,82,161,18
18,002,Santa Lucía,00032,000286,343,12,NA,93,178,9
18,002,Santa Lucía,00032,000287,343,9,NA,82,166,12
18,002,Santa Lucía,00032,000288,342,6,NA,87,162,16
18,002,Santa Lucía,00032,000289,350,10,NA,75,196,12
18,002,Santa Lucía,00032,000290,345,12,NA,63,188,20
18,002,Santa Lucía,00032,000291,343,8,NA,90,178,4
18,002,Santa Lucía,00032,000292,341,12,NA,62,188,19
18,002,Santa Lucía,00032,000293,343,11,NA,77,184,16
18,002,Santa Lucía,00032,000294,344,13,NA,72,188,16
18,002,Santa Lucía,00032,000295,342,8,NA,90,156,12
18,002,Santa Lucía,00032,000296,350,9,NA,86,179,15
18,002,Santa Lucía,00032,000297,344,9,NA,72,192,14
18,002,Santa Lucía,00032,000298,346,11,NA,69,189,16
18,002,Santa Lucía,00032,000299,350,10,NA,82,171,18
18,002,Santa Lucía,00032,000300,339,12,NA,85,174,21
18,002,Santa Lucía,00032,000301,341,18,NA,87,155,15
18,002,Santa Lucía,00032,000302,341,12,NA,88,170,14
18,002,Santa Lucía,00032,000303,342,12,NA,67,178,17
18,002,Santa Lucía,00032,000304,343,17,NA,80,169,9
18,002,Santa Lucía,00032,000305,343,4,NA,67,191,13
18,002,Santa Lucía,00032,000306,347,11,NA,97,168,13
18,002,Santa Lucía,00033,000307,344,16,NA,106,123,20
18,002,Santa Lucía,00033,000308,348,10,NA,113,150,11
18,002,Santa Lucía,00033,000309,343,1,NA,113,136,27
18,002,Santa Lucía,00033,000310,347,5,NA,108,156,18
18,002,Santa Lucía,00033,000311,345,6,NA,89,169,12
18,002,Santa Lucía,00033,000312,342,13,NA,100,157,13
18,002,Santa Lucía,00033,000313,342,15,NA,109,141,21
18,002,Santa Lucía,00033,000314,348,14,NA,115,140,12
18,002,Santa Lucía,00033,000315,346,14,NA,89,177,14
18,002,Santa Lucía,00033,000316,348,10,NA,98,164,12
18,002,Santa Lucía,00033,000317,346,11,NA,102,161,11
18,002,Santa Lucía,00033,000318,347,9,NA,102,162,12
18,002,Santa Lucía,00033,000319,347,13,NA,105,154,15
18,002,Santa Lucía,00033,000320,344,11,NA,98,167,9
18,002,Santa Lucía,00033,000321,351,8,NA,110,158,15
18,002,Santa Lucía,00033,000322,349,9,NA,116,149,16
18,002,Santa Lucía,00033,000323,343,9,NA,97,153,19
18,002,Santa Lucía,00033,000324,346,9,NA,109,162,8
18,002,Santa Lucía,00033,000325,346,15,NA,109,152,11
18,002,Santa Lucía,00033,000326,343,7,NA,87,157,16
18,002,Santa Lucía,00033,000327,348,7,NA,74,179,18
18,002,Santa Lucía,00033,000328,348,15,NA,83,179,16
18,002,Santa Lucía,00033,000329,345,12,NA,127,127,12
18,002,Santa Lucía,00033,000330,348,9,NA,90,168,16
18,002,Santa Lucía,00033,000331,348,20,NA,92,161,17
18,002,Santa Lucía,00033,000332,343,14,NA,112,138,15
18,002,Santa Lucía,00033,000333,348,10,NA,129,141,15
18,002,Santa Lucía,00033,000334,347,15,NA,99,154,9
18,002,Santa Lucía,00033,000335,342,8,NA,83,181,11
18,002,Santa Lucía,00033,000336,346,12,NA,113,155,10
18,002,Santa Lucía,00033,000337,347,12,NA,100,148,16
18,002,Santa Lucía,00033,000338,347,5,NA,103,166,21
18,002,Santa Lucía,00033,000339,348,11,NA,108,156,10
18,002,Santa Lucía,00033,000340,348,6,NA,87,172,15
18,002,Santa Lucía,00033,000341,346,14,NA,101,166,15
18,002,Santa Lucía,00033,000342,345,3,NA,94,164,20
18,002,Santa Lucía,00033,000343,348,11,NA,104,155,16
18,002,Santa Lucía,00033,000344,343,13,NA,88,175,15
18,002,Santa Lucía,00033,000345,347,8,NA,91,158,24
18,002,Santa Lucía,00033,000346,347,9,NA,116,144,12
18,002,Santa Lucía,00034,000347,346,7,NA,150,99,10
18,002,Santa Lucía,00034,000348,343,6,NA,146,106,20
18,002,Santa Lucía,00034,000349,347,17,NA,177,89,14
18,002,Santa Lucía,00034,000350,350,12,NA,135,124,20
18,002,Santa Lucía,00034,000351,345,8,NA,157,112,7
18,002,Santa Lucía,00034,000352,344,12,NA,136,122,13
18,002,Santa Lucía,00034,000353,343,10,NA,154,105,13
18,002,Santa Lucía,00034,000354,349,19,NA,152,111,13
18,002,Santa Lucía,00034,000355,345,14,NA,126,111,12
18,002,Santa Lucía,00034,000356,344,18,NA,158,106,12
18,002,Santa Lucía,00034,000357,345,13,NA,141,118,19
18,002,Santa Lucía,00034,000358,343,20,NA,136,110,14
18,002,Santa Lucía,00034,000359,342,13,NA,135,125,15
18,002,Santa Lucía,00034,000360,345,8,NA,145,115,20
18,002,Santa Lucía,00034,000361,348,9,NA,175,94,16
18,002,Santa Lucía,00034,000362,347,15,NA,141,114,23
18,002,Santa Lucía,00034,000363,344,11,NA,132,112,21
18,002,Santa Lucía,00034,000364,347,12,NA,133,115,21
18,002,Santa Lucía,00034,000365,343,15,NA,136,107,15
18,002,Santa Lucía,00034,000366,346,17,NA,149,108,18
18,002,Santa Lucía,00034,000367,346,14,NA,127,119,12
18,002,Santa Lucía,00034,000368,343,8,NA,159,95,19
18,002,Santa Lucía,00034,000369,345,11,NA,168,94,14
18,002,Santa Lucía,00034,000370,348,24,NA,155,104,16
18,002,Santa Lucía,00034,000371,344,18,NA,127,125,21
18,002,Santa Lucía,00034,000372,346,14,NA,127,133,8
18,002,Santa Lucía,00034,000373,343,23,NA,137,99,17
18,002,Santa Lucía,00034,000374,342,14,NA,161,100,9
18,002,Santa Lucía,00034,000375,340,8,NA,131,112,23
18,002,Santa Lucía,00034,000376,342,16,NA,139,124,16
18,002,Santa Lucía,00034,000377,345,17,NA,148,100,14
18,002,Santa Lucía,00034,000378,344,10,NA,153,98,15
18,002,Santa Lucía,00034,000379,345,18,NA,134,112,10
18,002,Santa Lucía,00034,000380,350,5,NA,154,119,17
18,002,Santa Lucía,00035,000381,342,8,NA,183,73,17
18,002,Santa Lucía,00035,000382,346,21,NA,181,69,9
18,002,Santa Lucía,00035,000383,342,12,NA,180,70,14
18,002,Santa Lucía,00035,000384,347,14,NA,165,79,11
18,002,Santa Lucía,00036,000385,331,9,NA,132,105,22
18,002,Santa Lucía,00036,000386,328,10,NA,149,105,15
18,002,Santa Lucía,00036,000387,332,4,NA,155,105,16
18,002,Santa Lucía,00036,000388,330,6,NA,138,111,18
18,002,Santa Lucía,00036,000389,329,9,NA,161,104,5
18,002,Santa Lucía,00036,000390,330,11,NA,155,100,11
18,002,Santa Lucía,00036,000391,329,8,NA,151,99,9
18,002,Santa Lucía,00036,000392,328,11,NA,148,116,15
18,002,Santa Lucía,00036,000393,328,11,NA,151,108,9
18,002,Santa Lucía,00036,000394,332,5,NA,147,100,17
18,002,Santa Lucía,00037,000395,314,10,NA,143,80,17
18,002,Santa Lucía,00037,000396,311,7,NA,118,101,10
18,002,Santa Lucía,00037,000397,305,8,NA,127,93,14
18,002,Santa Lucía,00037,000398,311,9,NA,140,87,17
18,002,Santa Lucía,00037,000399,310,9,NA,141,94,11
18,002,Santa Lucía,00037,000400,312,12,NA,148,86,5
18,002,Santa Lucía,00038,000401,307,5,NA,113,111,14
18,002,Santa Lucía,00038,000402,310,7,NA,116,112,9
18,002,Santa Lucía,00038,000403,310,17,NA,133,102,14
18,002,Santa Lucía,00038,000404,311,13,NA,118,108,16
18,003,Chimbas,00039,000405,344,15,NA,152,98,28
18,003,Chimbas,00039,000406,350,22,NA,164,72,19
18,003,Chimbas,00039,000407,347,17,NA,156,85,20
18,003,Chimbas,00039,000408,348,7,NA,170,70,22
18,003,Chimbas,00039,000409,347,23,NA,171,79,19
18,003,Chimbas,00039,000410,348,15,NA,156,83,18
18,003,Chimbas,00039,000411,345,25,NA,144,81,20
18,003,Chimbas,00039,000412,349,13,NA,159,90,12
18,003,Chimbas,00039,000413,348,16,NA,157,101,11
18,003,Chimbas,00039,000414,347,18,NA,128,107,21
18,003,Chimbas,00039,000415,345,18,NA,155,81,24
18,003,Chimbas,00039,000416,356,19,NA,163,85,28
18,003,Chimbas,00039,000417,348,35,NA,161,88,26
18,003,Chimbas,00039,000418,349,53,NA,145,72,22
18,003,Chimbas,00039,000419,352,8,NA,176,74,21
18,003,Chimbas,00039,000420,355,17,NA,157,91,19
18,003,Chimbas,00039,000421,347,15,NA,158,89,15
18,003,Chimbas,00039,000422,347,16,NA,147,100,29
18,003,Chimbas,00039,000423,349,20,NA,172,90,9
18,003,Chimbas,00039,000424,348,15,NA,139,115,23
18,003,Chimbas,00039,000425,350,27,NA,168,77,19
18,003,Chimbas,00039,000426,347,26,NA,133,100,17
18,003,Chimbas,00039,000427,348,27,NA,149,96,20
18,003,Chimbas,00039,000428,348,18,NA,158,83,22
18,003,Chimbas,00039,000429,351,25,NA,143,104,17
18,003,Chimbas,00039,000430,350,18,NA,161,86,18
18,003,Chimbas,00039,000431,349,23,NA,166,84,23
18,003,Chimbas,00039,000432,348,22,NA,141,92,17
18,003,Chimbas,00039,000433,350,11,NA,154,88,20
18,003,Chimbas,00039,000434,347,21,NA,174,74,26
18,003,Chimbas,00039,000435,349,5,NA,143,99,21
18,003,Chimbas,00039,000436,348,11,NA,152,103,20
18,003,Chimbas,00039,000437,350,17,NA,132,106,26
18,003,Chimbas,00039,000438,349,26,NA,142,101,32
18,003,Chimbas,00039,000439,344,19,NA,145,97,24
18,003,Chimbas,00039,000440,348,14,NA,161,94,21
18,003,Chimbas,00039,000441,347,18,NA,142,93,27
18,003,Chimbas,00039,000442,344,14,NA,167,86,27
18,003,Chimbas,00039,000443,350,20,NA,167,80,16
18,003,Chimbas,00039,000444,346,11,NA,176,97,18
18,003,Chimbas,00039,000445,348,21,NA,152,83,30
18,003,Chimbas,00039,000446,345,17,NA,172,75,21
18,003,Chimbas,00039,000447,348,15,NA,152,98,24
18,003,Chimbas,00039,000448,347,19,NA,141,78,26
18,003,Chimbas,00039,000449,347,20,NA,133,104,27
18,003,Chimbas,00039,000450,347,11,NA,152,104,18
18,003,Chimbas,00039,000451,344,9,NA,152,88,23
18,003,Chimbas,00039,000452,346,18,NA,156,78,26
18,003,Chimbas,00039,000453,346,18,NA,163,92,16
18,003,Chimbas,00039,000454,351,17,NA,170,93,19
18,003,Chimbas,00039,000455,345,12,NA,161,92,22
18,003,Chimbas,00039,000456,353,26,NA,120,114,23
18,003,Chimbas,00039,000457,349,19,NA,148,100,17
18,003,Chimbas,00039,000458,346,18,NA,138,98,27
18,003,Chimbas,00039,000459,347,20,NA,139,103,18
18,003,Chimbas,00039,000460,347,19,NA,164,93,8
18,003,Chimbas,00039,000461,349,17,NA,152,90,29
18,003,Chimbas,00039,000462,346,17,NA,160,84,30
18,003,Chimbas,00039,000463,343,21,NA,151,98,26
18,003,Chimbas,00039,000464,352,18,NA,188,85,13
18,003,Chimbas,00039,000465,349,17,NA,134,113,18
18,003,Chimbas,00040,000466,355,15,NA,164,90,18
18,003,Chimbas,00040,000467,350,11,NA,186,57,17
18,003,Chimbas,00040,000468,349,24,NA,174,74,24
18,003,Chimbas,00040,000469,352,13,NA,158,89,18
18,003,Chimbas,00040,000470,352,14,NA,175,88,13
18,003,Chimbas,00040,000471,349,14,NA,161,80,24
18,003,Chimbas,00040,000472,348,14,NA,176,82,17
18,003,Chimbas,00040,000473,350,15,NA,186,72,19
18,003,Chimbas,00040,000474,349,14,NA,178,66,21
18,003,Chimbas,00040,000475,352,19,NA,165,82,19
18,003,Chimbas,00040,000476,352,15,NA,172,87,21
18,003,Chimbas,00040,000477,352,25,NA,180,76,19
18,003,Chimbas,00040,000478,357,17,NA,165,83,27
18,003,Chimbas,00040,000479,350,15,NA,181,73,18
18,003,Chimbas,00040,000480,350,22,NA,181,72,9
18,003,Chimbas,00040,000481,347,16,NA,165,78,20
18,003,Chimbas,00040,000482,351,17,NA,160,88,19
18,003,Chimbas,00040,000483,347,17,NA,175,64,17
18,003,Chimbas,00040,000484,348,8,NA,172,77,23
18,003,Chimbas,00040,000485,349,20,NA,163,73,23
18,003,Chimbas,00040,000486,350,11,NA,166,70,33
18,003,Chimbas,00040,000487,350,19,NA,186,73,13
18,003,Chimbas,00040,000488,353,22,NA,164,66,19
18,003,Chimbas,00040,000489,350,14,NA,168,89,22
18,003,Chimbas,00040,000490,356,8,NA,188,79,25
