codprov,coddepto,depto,circuito,mesa,electores,blancos,nulos,00007,00055,00056,00008,00005,00009,00001,00002,00003,00057,00004,00006
01,004,Comuna 4,00052,001703,347,18,2,0,1,3,11,135,76,22,1,2,0,8,0
01,004,Comuna 4,00052,001704,349,20,7,1,1,0,6,108,90,18,3,2,0,6,0
01,004,Comuna 4,00052,001705,346,23,3,2,2,1,12,116,88,17,2,3,1,12,0
01,004,Comuna 4,00052,001706,348,15,0,0,2,0,11,111,91,18,3,8,2,4,3
01,004,Comuna 4,00052,001707,347,3,2,1,1,0,18,136,86,7,0,1,0,7,0
01,004,Comuna 4,00052,001708,347,22,1,4,0,0,11,118,84,19,3,3,0,9,0
01,004,Comuna 4,00052,001709,346,18,2,2,2,1,6,106,96,15,3,1,0,3,0
01,004,Comuna 4,00052,001710,347,18,2,2,1,1,9,119,78,13,3,1,1,4,0
01,004,Comuna 4,00052,001711,348,21,0,1,0,0,14,112,76,11,4,0,0,4,1
01,004,Comuna 4,00052,001712,345,15,3,4,0,1,4,116,80,12,4,4,1,11,1
01,004,Comuna 4,00052,001713,344,28,5,3,3,0,15,112,79,8,0,0,1,4,0
01,004,Comuna 4,00052,001714,346,20,4,5,1,2,6,102,91,16,3,2,0,7,0
01,004,Comuna 4,00052,001715,346,21,3,0,0,3,15,78,87,14,6,5,2,5,0
01,004,Comuna 4,00052,001716,347,10,3,0,3,0,13,118,90,15,4,2,0,6,0
01,004,Comuna 4,00052,001717,346,44,2,5,0,0,7,102,75,12,1,0,1,3,0
01,004,Comuna 4,00052,001718,345,16,3,2,1,0,9,141,78,14,0,1,0,3,1
01,004,Comuna 4,00052,001719,348,21,4,2,0,1,14,122,77,12,1,1,2,13,0
01,004,Comuna 4,00052,001720,345,17,2,3,0,0,9,112,83,9,2,1,3,5,0
01,004,Comuna 4,00052,001721,346,19,5,3,2,0,11,93,100,14,2,4,1,8,1
01,004,Comuna 4,00052,001722,344,19,1,1,1,1,7,116,75,12,1,2,0,4,0
01,004,Comuna 4,00052,001723,345,23,3,0,2,0,10,117,75,14,4,5,1,8,2
01,004,Comuna 4,00052,001724,346,11,1,2,2,3,13,118,81,10,0,3,1,9,0
01,004,Comuna 4,00052,001725,349,30,1,2,1,0,14,125,71,12,0,2,1,4,1
01,004,Comuna 4,00052,001726,343,26,3,4,0,1,13,129,76,14,6,2,0,2,1
01,004,Comuna 4,00052,001727,346,13,6,0,1,0,14,101,84,31,1,1,0,5,0
01,004,Comuna 4,00052,001728,347,25,2,4,0,1,9,121,87,8,1,3,0,6,0
01,004,Comuna 4,00052,001729,347,28,2,0,3,2,9,116,88,14,0,2,1,7,0
01,004,Comuna 4,00052,001730,346,10,2,2,0,1,16,104,75,19,2,2,1,6,1
01,004,Comuna 4,00052,001731,346,25,4,2,1,1,12,103,80,16,4,1,1,5,2
01,004,Comuna 4,00052,001732,348,15,4,2,1,1,13,100,99,8,5,4,1,13,2
01,004,Comuna 4,00053,001733,350,30,10,2,1,2,12,115,80,16,4,3,0,3,1
01,004,Comuna 4,00053,001734,349,25,5,1,1,1,8,109,80,12,1,2,0,10,2
01,004,Comuna 4,00053,001735,351,14,2,2,0,1,8,128,75,15,13,2,0,5,0
01,004,Comuna 4,00053,001736,349,30,2,0,2,0,11,108,91,14,3,2,2,5,0
01,004,Comuna 4,00053,001737,350,24,0,2,1,2,7,115,78,18,3,3,0,5,0
01,004,Comuna 4,00053,001738,350,27,3,4,0,0,10,100,84,19,1,4,3,6,0
01,004,Comuna 4,00053,001739,350,19,2,1,0,2,11,111,83,11,2,2,2,6,1
01,004,Comuna 4,00053,001740,352,40,0,3,4,1,14,130,78,10,1,0,0,4,0
01,004,Comuna 4,00053,001741,349,24,3,3,1,0,12,104,75,19,2,2,3,3,0
01,004,Comuna 4,00053,001742,348,14,5,1,0,1,11,118,83,15,0,3,0,6,0
01,004,Comuna 4,00053,001743,348,8,6,5,1,1,7,90,91,34,0,3,0,4,0
01,004,Comuna 4,00053,001744,349,20,4,2,1,1,8,93,112,13,3,0,0,8,1
01,004,Comuna 4,00053,001745,351,28,1,2,1,1,12,115,76,10,1,2,0,5,0
01,004,Comuna 4,00053,001746,350,30,2,0,0,0,7,128,71,16,2,0,1,7,0
01,004,Comuna 4,00053,001747,351,17,2,4,0,0,8,111,85,18,2,3,1,1,0
01,004,Comuna 4,00053,001748,345,23,0,3,0,0,14,117,73,11,1,1,0,9,0
01,004,Comuna 4,00053,001749,350,21,4,0,0,0,5,130,78,8,0,5,0,7,1
01,004,Comuna 4,00053,001750,349,21,2,0,0,1,13,120,75,20,3,2,0,4,0
01,004,Comuna 4,00053,001751,349,23,1,1,2,2,5,126,70,13,1,6,0,11,0
01,004,Comuna 4,00053,001752,349,31,1,1,0,1,4,112,79,16,1,0,0,7,0
01,004,Comuna 4,00053,001753,350,26,0,0,0,0,13,116,81,17,4,2,0,7,0
01,004,Comuna 4,00053,001754,347,18,1,4,1,2,10,109,79,19,3,4,0,1,0
01,004,Comuna 4,00053,001755,348,25,4,2,1,1,7,92,88,7,1,5,0,8,0
01,004,Comuna 4,00053,001756,350,23,4,1,1,0,8,106,78,17,0,5,1,3,2
01,004,Comuna 4,00053,001757,353,18,3,3,0,0,9,113,93,9,4,5,1,5,0
01,004,Comuna 4,00053,001758,348,27,1,3,1,1,17,112,80,12,0,2,1,7,3
01,004,Comuna 4,00053,001759,351,16,1,2,0,2,4,124,75,17,3,2,1,11,1
01,004,Comuna 4,00053,001760,348,29,2,2,0,2,10,117,75,13,5,5,0,5,0
01,004,Comuna 4,00053,001761,349,8,2,2,0,0,9,91,100,20,0,1,0,10,1
01,004,Comuna 4,00053,001762,349,7,3,1,0,1,13,108,76,23,3,2,0,4,0
01,004,Comuna 4,00053,001763,350,20,1,4,2,0,12,114,87,27,6,4,0,0,0
01,004,Comuna 4,00053,001764,347,26,5,3,2,0,10,112,84,15,1,1,0,4,1
01,004,Comuna 4,00053,001765,350,15,8,1,1,0,13,128,64,16,3,1,1,9,0
01,004,Comuna 4,00053,001766,348,21,0,5,1,2,13,108,79,9,4,2,1,5,1
01,004,Comuna 4,00053,001767,349,24,0,2,1,1,12,109,89,12,3,1,1,9,3
01,004,Comuna 4,00053,001768,346,21,5,3,1,0,6,120,80,18,4,4,0,8,2
01,004,Comuna 4,00053,001769,348,19,4,5,0,1,4,117,80,11,3,6,0,7,0
01,004,Comuna 4,00053,001770,350,31,0,0,0,0,11,104,78,15,5,6,1,3,1
01,004,Comuna 4,00053,001771,348,4,2,2,1,2,23,103,82,20,1,3,3,12,2
01,004,Comuna 4,00053,001772,347,6,12,5,0,1,12,116,82,13,2,0,1,6,0
01,004,Comuna 4,00053,001773,348,10,0,3,0,1,8,134,60,20,2,3,1,7,0
01,004,Comuna 4,00054,001774,349,27,1,1,1,2,15,94,88,18,1,1,0,15,1
01,004,Comuna 4,00054,001775,349,22,2,0,1,0,5,106,94,17,3,2,2,7,0
01,004,Comuna 4,00054,001776,349,11,1,2,2,0,14,102,104,14,5,3,1,3,0
01,004,Comuna 4,00054,001777,350,12,6,4,2,1,13,93,111,23,2,4,0,5,2
01,004,Comuna 4,00054,001778,346,13,6,2,0,3,14,103,103,23,2,0,0,6,0
01,004,Comuna 4,00054,001779,349,13,0,1,1,1,12,91,119,22,2,1,0,5,1
01,004,Comuna 4,00054,001780,348,20,5,2,4,2,9,97,102,18,5,5,0,8,0
01,004,Comuna 4,00054,001781,348,12,2,0,1,0,17,102,115,15,3,4,1,6,1
01,004,Comuna 4,00054,001782,348,10,3,0,1,1,11,98,109,24,1,3,3,6,1
01,004,Comuna 4,00054,001783,350,11,2,3,2,0,16,110,96,14,5,4,1,4,2
01,004,Comuna 4,00054,001784,349,13,1,0,0,0,14,115,95,25,3,1,0,2,0
01,004,Comuna 4,00054,001785,350,14,4,2,0,1,10,79,122,20,1,4,0,6,0
01,004,Comuna 4,00054,001786,349,15,3,1,1,1,9,110,107,14,0,0,0,8,1
01,004,Comuna 4,00054,001787,348,13,1,3,0,1,8,95,104,13,5,4,0,8,1
01,004,Comuna 4,00054,001788,349,11,3,5,0,3,5,91,106,23,6,2,0,9,0
01,004,Comuna 4,00054,001789,348,20,2,1,0,0,12,111,86,17,0,1,0,4,0
01,004,Comuna 4,00054,001790,349,14,2,1,0,0,12,115,101,20,2,0,0,6,0
01,004,Comuna 4,00054,001791,349,26,1,3,2,0,18,92,97,22,2,2,0,5,0
01,004,Comuna 4,00054,001792,345,9,2,2,0,2,9,100,97,26,1,5,1,12,0
01,004,Comuna 4,00054,001793,350,15,2,2,1,0,15,97,107,13,4,3,0,8,0
01,004,Comuna 4,00054,001794,348,19,1,0,1,1,9,109,85,22,1,4,0,8,0
01,004,Comuna 4,00054,001795,357,21,2,3,2,1,13,114,67,24,6,1,1,6,0
01,004,Comuna 4,00054,001796,349,12,2,5,1,0,13,103,112,21,2,2,0,5,0
01,004,Comuna 4,00054,001797,352,17,1,2,1,1,14,81,117,12,7,6,0,5,0
01,004,Comuna 4,00054,001798,346,14,4,2,3,0,14,99,109,16,3,4,0,5,0
01,004,Comuna 4,00054,001799,349,13,0,1,1,0,16,94,100,23,2,2,0,14,0
01,004,Comuna 4,00054,001800,346,15,0,2,2,0,15,112,89,25,1,1,0,10,1
01,004,Comuna 4,00054,001801,348,8,3,2,0,1,19,94,102,23,5,1,1,9,0
01,004,Comuna 4,00054,001802,350,27,3,1,0,1,14,94,114,21,0,0,3,12,4
01,004,Comuna 4,00054,001803,349,17,5,2,0,0,18,83,86,18,3,1,1,11,1
01,004,Comuna 4,00054,001804,349,14,3,3,0,1,14,102,88,21,4,0,0,4,0
01,004,Comuna 4,00054,001805,349,13,5,1,1,1,17,95,102,18,2,3,0,8,0
01,004,Comuna 4,00054,001806,348,11,1,3,0,0,16,106,110,13,2,3,0,5,0
01,004,Comuna 4,00054,001807,345,14,2,1,2,0,13,95,108,11,2,1,0,7,0
01,004,Comuna 4,00054,001808,349,19,0,3,0,1,13,115,96,16,3,1,0,6,1
01,004,Comuna 4,00054,001809,351,13,6,5,0,1,10,95,95,18,4,2,1,4,1
01,004,Comuna 4,00054,001810,346,16,3,2,0,1,11,106,97,24,7,3,0,5,3
01,004,Comuna 4,00054,001811,349,18,2,3,1,1,14,117,107,9,8,1,0,7,0
01,004,Comuna 4,00054,001812,348,12,4,3,0,1,14,90,106,19,5,2,0,11,1
01,004,Comuna 4,00054,001813,347,10,2,2,1,0,11,105,103,8,5,4,0,6,1
01,004,Comuna 4,00054,001814,346,13,0,4,0,0,19,116,83,16,4,2,2,5,1
01,004,Comuna 4,00054,001815,348,19,2,2,0,0,5,122,99,14,0,3,0,4,1
01,004,Comuna 4,00054,001816,349,17,2,3,2,0,9,102,115,18,2,3,0,8,1
01,004,Comuna 4,00055,001817,339,19,2,2,0,0,11,117,87,16,3,1,1,4,0
01,004,Comuna 4,00055,001818,340,13,2,5,0,0,11,110,81,23,2,3,1,10,1
01,004,Comuna 4,00055,001819,334,9,4,3,0,0,11,115,77,26,2,1,0,9,0
01,004,Comuna 4,00055,001820,338,14,5,3,2,0,15,109,79,30,4,1,2,2,0
01,004,Comuna 4,00055,001821,340,13,4,0,0,2,12,112,82,17,2,0,1,8,1
01,004,Comuna 4,00055,001822,339,12,5,1,2,0,14,120,70,19,2,1,0,7,0
01,004,Comuna 4,00055,001823,336,12,3,2,0,1,9,120,89,19,1,0,0,7,0
01,004,Comuna 4,00055,001824,337,15,1,3,0,0,10,102,92,15,2,2,1,6,0
01,004,Comuna 4,00055,001825,336,6,3,4,1,0,14,116,74,30,3,2,1,5,1
01,004,Comuna 4,00055,001826,338,8,1,4,0,3,12,121,89,17,1,2,1,7,2
01,004,Comuna 4,00055,001827,341,21,2,4,0,1,16,115,82,18,4,3,0,2,0
01,004,Comuna 4,00055,001828,339,14,1,1,1,1,13,97,97,22,1,1,0,4,0
01,004,Comuna 4,00055,001829,338,11,3,2,1,0,13,115,84,14,2,4,1,10,0
01,004,Comuna 4,00055,001830,337,30,7,2,1,0,13,111,85,18,1,0,0,9,0
01,004,Comuna 4,00055,001831,337,21,2,2,1,2,10,112,75,24,1,4,2,7,0
01,004,Comuna 4,00055,001832,339,23,4,2,0,4,15,96,75,17,1,1,2,14,0
01,004,Comuna 4,00055,001833,338,13,1,2,4,1,8,102,80,21,4,1,0,12,0
01,004,Comuna 4,00055,001834,337,14,2,2,0,0,8,115,86,28,2,1,0,9,0
01,004,Comuna 4,00055,001835,338,13,2,4,2,1,9,118,85,22,3,1,0,6,0
01,004,Comuna 4,00055,001836,337,16,3,5,0,0,6,123,82,25,2,0,0,7,0
01,004,Comuna 4,00055,001837,340,20,0,3,0,0,11,124,68,29,3,0,0,9,0
01,004,Comuna 4,00055,001838,339,20,6,1,1,0,11,122,72,15,2,1,0,10,0
01,004,Comuna 4,00055,001839,337,7,9,1,4,0,11,113,80,18,4,2,1,4,1
01,004,Comuna 4,00055,001840,338,15,7,3,0,5,15,108,82,18,4,1,3,10,0
01,004,Comuna 4,00055,001841,334,16,2,4,1,0,12,119,78,17,3,2,0,2,1
01,004,Comuna 4,00055,001842,337,17,2,6,1,1,11,142,73,8,4,0,0,3,1
01,004,Comuna 4,00055,001843,338,23,2,0,2,2,9,88,97,22,0,0,1,5,0
01,004,Comuna 4,00055,001844,340,16,5,3,0,0,11,122,80,14,2,0,0,6,1
01,004,Comuna 4,00055,001845,342,21,8,2,1,0,10,104,99,9,3,1,2,9,0
01,004,Comuna 4,00056,001846,343,23,5,2,1,3,13,110,80,21,0,3,0,6,2
01,004,Comuna 4,00056,001847,345,18,1,2,0,1,9,115,95,17,4,1,0,4,0
01,004,Comuna 4,00056,001848,344,14,3,2,2,0,9,120,79,27,1,1,0,10,0
01,004,Comuna 4,00056,001849,345,22,4,2,1,0,6,122,80,25,1,2,1,4,0
01,004,Comuna 4,00056,001850,343,11,1,3,0,1,13,113,82,21,4,1,0,10,0
01,004,Comuna 4,00056,001851,342,12,5,0,0,0,15,132,77,14,1,1,0,6,1
01,004,Comuna 4,00056,001852,345,20,2,1,1,0,10,106,92,24,5,1,0,13,1
01,004,Comuna 4,00056,001853,343,18,1,4,1,2,11,117,89,17,0,0,0,12,1
01,004,Comuna 4,00056,001854,343,2,1,6,3,1,8,129,81,17,1,0,1,11,1
01,004,Comuna 4,00056,001855,343,15,0,2,1,0,9,114,105,19,6,2,0,2,0
01,004,Comuna 4,00056,001856,342,18,3,5,1,1,14,106,91,27,3,2,0,4,0
01,004,Comuna 4,00056,001857,344,10,8,2,1,0,12,125,82,17,2,0,3,5,0
01,004,Comuna 4,00056,001858,346,15,3,7,3,0,16,109,73,21,3,1,0,4,0
01,004,Comuna 4,00056,001859,341,13,1,4,1,2,11,109,90,15,1,0,1,9,0
01,004,Comuna 4,00056,001860,344,16,3,4,0,2,10,109,86,17,0,1,0,13,0
01,004,Comuna 4,00056,001861,341,13,4,3,1,1,11,108,83,25,1,0,2,7,0
01,004,Comuna 4,00056,001862,345,15,4,1,2,1,16,102,81,22,2,1,1,8,0
01,004,Comuna 4,00056,001863,343,10,6,5,2,1,10,107,79,24,3,1,0,10,1
01,004,Comuna 4,00056,001864,339,18,1,3,1,0,9,105,80,25,2,2,0,8,0
01,004,Comuna 4,00056,001865,342,20,1,1,0,2,11,102,81,19,3,1,2,11,1
01,004,Comuna 4,00056,001866,344,21,0,4,6,2,6,120,64,20,2,4,0,0,1
01,004,Comuna 4,00056,001867,342,9,1,1,0,2,10,105,81,24,5,0,0,10,0
01,004,Comuna 4,00056,001868,338,15,4,0,0,1,19,113,74,24,3,4,0,4,0
01,004,Comuna 4,00056,001869,342,14,0,4,1,1,16,104,94,21,0,2,1,5,1
01,004,Comuna 4,00056,001870,341,17,2,1,0,0,11,117,90,18,0,1,0,9,1
01,004,Comuna 4,00056,001871,346,23,2,4,0,0,10,109,91,11,4,4,0,6,1
01,004,Comuna 4,00057,001872,347,17,1,4,3,0,17,104,91,16,3,3,1,5,0
01,004,Comuna 4,00057,001873,349,20,0,5,2,0,14,124,74,26,2,1,0,9,0
01,004,Comuna 4,00057,001874,349,16,0,2,0,2,13,98,108,20,2,3,1,9,0
01,004,Comuna 4,00057,001875,349,16,0,2,3,1,19,88,114,14,3,3,0,11,1
01,004,Comuna 4,00057,001876,345,16,3,4,1,2,11,112,88,23,1,1,0,10,0
01,004,Comuna 4,00057,001877,346,14,1,4,1,0,14,105,78,33,4,2,2,4,1
01,004,Comuna 4,00057,001878,350,17,1,6,0,0,13,96,100,31,2,3,0,5,0
01,004,Comuna 4,00057,001879,349,18,3,4,1,0,13,114,85,17,2,3,1,6,1
01,004,Comuna 4,00057,001880,350,18,2,4,1,1,14,103,97,22,3,2,0,8,0
01,004,Comuna 4,00057,001881,346,16,3,5,3,0,13,100,95,21,1,1,1,14,0
01,004,Comuna 4,00057,001882,350,16,6,0,0,2,12,118,92,19,1,3,1,9,0
01,004,Comuna 4,00057,001883,349,15,0,2,1,1,14,97,102,22,3,0,0,6,1
01,004,Comuna 4,00057,001884,356,14,1,3,1,0,9,104,96,20,4,3,0,13,0
01,004,Comuna 4,00057,001885,348,12,5,8,3,1,10,103,94,18,3,2,0,10,0
01,004,Comuna 4,00057,001886,350,9,1,5,1,1,14,93,105,29,3,1,0,7,0
01,004,Comuna 4,00057,001887,349,13,1,6,0,1,9,98,101,25,5,1,0,11,0
01,004,Comuna 4,00057,001888,349,24,4,6,0,0,10,108,86,22,1,2,0,14,0
01,004,Comuna 4,00057,001889,349,16,2,5,0,0,9,113,95,19,2,0,0,5,0
01,004,Comuna 4,00057,001890,349,22,6,3,0,0,15,100,98,25,6,2,1,8,0
01,004,Comuna 4,00057,001891,349,11,3,7,0,1,10,92,99,21,4,1,1,10,0
01,004,Comuna 4,00057,001892,349,10,3,6,0,3,17,102,93,22,2,4,0,7,3
01,004,Comuna 4,00057,001893,350,22,3,2,2,0,18,100,90,30,2,3,0,8,0
01,004,Comuna 4,00057,001894,349,11,5,2,0,2,13,96,107,25,1,5,1,10,0
01,004,Comuna 4,00057,001895,350,22,3,3,1,1,13,115,84,16,4,1,2,11,0
01,004,Comuna 4,00057,001896,348,26,10,4,2,0,21,85,87,17,2,0,0,10,0
01,004,Comuna 4,00057,001897,348,27,1,1,2,0,10,93,85,26,2,2,0,0,1
01,004,Comuna 4,00057,001898,348,18,7,5,1,0,12,102,84,38,0,5,0,7,0
01,004,Comuna 4,00057,001899,347,17,1,1,1,0,13,95,92,34,5,3,0,9,0
01,004,Comuna 4,00057,001900,349,15,3,5,0,1,9,116,96,20,5,1,0,4,0
01,004,Comuna 4,00057,001901,350,22,5,8,2,0,23,89,97,20,2,1,0,2,0
01,004,Comuna 4,00057,001902,349,13,1,6,0,0,12,91,110,24,5,4,0,9,0
01,004,Comuna 4,00057,001903,348,7,6,4,2,1,11,114,96,20,2,1,0,11,0
01,004,Comuna 4,00057,001904,350,25,3,1,1,1,14,101,104,22,2,1,0,12,0
01,004,Comuna 4,00057,001905,349,22,4,2,0,0,11,106,94,24,7,4,0,4,0
01,004,Comuna 4,00057,001906,349,13,3,2,1,0,14,111,94,21,4,3,0,11,0
01,004,Comuna 4,00057,001907,349,20,9,3,0,0,10,110,89,21,3,0,0,7,0
01,004,Comuna 4,00057,001908,347,5,1,7,0,1,10,120,101,10,4,1,1,12,0
01,004,Comuna 4,00057,001909,350,11,0,4,1,0,7,136,91,21,2,1,0,6,1
01,004,Comuna 4,00057,001910,349,18,4,0,1,0,8,105,97,21,3,0,1,9,1
01,004,Comuna 4,00057,001911,348,19,0,4,0,1,14,93,92,27,2,0,2,8,0
01,004,Comuna 4,00057,001912,352,26,0,3,1,2,9,124,80,17,2,2,1,5,0
01,004,Comuna 4,00057,001913,349,17,2,3,4,0,8,114,85,27,2,1,2,10,0
01,004,Comuna 4,00057,001914,349,19,2,1,1,0,12,110,100,24,5,1,0,7,0
01,004,Comuna 4,00057,001915,349,18,0,1,1,3,11,107,92,17,2,2,1,7,0
01,004,Comuna 4,00057,001916,350,9,2,1,0,1,9,114,104,29,1,0,1,5,0
01,004,Comuna 4,00057,001917,350,12,0,1,1,0,3,108,107,27,0,2,0,9,0
01,004,Comuna 4,00057,001918,349,15,0,5,1,1,12,98,101,22,2,3,1,10,0
01,004,Comuna 4,00057,001919,347,17,1,4,1,0,9,103,100,18,6,2,1,6,0
01,004,Comuna 4,00057,001920,347,9,1,5,1,0,11,108,107,22,3,4,0,6,0
01,004,Comuna 4,00057,001921,348,25,3,2,1,0,8,80,110,23,2,2,1,15,1
01,004,Comuna 4,00057,001922,347,23,5,3,0,0,5,94,105,25,1,2,0,7,0
01,004,Comuna 4,00057,001923,349,15,1,2,0,2,22,96,89,24,3,3,0,10,0
01,004,Comuna 4,00057,001924,350,20,4,7,1,0,11,107,88,24,3,4,0,7,0
01,004,Comuna 4,00057,001925,351,17,2,4,0,1,15,104,103,19,3,0,0,11,0
01,005,Comuna 5,00058,001926,348,13,1,3,2,1,10,98,106,21,5,3,0,8,1
01,005,Comuna 5,00058,001927,349,16,3,3,0,2,15,122,81,24,3,2,0,6,1
01,005,Comuna 5,00058,001928,349,15,2,5,1,0,14,99,120,21,2,2,0,11,0
01,005,Comuna 5,00058,001929,349,7,3,4,0,0,15,112,114,20,4,2,0,10,0
01,005,Comuna 5,00058,001930,349,15,0,4,4,0,13,108,117,27,3,1,0,10,1
01,005,Comuna 5,00058,001931,354,10,4,6,2,0,8,102,109,26,4,2,0,6,1
01,005,Comuna 5,00058,001932,348,13,3,7,2,0,19,99,107,22,7,1,1,9,0
01,005,Comuna 5,00058,001933,350,12,11,6,3,2,15,110,100,25,3,1,0,6,0
01,005,Comuna 5,00058,001934,350,2,4,2,1,0,13,106,90,25,3,1,0,20,0
01,005,Comuna 5,00058,001935,347,18,5,4,0,1,11,113,93,33,0,1,0,6,0
01,005,Comuna 5,00058,001936,348,16,4,4,2,0,20,90,101,25,4,4,1,10,0
01,005,Comuna 5,00058,001937,351,9,2,2,2,0,14,114,101,22,3,1,1,7,0
01,005,Comuna 5,00058,001938,349,8,3,0,0,3,18,96,98,24,3,2,1,15,0
01,005,Comuna 5,00058,001939,350,9,7,1,0,2,17,107,107,31,3,2,0,10,0
01,005,Comuna 5,00058,001940,350,14,1,4,2,1,11,120,100,19,3,2,0,11,0
01,005,Comuna 5,00058,001941,350,10,1,3,1,0,13,106,104,16,2,0,0,0,4
01,005,Comuna 5,00058,001942,350,11,0,4,1,0,10,121,91,28,1,6,1,6,0
01,005,Comuna 5,00058,001943,348,13,1,6,0,1,16,98,100,29,3,1,0,13,0
01,005,Comuna 5,00058,001944,349,15,4,4,3,0,19,95,101,18,5,1,0,7,2
01,005,Comuna 5,00058,001945,351,10,0,8,2,0,17,102,100,23,0,4,0,9,4
01,005,Comuna 5,00058,001946,351,22,3,6,0,0,12,82,109,17,4,3,0,11,0
01,005,Comuna 5,00058,001947,351,14,4,3,1,2,21,122,86,23,1,1,0,6,0
01,005,Comuna 5,00058,001948,352,14,0,5,2,0,18,134,81,25,3,2,0,10,1
01,005,Comuna 5,00058,001949,349,12,7,6,1,0,15,107,90,18,6,0,0,12,0
01,005,Comuna 5,00058,001950,356,13,5,4,0,0,12,105,104,23,8,0,0,5,0
01,005,Comuna 5,00058,001951,349,15,0,3,1,0,17,92,90,33,5,5,0,11,1
01,005,Comuna 5,00058,001952,350,16,1,6,0,0,13,102,103,28,3,3,1,6,0
01,005,Comuna 5,00058,001953,349,15,4,1,1,1,16,104,84,19,6,1,0,9,0
01,005,Comuna 5,00058,001954,349,10,4,1,3,1,12,98,112,16,4,2,0,10,0
01,005,Comuna 5,00058,001955,351,10,2,2,1,1,18,110,97,18,6,0,0,14,1
01,005,Comuna 5,00058,001956,350,21,4,3,2,1,21,111,86,21,4,1,0,9,0
01,005,Comuna 5,00058,001957,351,11,5,1,0,1,15,105,98,31,2,3,0,14,1
01,005,Comuna 5,00058,001958,349,14,6,1,2,1,21,98,114,14,1,4,1,10,0
01,005,Comuna 5,00058,001959,350,9,1,8,1,0,16,109,101,25,3,2,0,10,0
01,005,Comuna 5,00058,001960,346,9,0,1,0,2,15,116,89,26,5,0,0,12,0
01,005,Comuna 5,00058,001961,348,14,7,3,0,1,7,108,98,32,4,1,1,13,0
01,005,Comuna 5,00058,001962,349,19,6,5,0,0,9,97,106,17,2,3,1,14,0
01,005,Comuna 5,00058,001963,348,16,2,1,1,1,9,120,105,27,1,3,0,6,0
01,005,Comuna 5,00058,001964,351,14,1,2,0,0,12,106,89,21,4,1,0,9,0
01,005,Comuna 5,00058,001965,349,15,3,5,1,2,8,95,120,16,4,1,0,7,0
01,005,Comuna 5,00058,001966,354,18,2,4,0,3,12,111,96,25,2,0,0,10,0
01,005,Comuna 5,00059,001967,346,9,0,2,1,0,14,110,103,17,6,0,0,1,1
01,005,Comuna 5,00059,001968,345,11,4,1,1,0,15,108,98,26,0,3,0,8,1
01,005,Comuna 5,00059,001969,344,18,0,3,0,1,12,113,96,15,1,4,0,6,0
01,005,Comuna 5,00059,001970,345,9,4,4,1,0,25,103,94,19,4,1,0,10,0
01,005,Comuna 5,00059,001971,346,8,3,6,1,0,22,104,95,14,2,1,0,15,1
01,005,Comuna 5,00059,001972,345,11,4,3,2,0,15,78,115,25,2,3,0,10,2
01,005,Comuna 5,00059,001973,346,10,4,4,1,0,13,108,84,23,5,3,2,17,0
01,005,Comuna 5,00059,001974,347,10,0,5,0,0,15,93,96,22,5,3,0,3,0
01,005,Comuna 5,00059,001975,348,9,2,2,0,1,15,101,107,22,3,1,0,10,1
01,005,Comuna 5,00059,001976,345,3,3,5,1,0,22,103,92,24,5,4,0,9,1
01,005,Comuna 5,00059,001977,345,11,6,7,0,0,8,107,97,20,4,3,1,4,0
01,005,Comuna 5,00059,001978,345,15,2,2,1,1,11,103,104,27,2,2,0,7,0
01,005,Comuna 5,00059,001979,348,24,0,5,1,0,10,129,79,15,0,1,0,7,0
01,005,Comuna 5,00059,001980,345,11,1,1,1,1,16,96,103,27,2,4,0,5,0
01,005,Comuna 5,00059,001981,346,7,5,1,0,0,15,91,123,23,4,1,0,12,0
01,005,Comuna 5,00059,001982,343,5,2,3,0,2,11,106,89,28,2,2,0,8,1
01,005,Comuna 5,00059,001983,347,12,3,4,0,0,17,113,92,24,2,0,0,5,1
01,005,Comuna 5,00059,001984,348,14,4,1,0,1,22,116,87,26,1,0,0,8,2
01,005,Comuna 5,00059,001985,347,9,3,4,0,1,13,109,98,23,2,3,0,5,0
01,005,Comuna 5,00059,001986,345,13,2,3,1,1,14,106,96,20,3,1,0,8,1
01,005,Comuna 5,00059,001987,347,9,2,2,2,0,16,101,114,26,4,2,1,7,0
01,005,Comuna 5,00059,001988,345,20,3,3,0,1,21,108,84,27,5,0,0,6,0
01,005,Comuna 5,00059,001989,345,9,2,3,0,1,11,105,104,16,2,1,2,10,0
01,005,Comuna 5,00059,001990,346,14,2,3,1,0,18,108,99,26,1,4,0,8,1
01,005,Comuna 5,00059,001991,346,28,0,1,0,1,16,106,97,22,0,5,1,11,0
01,005,Comuna 5,00059,001992,346,13,0,2,0,0,15,119,107,22,0,2,0,4,0
01,005,Comuna 5,00059,001993,345,21,4,6,1,0,9,108,83,15,3,1,0,11,0
01,005,Comuna 5,00059,001994,345,11,6,4,1,1,16,94,98,27,1,1,0,12,2
01,005,Comuna 5,00059,001995,345,8,6,4,0,2,10,111,101,17,3,1,0,13,1
01,005,Comuna 5,00059,001996,348,19,3,4,1,0,8,102,97,23,2,3,0,12,0
01,005,Comuna 5,00059,001997,344,12,3,5,0,0,18,109,99,15,5,1,0,5,1
01,005,Comuna 5,00059,001998,345,5,1,6,0,0,18,105,109,21,3,2,0,10,1
