codprov,coddepto,depto,circuito,mesa,electores,blancos,nulos,00007,00055,00056,00008,00005,00009,00001,00002,00003,00057,00004,00006
01,012,Comuna 12,00130,005510,349,18,0,3,0,0,9,64,134,24,1,5,0,13,0
01,012,Comuna 12,00130,005511,347,11,2,2,1,0,7,82,140,24,1,2,0,7,1
01,012,Comuna 12,00130,005512,351,14,3,1,2,0,13,98,118,22,0,0,0,10,0
01,012,Comuna 12,00130,005513,350,7,1,5,0,0,14,98,132,16,2,2,1,5,1
01,012,Comuna 12,00130,005514,349,17,2,4,0,0,15,78,128,22,2,1,1,4,0
01,012,Comuna 12,00130,005515,349,8,2,3,0,1,8,89,136,14,4,0,0,11,0
01,012,Comuna 12,00130,005516,350,9,3,2,0,0,19,67,140,19,2,1,0,8,0
01,012,Comuna 12,00130,005517,348,16,0,6,0,2,11,68,130,19,7,1,0,7,0
01,012,Comuna 12,00130,005518,349,5,2,4,1,2,9,82,138,26,1,0,0,11,0
01,012,Comuna 12,00130,005519,347,6,3,7,2,0,16,84,113,23,3,1,0,11,0
01,012,Comuna 12,00130,005520,349,11,2,6,1,0,7,72,135,30,5,1,0,11,0
01,012,Comuna 12,00130,005521,348,11,2,8,0,0,18,72,128,21,4,3,0,11,0
01,012,Comuna 12,00130,005522,349,22,2,5,0,1,12,93,110,22,4,5,0,0,0
01,012,Comuna 12,00130,005523,348,8,6,2,1,0,14,80,123,22,2,0,0,13,0
01,012,Comuna 12,00130,005524,344,9,2,5,1,1,13,66,129,22,4,2,0,13,1
01,012,Comuna 12,00130,005525,348,11,0,5,0,0,9,89,147,16,0,2,0,6,0
01,012,Comuna 12,00130,005526,348,15,0,5,0,1,14,63,137,19,1,0,0,12,0
01,012,Comuna 12,00130,005527,347,14,0,2,2,0,12,86,124,18,2,2,0,6,0
01,012,Comuna 12,00130,005528,354,12,7,2,0,1,13,81,133,20,5,1,0,9,1
01,012,Comuna 12,00130,005529,348,8,0,2,0,0,7,54,142,31,2,1,0,16,2
01,012,Comuna 12,00130,005530,351,8,3,1,0,1,12,79,124,26,7,5,0,12,0
01,012,Comuna 12,00130,005531,348,7,3,7,1,0,10,85,123,12,1,0,0,15,0
01,012,Comuna 12,00130,005532,347,13,4,3,2,0,8,79,122,22,3,0,1,15,0
01,012,Comuna 12,00130,005533,349,2,2,0,2,0,15,136,101,7,3,2,0,5,0
01,012,Comuna 12,00130,005534,347,5,4,4,2,0,11,53,146,24,5,4,0,11,1
01,012,Comuna 12,00130,005535,353,12,4,3,1,2,7,63,149,20,2,2,1,14,0
01,012,Comuna 12,00130,005536,346,11,1,2,1,0,7,85,127,23,2,1,0,10,0
01,012,Comuna 12,00130,005537,345,5,2,4,0,1,12,79,127,21,3,0,0,7,0
01,012,Comuna 12,00130,005538,348,5,5,4,0,1,16,75,129,15,3,1,0,8,0
01,012,Comuna 12,00130,005539,346,10,7,5,2,1,7,76,126,17,3,1,1,7,0
01,012,Comuna 12,00130,005540,347,13,2,5,0,1,13,67,124,24,3,2,0,18,0
01,012,Comuna 12,00130,005541,348,4,1,4,0,0,16,75,126,16,1,2,0,14,1
01,012,Comuna 12,00130,005542,350,5,1,3,0,0,14,82,139,14,2,1,0,8,0
01,012,Comuna 12,00131,005543,333,8,4,4,0,0,9,69,119,24,3,3,1,9,0
01,012,Comuna 12,00131,005544,334,6,2,5,0,0,15,80,129,17,0,3,0,5,0
01,012,Comuna 12,00131,005545,335,10,4,3,0,0,12,87,120,20,2,3,0,10,0
01,012,Comuna 12,00131,005546,332,7,1,4,1,2,10,72,112,20,5,7,0,10,0
01,012,Comuna 12,00131,005547,334,10,2,3,0,0,13,83,103,21,3,2,0,8,0
01,012,Comuna 12,00131,005548,336,12,2,3,1,0,11,79,120,32,2,5,0,10,0
01,012,Comuna 12,00131,005549,334,12,4,2,0,0,8,81,134,28,1,1,0,7,0
01,012,Comuna 12,00131,005550,335,17,3,3,0,0,14,84,103,30,2,0,3,11,0
01,012,Comuna 12,00131,005551,334,13,4,2,0,1,12,60,155,7,0,0,1,12,1
01,012,Comuna 12,00131,005552,337,19,0,6,2,0,14,76,122,19,0,1,0,4,0
01,012,Comuna 12,00131,005553,334,8,2,6,1,1,11,69,128,27,8,4,0,14,0
01,012,Comuna 12,00131,005554,334,14,2,6,0,1,13,84,131,14,1,0,0,6,0
01,012,Comuna 12,00131,005555,333,10,4,2,0,0,13,75,123,25,2,4,1,12,1
01,012,Comuna 12,00131,005556,335,9,2,4,2,0,18,73,121,23,1,0,0,9,0
01,012,Comuna 12,00131,005557,334,3,3,7,3,0,9,72,127,32,2,1,0,13,1
01,012,Comuna 12,00131,005558,334,6,3,3,2,1,17,79,112,25,8,1,1,10,0
01,012,Comuna 12,00131,005559,335,10,2,6,0,2,13,73,107,29,4,3,0,8,1
01,012,Comuna 12,00132,005560,344,6,3,2,0,1,12,99,112,23,2,1,0,5,2
01,012,Comuna 12,00132,005561,343,18,3,3,0,0,10,102,118,10,1,2,0,9,1
01,012,Comuna 12,00132,005562,344,10,2,3,0,1,16,90,112,15,1,3,0,12,0
01,012,Comuna 12,00132,005563,344,14,1,3,0,1,11,70,135,24,0,0,0,8,0
01,012,Comuna 12,00132,005564,345,13,8,4,1,1,8,88,108,26,5,3,0,5,1
01,012,Comuna 12,00132,005565,345,10,6,2,1,0,13,100,107,15,1,3,2,8,0
01,012,Comuna 12,00132,005566,345,17,4,2,1,0,13,80,128,16,2,3,0,13,0
01,012,Comuna 12,00132,005567,343,3,5,6,0,0,13,79,127,16,4,2,0,8,0
01,012,Comuna 12,00132,005568,345,7,2,4,0,0,13,89,138,12,2,3,0,11,0
01,012,Comuna 12,00132,005569,345,8,4,5,0,1,16,87,116,22,1,2,0,9,0
01,012,Comuna 12,00132,005570,344,10,0,3,0,0,15,94,120,23,2,3,0,15,0
01,012,Comuna 12,00132,005571,343,13,3,3,0,0,13,100,115,18,2,1,1,14,1
01,012,Comuna 12,00132,005572,344,7,0,3,0,0,16,90,125,16,2,0,0,12,1
01,012,Comuna 12,00132,005573,343,31,0,2,0,0,16,86,109,0,2,3,0,15,0
01,012,Comuna 12,00132,005574,346,9,3,5,0,0,14,81,122,18,2,1,0,7,0
01,012,Comuna 12,00132,005575,343,13,4,2,0,0,18,73,137,18,3,4,0,15,0
01,012,Comuna 12,00132,005576,342,10,2,3,0,2,15,95,114,25,2,1,1,6,0
01,012,Comuna 12,00132,005577,343,12,6,2,3,0,17,78,112,29,5,3,0,14,0
01,012,Comuna 12,00132,005578,346,11,2,2,1,0,13,104,110,12,2,2,1,12,0
01,012,Comuna 12,00132,005579,344,11,0,5,1,2,18,90,120,21,2,0,0,5,1
01,012,Comuna 12,00132,005580,343,10,5,1,2,0,14,88,131,24,3,4,0,5,0
01,012,Comuna 12,00132,005581,343,17,1,5,1,0,13,80,121,22,2,1,0,15,0
01,012,Comuna 12,00132,005582,343,14,0,1,0,0,10,81,140,21,4,5,0,8,0
01,012,Comuna 12,00132,005583,343,13,0,4,1,0,13,81,109,21,2,3,0,5,0
01,012,Comuna 12,00132,005584,341,11,3,1,2,1,7,90,114,22,3,0,0,10,0
01,012,Comuna 12,00132,005585,344,17,1,4,1,0,13,85,110,28,2,1,1,10,0
01,012,Comuna 12,00132,005586,340,9,2,4,0,0,11,91,117,19,4,4,1,16,0
01,012,Comuna 12,00132,005587,341,15,4,5,1,0,10,70,118,30,1,6,0,5,0
01,012,Comuna 12,00132,005588,344,13,3,6,1,1,10,75,136,23,2,3,0,9,0
01,012,Comuna 12,00132,005589,346,11,7,5,0,1,11,63,130,24,3,3,0,14,2
01,012,Comuna 12,00132,005590,344,12,3,5,1,1,7,89,113,20,1,4,0,6,0
01,012,Comuna 12,00132,005591,344,14,5,4,1,0,11,89,111,25,1,3,0,7,0
01,012,Comuna 12,00132,005592,346,17,1,1,1,0,11,102,98,24,0,0,0,11,1
01,012,Comuna 12,00132,005593,344,14,8,3,0,0,11,82,114,22,1,3,0,13,0
01,012,Comuna 12,00132,005594,341,10,1,2,0,0,13,80,119,22,3,2,0,5,0
01,012,Comuna 12,00132,005595,344,13,8,2,1,0,21,84,102,17,1,3,0,10,0
01,012,Comuna 12,00132,005596,344,12,2,2,2,1,16,90,115,23,2,2,0,12,0
01,012,Comuna 12,00132,005597,342,13,0,3,0,0,10,101,107,22,4,0,0,3,0
01,012,Comuna 12,00132,005598,343,9,7,2,0,2,10,86,112,21,2,1,0,14,0
01,012,Comuna 12,00132,005599,349,8,1,5,0,0,8,81,131,24,3,0,0,6,0
01,012,Comuna 12,00132,005600,343,12,2,3,3,1,9,84,109,22,1,3,0,14,0
01,012,Comuna 12,00132,005601,344,7,4,3,0,0,10,97,114,28,5,1,0,11,0
01,012,Comuna 12,00132,005602,344,12,9,1,1,1,2,80,128,24,0,0,0,9,1
01,012,Comuna 12,00132,005603,344,12,0,2,2,1,14,78,120,37,2,3,0,8,0
01,012,Comuna 12,00132,005604,347,18,0,6,0,1,12,78,118,22,3,3,0,9,0
01,012,Comuna 12,00132,005605,343,5,2,4,0,0,13,72,127,28,3,0,1,11,1
01,012,Comuna 12,00132,005606,343,10,3,1,0,0,9,87,115,27,4,2,0,14,0
01,012,Comuna 12,00132,005607,344,11,1,2,2,0,5,76,121,28,2,2,0,15,0
01,012,Comuna 12,00132,005608,344,8,1,1,1,0,15,99,103,14,0,3,0,9,0
01,012,Comuna 12,00132,005609,343,10,3,3,0,0,4,87,130,32,1,0,0,5,0
01,012,Comuna 12,00132,005610,345,18,3,1,0,0,7,96,122,21,2,2,0,10,0
01,012,Comuna 12,00132,005611,345,8,6,5,1,1,10,92,108,24,2,2,0,9,0
01,012,Comuna 12,00132,005612,342,11,2,3,0,0,13,89,132,22,1,2,0,5,0
01,012,Comuna 12,00132,005613,345,12,0,4,1,2,13,74,129,33,4,1,0,3,0
01,012,Comuna 12,00132,005614,344,5,6,2,2,0,15,73,142,16,2,2,0,4,0
01,012,Comuna 12,00132,005615,342,8,3,5,1,0,18,86,109,20,2,1,0,10,0
01,012,Comuna 12,00132,005616,344,13,5,1,0,0,9,74,149,18,0,4,1,11,0
01,012,Comuna 12,00132,005617,346,15,1,3,0,0,17,94,109,21,1,1,0,3,0
01,012,Comuna 12,00132,005618,345,12,6,3,0,1,11,93,112,24,4,1,1,6,0
01,012,Comuna 12,00132,005619,346,13,3,4,1,3,13,76,128,21,4,0,0,8,0
01,012,Comuna 12,00133,005620,344,5,2,5,0,0,11,89,122,18,5,3,0,11,0
01,012,Comuna 12,00133,005621,344,8,5,1,1,1,11,90,129,25,4,3,0,8,0
01,012,Comuna 12,00133,005622,345,5,7,4,0,0,9,77,127,31,6,2,0,9,0
01,012,Comuna 12,00133,005623,344,10,4,3,1,0,16,74,136,26,6,2,0,11,1
01,012,Comuna 12,00133,005624,345,5,5,3,0,1,11,83,143,21,5,0,0,11,0
01,012,Comuna 12,00133,005625,341,8,2,3,1,1,16,75,132,27,2,1,0,7,0
01,012,Comuna 12,00133,005626,346,7,1,4,2,0,12,74,137,35,3,0,0,8,0
01,012,Comuna 12,00133,005627,345,3,3,1,1,0,12,55,155,28,3,1,0,10,1
01,012,Comuna 12,00133,005628,346,6,1,3,1,1,13,74,128,19,2,3,1,9,0
01,012,Comuna 12,00133,005629,345,10,5,4,0,1,13,69,127,26,1,0,0,14,0
01,012,Comuna 12,00133,005630,344,7,6,3,1,1,9,94,132,25,3,2,0,4,0
01,012,Comuna 12,00133,005631,347,6,3,1,0,0,15,68,133,23,4,3,1,12,1
01,012,Comuna 12,00133,005632,346,11,1,3,2,1,12,82,130,18,2,2,0,11,0
01,012,Comuna 12,00133,005633,343,8,1,3,0,0,12,98,123,16,2,0,1,11,0
01,012,Comuna 12,00133,005634,345,13,2,3,1,1,14,86,119,24,4,3,1,9,0
01,012,Comuna 12,00133,005635,347,20,0,4,0,0,12,64,133,29,1,2,1,7,0
01,012,Comuna 12,00133,005636,345,14,2,2,0,1,8,72,129,31,7,5,0,8,1
01,012,Comuna 12,00133,005637,341,11,1,1,2,1,13,87,115,27,1,1,0,5,0
01,012,Comuna 12,00133,005638,344,9,4,3,0,0,12,79,145,20,3,1,0,6,0
01,012,Comuna 12,00133,005639,343,10,4,4,0,0,17,81,140,17,4,2,0,5,0
01,012,Comuna 12,00133,005640,343,8,2,1,1,1,12,72,125,22,0,4,0,12,0
01,012,Comuna 12,00133,005641,345,6,5,3,0,0,11,70,129,23,8,3,0,4,0
01,012,Comuna 12,00133,005642,342,11,2,4,0,0,12,75,126,25,1,4,0,13,0
01,012,Comuna 12,00133,005643,344,9,3,7,0,0,8,74,132,22,4,6,0,5,0
01,012,Comuna 12,00133,005644,343,11,1,5,3,0,14,82,141,17,1,1,2,8,0
01,012,Comuna 12,00133,005645,344,9,3,4,2,0,19,64,141,23,4,2,0,6,0
01,012,Comuna 12,00133,005646,344,7,3,4,1,0,10,94,134,14,1,3,0,10,0
01,012,Comuna 12,00133,005647,345,11,6,2,1,1,12,71,117,23,2,2,0,8,1
01,012,Comuna 12,00133,005648,343,4,1,3,1,0,11,82,120,25,5,3,0,9,0
01,012,Comuna 12,00133,005649,344,11,4,1,1,0,15,72,139,20,5,2,0,7,0
01,012,Comuna 12,00133,005650,344,14,0,5,3,0,12,70,136,18,4,2,0,10,0
01,012,Comuna 12,00133,005651,342,11,1,0,1,1,10,88,101,32,0,1,1,14,0
01,012,Comuna 12,00133,005652,343,10,3,4,0,1,15,64,151,22,0,1,1,15,0
01,012,Comuna 12,00133,005653,341,8,3,2,0,0,13,69,144,18,2,1,0,11,0
01,012,Comuna 12,00133,005654,344,5,0,4,1,0,10,81,120,30,4,1,0,13,0
01,012,Comuna 12,00133,005655,346,6,5,2,2,1,13,82,124,23,8,2,0,12,0
01,012,Comuna 12,00133,005656,344,12,4,4,1,1,12,71,149,21,1,5,0,10,0
01,012,Comuna 12,00133,005657,344,13,3,5,0,0,10,79,111,19,3,0,0,5,0
01,012,Comuna 12,00133,005658,343,7,1,5,0,0,13,76,138,25,1,2,0,8,0
01,012,Comuna 12,00133,005659,342,7,2,1,0,1,15,72,134,29,6,0,0,9,0
01,012,Comuna 12,00133,005660,343,16,1,2,2,0,17,64,127,32,3,2,0,7,0
01,012,Comuna 12,00133,005661,345,5,1,5,1,0,14,74,139,25,7,2,0,8,0
01,012,Comuna 12,00133,005662,344,8,3,6,0,0,15,71,131,21,3,1,0,9,0
01,012,Comuna 12,00133,005663,343,7,3,3,0,0,5,73,150,22,2,1,0,9,0
01,012,Comuna 12,00133,005664,339,3,1,3,0,1,15,69,125,28,4,2,0,13,0
01,012,Comuna 12,00133,005665,345,13,5,2,1,0,9,75,137,15,2,1,0,7,1
01,012,Comuna 12,00133,005666,344,7,5,5,0,0,9,66,150,24,2,3,0,10,0
01,012,Comuna 12,00133,005667,348,12,4,2,1,0,8,73,149,20,2,1,0,5,0
01,012,Comuna 12,00133,005668,344,9,0,4,2,1,16,62,129,26,2,1,0,17,0
01,012,Comuna 12,00133,005669,342,12,4,3,0,0,17,80,121,28,3,2,0,9,0
01,012,Comuna 12,00133,005670,344,4,0,7,0,0,12,73,130,19,2,4,0,7,0
01,012,Comuna 12,00133,005671,342,9,1,3,0,0,9,68,137,32,6,0,0,14,0
01,012,Comuna 12,00133,005672,340,8,8,3,0,2,9,75,143,24,0,3,0,7,0
01,012,Comuna 12,00133,005673,344,13,2,3,0,1,8,76,148,16,3,3,0,8,0
01,012,Comuna 12,00133,005674,343,11,5,5,1,0,11,63,136,30,1,1,1,6,0
01,012,Comuna 12,00133,005675,341,7,1,5,1,0,10,69,140,16,2,0,0,11,0
01,012,Comuna 12,00133,005676,344,15,3,3,0,1,9,71,119,30,1,4,0,9,0
01,012,Comuna 12,00133,005677,343,11,5,2,0,0,13,80,139,27,0,2,0,8,0
01,012,Comuna 12,00133,005678,347,12,3,1,2,0,10,83,124,21,1,2,0,9,0
01,012,Comuna 12,00133,005679,346,17,1,2,3,1,9,75,126,23,2,0,0,0,0
01,013,Comuna 13,00134,005680,341,8,4,4,1,1,9,57,148,17,1,5,0,12,0
01,013,Comuna 13,00134,005681,341,10,4,1,0,0,5,53,155,21,5,4,0,6,0
01,013,Comuna 13,00134,005682,345,8,1,3,2,0,8,64,158,10,3,3,0,13,0
01,013,Comuna 13,00134,005683,341,3,1,2,0,0,2,60,159,20,2,1,0,7,0
01,013,Comuna 13,00134,005684,341,0,5,10,0,0,13,45,174,13,1,1,0,6,0
01,013,Comuna 13,00134,005685,342,14,2,6,0,0,7,59,149,21,2,1,0,12,0
01,013,Comuna 13,00134,005686,340,8,1,4,0,0,5,51,160,14,3,2,0,8,1
01,013,Comuna 13,00134,005687,341,11,4,5,2,1,9,61,143,15,1,4,0,12,0
01,013,Comuna 13,00134,005688,341,7,3,2,0,0,13,55,160,13,2,1,0,7,0
01,013,Comuna 13,00134,005689,342,2,1,2,0,0,14,58,158,15,2,2,0,10,0
01,013,Comuna 13,00134,005690,343,12,1,1,0,0,17,53,140,21,3,3,0,10,0
01,013,Comuna 13,00134,005691,341,5,4,3,0,0,11,66,131,25,2,2,0,7,0
01,013,Comuna 13,00134,005692,341,11,2,10,1,0,9,53,154,13,1,2,0,8,1
01,013,Comuna 13,00134,005693,341,5,2,2,0,0,6,52,152,18,1,2,0,6,0
01,013,Comuna 13,00134,005694,342,5,1,6,1,0,14,55,132,23,4,1,0,10,0
01,013,Comuna 13,00134,005695,341,3,3,1,1,0,12,51,152,24,2,0,0,4,0
01,013,Comuna 13,00134,005696,340,2,2,2,0,0,10,72,145,22,0,6,0,7,0
01,013,Comuna 13,00134,005697,343,7,3,4,1,0,10,55,158,14,2,4,0,11,0
01,013,Comuna 13,00134,005698,342,4,2,3,1,1,10,54,152,15,5,2,0,12,0
01,013,Comuna 13,00134,005699,343,7,0,1,1,0,17,61,144,14,5,3,0,14,0
01,013,Comuna 13,00134,005700,340,9,1,4,2,1,12,63,141,20,1,1,0,11,0
01,013,Comuna 13,00134,005701,342,6,6,5,0,0,15,61,137,14,4,4,0,10,0
01,013,Comuna 13,00134,005702,341,6,7,5,0,0,12,52,135,27,3,0,0,6,3
01,013,Comuna 13,00134,005703,342,8,3,1,1,0,7,50,159,25,1,0,0,3,0
01,013,Comuna 13,00134,005704,341,8,4,6,0,0,13,73,129,23,6,3,0,6,1
01,013,Comuna 13,00134,005705,352,9,2,1,0,0,9,51,163,23,1,1,0,7,1
01,013,Comuna 13,00135,005706,346,8,2,5,0,0,10,71,155,12,2,4,0,8,0
01,013,Comuna 13,00135,005707,346,7,5,4,1,1,12,58,154,24,1,4,0,10,0
01,013,Comuna 13,00135,005708,343,7,2,5,0,1,7,49,161,14,3,1,0,12,1
01,013,Comuna 13,00135,005709,346,12,0,3,0,1,9,48,167,17,4,1,0,10,0
01,013,Comuna 13,00135,005710,344,8,3,3,0,1,11,67,149,16,6,0,0,7,0
01,013,Comuna 13,00135,005711,347,3,4,6,0,1,8,59,161,24,1,0,1,9,1
01,013,Comuna 13,00135,005712,345,14,3,1,2,1,4,66,140,27,2,0,0,8,0
01,013,Comuna 13,00135,005713,346,8,7,4,0,0,6,79,137,19,4,3,0,19,0
01,013,Comuna 13,00135,005714,348,10,0,5,1,0,13,62,161,15,5,0,0,5,0
01,013,Comuna 13,00135,005715,346,10,1,5,0,0,6,45,172,20,1,3,0,5,0
01,013,Comuna 13,00135,005716,345,9,1,3,0,0,10,59,152,14,5,0,0,8,0
01,013,Comuna 13,00135,005717,348,12,2,4,3,0,7,62,150,18,3,1,0,11,0
01,013,Comuna 13,00135,005718,344,13,2,5,0,0,9,61,149,17,1,0,0,9,0
01,013,Comuna 13,00135,005719,346,15,1,3,0,0,11,57,148,22,0,0,0,12,0
01,013,Comuna 13,00135,005720,344,12,5,2,0,0,5,52,138,25,8,2,0,11,0
01,013,Comuna 13,00135,005721,346,7,1,0,0,0,9,46,165,18,1,0,0,11,1
01,013,Comuna 13,00135,005722,347,9,3,0,0,0,9,51,151,18,2,0,0,11,0
01,013,Comuna 13,00135,005723,345,11,3,1,0,0,5,46,167,10,4,3,0,6,0
01,013,Comuna 13,00135,005724,342,11,3,1,0,0,2,47,174,23,2,1,0,7,0
01,013,Comuna 13,00135,005725,343,12,4,4,2,0,9,59,150,20,2,0,0,11,0
01,013,Comuna 13,00135,005726,344,10,2,0,0,0,7,62,153,26,7,2,0,13,0
01,013,Comuna 13,00135,005727,346,11,4,5,0,0,5,53,178,13,1,4,0,7,0
01,013,Comuna 13,00135,005728,347,4,2,5,1,1,4,70,152,16,0,2,0,9,0
01,013,Comuna 13,00135,005729,344,5,1,1,0,0,9,69,159,19,1,5,1,5,1
01,013,Comuna 13,00135,005730,344,5,3,0,1,0,7,58,149,16,0,1,0,15,0
01,013,Comuna 13,00135,005731,345,8,2,5,0,1,11,52,160,19,4,0,0,13,0
01,013,Comuna 13,00135,005732,345,7,1,2,1,1,12,53,175,20,3,3,0,7,0
01,013,Comuna 13,00135,005733,344,13,3,1,0,1,8,59,151,21,5,0,0,12,0
01,013,Comuna 13,00135,005734,344,8,1,7,0,1,8,69,154,24,1,0,0,11,0
01,013,Comuna 13,00135,005735,345,4,1,7,0,0,17,60,148,14,5,0,0,7,0
01,013,Comuna 13,00135,005736,345,8,3,3,1,0,10,60,168,14,5,3,0,8,0
01,013,Comuna 13,00135,005737,345,16,1,6,0,0,11,50,166,15,2,1,1,4,1
01,013,Comuna 13,00135,005738,345,6,2,2,1,1,15,47,163,17,2,1,0,12,0
01,013,Comuna 13,00135,005739,344,9,3,3,0,1,8,57,149,28,1,3,0,9,0
01,013,Comuna 13,00135,005740,348,5,0,2,0,0,9,50,150,27,2,0,0,8,0
01,013,Comuna 13,00136,005741,345,18,2,1,0,1,26,55,142,23,1,2,0,5,0
01,013,Comuna 13,00136,005742,345,5,3,3,0,0,11,75,141,25,1,6,1,6,0
01,013,Comuna 13,00136,005743,344,16,5,4,1,0,9,61,133,17,6,1,1,14,0
01,013,Comuna 13,00136,005744,345,4,4,7,2,0,11,89,133,18,1,2,0,7,0
01,013,Comuna 13,00136,005745,343,16,2,5,1,1,15,89,130,18,0,2,0,6,0
01,013,Comuna 13,00136,005746,344,15,1,5,0,0,10,61,158,15,2,0,0,12,0
01,013,Comuna 13,00136,005747,344,16,6,1,1,0,13,85,134,20,1,1,0,8,0
01,013,Comuna 13,00136,005748,343,14,0,0,0,0,6,69,135,25,6,2,0,9,0
01,013,Comuna 13,00136,005749,344,5,1,6,0,1,9,60,154,18,2,0,0,13,0
01,013,Comuna 13,00136,005750,343,15,1,7,1,0,9,56,153,21,2,1,0,8,0
01,013,Comuna 13,00136,005751,343,14,5,3,0,0,10,60,131,27,0,5,1,7,0
01,013,Comuna 13,00136,005752,343,8,2,5,2,0,11,68,140,17,1,4,0,14,1
01,013,Comuna 13,00136,005753,346,10,2,2,0,1,9,60,140,16,4,3,0,9,0
01,013,Comuna 13,00136,005754,343,12,2,5,0,0,13,66,138,9,4,3,0,11,0
01,013,Comuna 13,00136,005755,344,17,1,3,1,2,5,53,137,18,2,1,0,19,0
01,013,Comuna 13,00136,005756,343,13,3,1,0,0,5,57,138,26,0,4,0,10,0
01,013,Comuna 13,00136,005757,344,10,2,3,2,0,12,61,147,16,1,1,0,5,0
01,013,Comuna 13,00136,005758,347,7,6,2,1,1,10,75,123,16,4,4,0,5,0
01,013,Comuna 13,00136,005759,343,7,2,5,1,0,13,77,141,16,3,2,0,12,0
01,013,Comuna 13,00136,005760,343,9,1,4,1,0,8,49,155,15,4,3,0,9,0
01,013,Comuna 13,00136,005761,343,13,3,1,1,0,10,64,151,18,1,4,1,8,1
01,013,Comuna 13,00136,005762,342,7,2,1,1,0,9,45,166,27,0,1,1,7,0
01,013,Comuna 13,00136,005763,343,12,3,2,0,1,15,54,143,14,3,3,0,11,0
01,013,Comuna 13,00136,005764,344,5,1,11,2,0,17,73,135,15,4,4,0,9,0
01,013,Comuna 13,00136,005765,343,10,1,0,0,0,18,65,146,14,4,1,0,6,0
01,013,Comuna 13,00136,005766,344,6,0,2,0,0,8,61,145,21,3,3,1,7,0
01,013,Comuna 13,00136,005767,343,8,3,5,4,0,10,54,141,23,3,2,0,7,0
01,013,Comuna 13,00136,005768,343,15,2,4,2,2,10,52,141,25,2,6,1,7,0
01,013,Comuna 13,00136,005769,344,15,4,8,0,0,11,73,135,16,1,2,0,7,0
01,013,Comuna 13,00136,005770,342,6,1,7,0,1,10,65,145,22,1,0,0,8,0
01,013,Comuna 13,00136,005771,343,9,2,3,3,0,12,69,135,11,0,1,0,13,0
01,013,Comuna 13,00136,005772,342,7,4,4,0,0,18,66,145,20,1,3,0,8,1
01,013,Comuna 13,00136,005773,344,8,6,5,0,1,11,65,154,11,0,2,0,6,0
01,013,Comuna 13,00136,005774,347,11,0,1,1,0,10,80,144,22,3,1,0,6,1
01,013,Comuna 13,00136,005775,344,11,1,4,0,1,14,61,143,19,2,4,0,5,0
01,013,Comuna 13,00136,005776,344,14,5,8,0,0,17,67,143,12,2,1,0,8,0
01,013,Comuna 13,00136,005777,341,12,1,7,0,1,11,62,123,23,2,0,0,7,0
01,013,Comuna 13,00136,005778,341,13,0,3,0,2,15,61,153,19,0,2,0,6,1
01,013,Comuna 13,00136,005779,342,13,0,5,2,0,20,65,147,21,1,2,0,5,0
01,013,Comuna 13,00136,005780,344,9,0,2,0,0,13,62,143,17,1,0,0,7,0
01,013,Comuna 13,00136,005781,341,9,0,5,0,0,12,67,137,21,4,2,0,5,0
01,013,Comuna 13,00136,005782,341,18,3,2,0,1,13,63,146,15,1,2,0,5,1
01,013,Comuna 13,00136,005783,346,9,3,7,0,1,7,39,141,22,2,6,0,12,0
01,013,Comuna 13,00137,005784,345,5,3,1,0,0,14,57,147,21,3,6,0,8,1
01,013,Comuna 13,00137,005785,346,9,5,4,0,0,11,72,132,20,3,2,0,6,1
01,013,Comuna 13,00137,005786,348,11,4,2,0,1,12,68,146,21,1,2,0,13,0
01,013,Comuna 13,00137,005787,346,13,2,2,0,0,10,65,129,21,1,0,0,6,0
01,013,Comuna 13,00137,005788,347,11,5,5,2,1,13,57,154,22,5,2,0,11,0
01,013,Comuna 13,00137,005789,347,8,1,4,1,1,13,69,132,26,2,4,0,9,1
01,013,Comuna 13,00137,005790,345,10,3,2,0,0,9,70,120,26,4,4,1,6,0
01,013,Comuna 13,00137,005791,346,9,3,0,0,0,11,64,154,20,1,6,1,7,0
01,013,Comuna 13,00137,005792,347,8,3,2,0,1,9,60,135,21,6,1,0,18,1
01,013,Comuna 13,00137,005793,345,9,1,4,0,0,8,64,145,25,3,1,0,7,1
01,013,Comuna 13,00137,005794,347,4,6,3,0,2,11,68,142,17,1,4,0,8,0
01,013,Comuna 13,00137,005795,348,6,0,6,1,0,10,67,161,19,3,0,0,3,1
01,013,Comuna 13,00137,005796,345,9,1,3,1,0,15,74,139,12,2,2,1,7,0
01,013,Comuna 13,00137,005797,347,25,2,5,1,2,19,66,139,2,1,3,1,6,0
01,013,Comuna 13,00137,005798,344,11,5,3,0,0,12,60,130,25,3,3,0,10,1
01,013,Comuna 13,00137,005799,348,20,0,6,1,0,14,59,146,18,3,0,0,10,1
01,013,Comuna 13,00137,005800,346,19,1,6,1,0,10,70,135,21,2,2,0,10,0
01,013,Comuna 13,00137,005801,345,1,6,8,1,3,10,74,121,24,6,3,0,7,1
01,013,Comuna 13,00137,005802,346,3,1,2,0,0,10,65,138,24,2,0,1,10,0
01,013,Comuna 13,00137,005803,344,6,6,3,1,1,11,52,152,22,2,6,0,11,0
01,013,Comuna 13,00137,005804,343,13,3,1,0,0,6,56,158,28,1,5,0,13,0
01,013,Comuna 13,00137,005805,347,8,1,3,0,0,14,67,148,19,4,0,0,8,0
