codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0060,0136,0184,0185,0190,0192,0194,0501,0510,0517
23,Capital,001,0007A,0171,348,23,8,66,25,3,0,12,5,8,1,89,16,14
23,Capital,001,0007A,0172,348,16,4,75,15,3,0,14,0,11,2,93,26,14
23,Capital,001,0007A,0173,348,30,6,55,10,5,0,15,9,6,1,98,22,14
23,Capital,001,0007A,0174,348,17,6,56,15,2,0,10,14,7,7,93,23,8
23,Capital,001,0007A,0175,348,22,8,63,20,2,0,21,13,6,1,83,24,11
23,Capital,001,0007A,0176,348,20,8,56,14,1,0,15,8,4,4,110,27,7
23,Capital,001,0007A,0177,348,18,5,51,16,2,0,16,5,8,4,106,30,9
23,Capital,001,0008 ,0178,328,26,1,76,11,6,0,9,9,4,2,77,23,11
23,Capital,001,0008 ,0179,328,1,3,85,8,4,0,12,4,5,4,74,23,15
23,Capital,001,0008 ,0180,328,4,7,69,14,3,0,17,8,7,1,72,33,13
23,Capital,001,0008 ,0181,328,30,2,82,14,4,0,6,6,3,0,84,17,10
23,Capital,001,0008 ,0182,328,9,2,74,13,4,0,10,12,10,1,76,31,12
23,Capital,001,0008 ,0183,328,18,7,72,14,1,0,19,11,6,2,67,19,9
23,Capital,001,0008 ,0184,328,0,0,83,11,6,0,14,11,6,4,77,23,5
23,Capital,001,0008 ,0185,328,47,5,71,18,2,0,13,11,5,2,88,27,10
23,Capital,001,0008 ,0186,328,23,6,66,12,3,0,11,9,13,1,61,29,12
23,Capital,001,0008 ,0187,328,0,1,69,15,3,0,15,9,2,4,79,30,6
23,Capital,001,0008 ,0188,328,21,3,62,19,0,0,25,10,12,0,75,31,12
23,Capital,001,0008 ,0189,327,15,2,76,16,2,0,10,9,8,0,78,28,8
23,Capital,001,0008 ,0190,327,31,3,66,19,3,0,8,6,3,3,78,22,13
23,Capital,001,0008 ,0191,327,19,2,64,22,2,0,13,14,12,3,64,25,6
23,Capital,001,0008 ,0192,327,26,7,58,12,3,0,6,7,6,4,92,14,7
23,Capital,001,0008A,0193,340,2,6,46,21,1,0,21,8,7,9,113,13,9
23,Capital,001,0008A,0194,340,2,3,59,15,3,0,14,5,5,0,101,22,14
23,Capital,001,0008A,0195,340,0,0,72,4,6,0,19,7,5,2,89,33,13
23,Capital,001,0008A,0196,340,21,7,60,17,4,0,13,6,6,3,94,14,10
23,Capital,001,0008A,0197,340,20,9,57,19,1,0,21,10,6,0,98,25,8
23,Capital,001,0008A,0198,339,22,9,56,21,3,0,20,6,3,2,89,21,18
23,Capital,001,0008A,0199,339,20,1,60,12,2,0,10,6,6,4,90,36,13
23,Capital,001,0008A,0200,339,3,0,65,16,2,6,11,8,6,7,98,23,5
23,Capital,001,0008A,0201,339,19,4,80,14,4,0,10,5,8,3,80,16,8
23,Capital,001,0008A,0202,339,22,6,77,13,3,0,16,8,11,3,88,29,10
23,Capital,001,0008A,0203,339,26,4,61,15,4,0,14,1,2,4,102,17,7
23,Capital,001,0008A,0204,339,16,1,75,11,1,0,17,16,3,5,102,22,8
23,Capital,001,0008A,0205,339,18,4,82,14,4,0,20,7,5,2,79,24,6
23,Capital,001,0008A,0206,339,16,8,53,16,2,0,15,0,5,3,95,33,12
23,Capital,001,0008A,0207,339,24,5,74,10,9,0,16,11,5,3,93,19,7
23,Capital,001,0008A,0208,339,4,10,65,10,5,0,5,7,4,7,93,25,3
23,Capital,001,0008A,0209,339,21,6,59,14,4,0,13,7,9,7,95,21,10
23,Capital,001,0008A,0210,339,4,4,70,14,3,0,18,0,9,5,72,22,17
23,Capital,001,0008A,0211,339,26,9,67,9,1,0,10,8,2,5,99,19,12
23,Capital,001,0008A,0212,339,18,7,56,16,1,0,20,8,3,5,99,22,13
23,Capital,001,0008A,0213,339,1,1,59,9,4,0,17,7,7,1,94,31,12
23,Capital,001,0008A,0214,339,4,5,57,19,3,0,19,12,3,6,101,16,7
23,Capital,001,0008A,0215,339,0,0,68,13,1,0,15,10,5,6,0,23,12
23,Capital,001,0009 ,0216,342,8,3,44,19,1,0,10,1,4,5,140,17,14
23,Capital,001,0009 ,0217,342,33,0,58,16,6,0,11,7,6,2,111,13,9
23,Capital,001,0009 ,0218,342,14,7,46,19,3,0,14,11,0,0,105,15,6
23,Capital,001,0009 ,0219,342,2,5,59,9,3,0,8,7,9,1,113,17,9
23,Capital,001,0009 ,0220,342,4,6,49,15,3,0,13,9,8,0,91,20,9
23,Capital,001,0009 ,0221,342,1,4,20,14,4,0,14,7,7,5,7,13,5
23,Capital,001,0009 ,0222,342,45,22,46,18,2,0,0,0,3,5,126,7,8
23,Capital,001,0009 ,0223,342,3,5,41,13,1,0,6,6,4,2,149,16,10
23,Capital,001,0009 ,0224,342,24,1,70,12,4,0,10,7,7,1,115,16,11
23,Capital,001,0009 ,0225,342,25,7,63,11,1,0,18,4,13,3,126,19,7
23,Capital,001,0009 ,0226,342,31,4,52,12,1,0,17,0,9,0,117,20,11
23,Capital,001,0009 ,0227,342,4,4,47,0,0,0,8,10,11,0,122,17,4
23,Capital,001,0009 ,0228,342,15,4,42,18,8,0,0,0,9,16,120,24,8
23,Capital,001,0009 ,0229,342,43,0,67,0,0,0,13,0,6,6,119,14,12
23,Capital,001,0009 ,0230,342,4,2,43,0,0,0,0,6,10,2,130,13,9
23,Capital,001,0009 ,0231,341,17,7,53,12,3,0,12,9,4,4,126,9,6
23,Capital,001,0009 ,0232,341,28,5,55,11,2,0,13,9,8,1,125,18,11
23,Capital,001,0009 ,0233,341,31,5,49,19,1,0,4,13,5,3,129,7,7
23,Capital,001,0009 ,0234,341,19,5,50,6,0,0,16,1,5,4,104,24,10
23,Capital,001,0009 ,0235,341,4,5,53,0,7,0,10,0,2,0,115,19,13
23,Capital,001,0009 ,0236,341,29,0,60,7,5,0,14,6,8,5,64,16,6
23,Capital,001,0009 ,0237,341,2,6,57,15,1,0,11,5,6,0,88,0,0
23,Capital,001,0009 ,0238,341,3,5,64,15,4,0,18,2,2,2,99,15,8
23,Capital,001,0009 ,0239,341,3,4,69,16,0,0,13,5,6,1,104,14,9
23,Capital,001,0009 ,0240,341,21,2,63,0,2,0,0,10,11,2,125,15,9
23,Capital,001,0009 ,0241,341,23,5,51,13,4,0,9,3,5,4,120,9,10
23,Capital,001,0009 ,0242,341,1,2,63,14,0,0,0,6,2,3,84,20,6
23,Capital,001,0009 ,0243,341,3,6,58,14,1,0,4,0,1,1,110,7,7
23,Capital,001,0009 ,0244,341,19,10,63,15,6,0,6,7,2,6,115,15,6
23,Capital,001,0009 ,0245,341,2,4,58,14,4,0,8,5,2,5,115,19,6
23,Capital,001,0009 ,0246,341,1,2,49,15,3,0,11,6,4,2,131,14,5
23,Capital,001,0009 ,0247,341,4,1,82,8,0,0,13,9,6,9,96,12,10
23,Capital,001,0009 ,0248,341,0,0,62,13,0,0,12,0,0,0,121,16,11
23,Capital,001,0009 ,0249,341,0,0,55,14,2,0,16,7,10,1,106,16,10
23,Capital,001,0009 ,0250,341,7,2,70,12,0,0,0,3,8,5,117,19,11
