codprov,coddepto,depto,circuito,mesa,electores,blancos,00036,00050,00037,00047
19,004,Chacabuco,00045,000949,335,24,2,98,119,16
19,004,Chacabuco,00045,000950,336,14,2,99,133,21
19,004,Chacabuco,00045,000951,343,10,4,98,152,9
19,004,Chacabuco,00045,000952,335,6,3,111,131,16
19,004,Chacabuco,00045,000953,335,20,2,114,130,0
19,004,Chacabuco,00045,000954,334,17,10,108,118,13
19,004,Chacabuco,00045,000955,334,15,1,109,138,19
19,004,Chacabuco,00045,000956,334,8,3,80,170,11
19,004,Chacabuco,00045,000957,333,12,3,109,120,11
19,004,Chacabuco,00045,000958,334,16,3,109,121,18
19,004,Chacabuco,00045,000959,348,24,6,111,125,12
19,004,Chacabuco,00045,000960,337,24,6,75,146,16
19,004,Chacabuco,00046,000961,345,15,7,88,132,16
19,004,Chacabuco,00046,000962,345,12,5,86,143,17
19,004,Chacabuco,00046,000963,345,19,4,85,160,11
19,004,Chacabuco,00046,000964,352,20,10,80,157,11
19,004,Chacabuco,00047,000965,315,14,0,78,156,12
19,004,Chacabuco,00047,000966,319,10,6,83,162,8
19,004,Chacabuco,00048,000967,300,16,2,72,130,22
19,004,Chacabuco,00048,000968,299,16,2,72,134,13
19,004,Chacabuco,00048,000969,304,13,4,84,134,8
19,004,Chacabuco,00049,000970,340,41,9,122,114,0
19,004,Chacabuco,00049,000971,338,10,5,147,102,13
19,004,Chacabuco,00049,000972,339,18,5,134,117,11
19,004,Chacabuco,00049,000973,338,13,7,140,102,13
19,004,Chacabuco,00049,000974,339,19,3,108,117,16
19,004,Chacabuco,00049,000975,340,18,1,141,110,14
19,004,Chacabuco,00049,000976,340,19,5,103,146,10
19,004,Chacabuco,00049,000977,340,9,6,130,117,15
19,004,Chacabuco,00049,000978,343,13,5,143,103,16
19,004,Chacabuco,00049,000979,346,12,4,109,154,9
19,004,Chacabuco,00050,000980,5,1,0,1,0,1
19,004,Chacabuco,00051,000981,335,15,6,109,123,10
19,004,Chacabuco,00051,000982,331,10,6,94,129,14
19,004,Chacabuco,00051,000983,335,23,6,108,120,15
19,004,Chacabuco,00051,000984,333,12,13,81,151,6
19,004,Chacabuco,00051,000985,337,17,6,102,135,8
19,005,San Martín,00052,000986,313,21,4,61,157,9
19,005,San Martín,00052,000987,311,19,2,59,176,7
19,005,San Martín,00052,000988,319,15,4,57,168,11
19,005,San Martín,00053,000989,269,12,4,41,153,12
19,005,San Martín,00053,000990,268,15,9,46,146,8
19,005,San Martín,00054,000991,10,1,0,0,0,0
19,005,San Martín,00055,000992,316,7,4,94,133,22
19,005,San Martín,00055,000993,320,3,1,123,117,8
19,005,San Martín,00056,000994,308,16,2,61,159,6
19,005,San Martín,00057,000995,268,5,1,42,161,13
19,005,San Martín,00058,000996,320,23,5,40,189,0
19,005,San Martín,00058,000997,324,20,2,25,215,0
19,005,San Martín,00059,000998,45,3,0,7,28,0
19,005,San Martín,00060,001000,253,11,2,45,146,7
19,005,San Martín,00060,000999,250,11,2,44,129,16
19,005,San Martín,00061,001001,335,13,0,65,189,6
19,005,San Martín,00062,001002,11,0,0,3,3,0
19,006,Junín,00063,001003,344,20,8,78,161,18
19,006,Junín,00063,001004,344,23,6,65,175,17
19,006,Junín,00063,001005,341,13,6,77,167,23
19,006,Junín,00063,001006,344,22,7,86,148,13
19,006,Junín,00063,001007,343,15,5,103,148,12
19,006,Junín,00063,001008,343,17,4,98,157,17
19,006,Junín,00063,001009,342,20,5,101,131,21
19,006,Junín,00063,001010,342,19,9,80,137,12
19,006,Junín,00063,001011,343,33,5,76,139,22
19,006,Junín,00063,001012,347,16,8,82,159,19
19,006,Junín,00063,001013,342,18,8,59,176,13
19,006,Junín,00063,001014,345,27,6,66,173,12
19,006,Junín,00063,001015,342,14,5,92,155,10
19,006,Junín,00063,001016,343,19,1,119,129,19
19,006,Junín,00063,001017,340,12,7,99,140,11
19,006,Junín,00063,001018,347,16,4,112,128,20
19,006,Junín,00063,001019,350,23,4,93,136,21
19,006,Junín,00064,001020,101,4,1,15,39,7
19,006,Junín,00065,001021,27,0,0,7,10,1
19,006,Junín,00066,001022,339,10,3,74,164,6
19,006,Junín,00066,001023,337,23,0,65,157,0
19,006,Junín,00066,001024,341,18,1,69,156,0
19,006,Junín,00067,001025,44,0,0,5,26,1
19,006,Junín,00068,001026,307,4,1,17,250,2
19,006,Junín,00069,001027,62,3,0,4,40,0
19,006,Junín,00072,001085,324,9,11,125,114,16
19,006,Junín,00072,001086,326,19,8,131,86,14
19,006,Junín,00072,001087,326,10,12,112,99,20
19,006,Junín,00072,001088,327,11,10,125,83,16
19,006,Junín,00072,001089,325,6,11,125,90,18
19,006,Junín,00072,001090,325,10,11,134,84,18
19,006,Junín,00072,001091,330,15,12,114,101,17
19,006,Junín,00072,001092,328,15,10,96,121,17
19,006,Junín,00073,001093,311,34,14,76,134,0
19,006,Junín,00073,001094,309,12,8,94,112,15
19,006,Junín,00073,001095,310,14,8,86,113,10
19,006,Junín,00073,001096,313,23,8,106,119,0
19,006,Junín,00074,001097,60,3,0,11,32,1
19,006,Junín,07001,001028,329,11,7,117,136,8
19,006,Junín,07001,001029,328,22,5,123,98,14
19,006,Junín,07001,001030,328,20,9,120,87,14
19,006,Junín,07001,001031,327,27,6,108,113,18
19,006,Junín,07001,001032,329,18,4,126,87,17
19,006,Junín,07001,001033,331,24,8,120,95,17
19,006,Junín,07001,001034,329,19,8,113,104,9
19,006,Junín,07001,001035,329,15,14,116,101,20
19,006,Junín,07001,001036,330,24,7,143,97,0
19,006,Junín,07001,001037,337,16,7,115,115,18
19,006,Junín,07001,001038,340,21,7,120,105,21
19,006,Junín,07001,001039,329,14,8,114,88,19
19,006,Junín,07001,001040,342,23,9,121,104,18
19,006,Junín,07002,001041,337,15,11,119,120,10
19,006,Junín,07002,001042,334,24,11,93,108,13
19,006,Junín,07002,001043,337,14,10,110,103,25
19,006,Junín,07002,001044,337,7,8,123,110,22
19,006,Junín,07002,001045,337,13,9,124,89,26
19,006,Junín,07002,001046,335,19,3,115,105,15
19,006,Junín,07002,001047,349,23,9,131,108,7
19,006,Junín,07002,001048,337,22,15,110,110,12
19,006,Junín,07003,001049,309,11,11,102,97,18
19,006,Junín,07003,001050,306,14,11,90,109,11
19,006,Junín,07003,001051,309,12,3,109,113,9
19,006,Junín,07003,001052,306,20,8,94,109,10
19,006,Junín,07003,001053,309,17,8,92,113,13
19,006,Junín,07003,001054,311,13,11,98,109,14
19,006,Junín,07003,001055,317,11,3,95,132,7
19,006,Junín,07004,001056,304,15,11,78,112,25
19,006,Junín,07004,001057,307,9,12,80,115,23
19,006,Junín,07004,001058,307,16,6,80,122,18
19,006,Junín,07005,001059,333,12,10,133,94,15
19,006,Junín,07005,001060,333,16,5,140,86,13
19,006,Junín,07005,001061,334,18,7,128,75,19
19,006,Junín,07005,001062,334,11,11,120,91,10
19,006,Junín,07005,001063,334,9,8,155,73,12
19,006,Junín,07005,001064,334,13,10,161,72,13
19,006,Junín,07005,001065,331,14,11,131,84,21
19,006,Junín,07005,001066,344,9,12,145,80,18
19,006,Junín,07005,001067,337,19,6,142,81,12
19,006,Junín,07006,001068,340,12,8,142,94,23
19,006,Junín,07006,001069,339,10,12,136,100,13
19,006,Junín,07006,001070,339,17,10,135,90,21
19,006,Junín,07006,001071,340,30,8,141,79,16
19,006,Junín,07006,001072,339,18,7,143,82,21
19,006,Junín,07006,001073,338,21,11,147,77,16
19,006,Junín,07006,001074,345,10,6,133,106,18
19,006,Junín,07006,001075,341,24,9,133,86,17
19,006,Junín,07007,001076,317,11,14,121,88,14
19,006,Junín,07007,001077,321,11,10,127,70,12
19,006,Junín,07007,001078,322,9,3,133,84,17
19,006,Junín,07007,001079,318,9,10,128,81,14
19,006,Junín,07007,001080,324,16,13,113,109,14
19,006,Junín,07007,001081,332,10,16,120,84,8
19,006,Junín,07008,001082,244,12,9,68,88,10
19,006,Junín,07008,001083,243,14,3,72,91,12
19,006,Junín,07008,001084,247,10,12,77,86,9
19,007,Ayacucho,00075,001098,336,22,4,63,160,11
19,007,Ayacucho,00075,001099,336,18,3,69,127,12
19,007,Ayacucho,00075,001100,333,13,4,84,129,12
19,007,Ayacucho,00075,001101,335,29,3,74,131,16
19,007,Ayacucho,00075,001102,333,21,5,69,151,8
19,007,Ayacucho,00075,001103,333,16,8,61,150,16
19,007,Ayacucho,00075,001104,340,8,5,75,159,11
19,007,Ayacucho,00075,001105,335,24,3,82,125,14
19,007,Ayacucho,00075,001106,337,18,4,70,152,9
19,007,Ayacucho,00075,001107,336,13,3,74,151,12
19,007,Ayacucho,00075,001108,335,17,7,55,163,12
19,007,Ayacucho,00075,001109,351,9,6,97,127,11
19,007,Ayacucho,00075,001110,336,20,5,105,105,10
19,007,Ayacucho,00076,001111,83,1,4,9,56,1
19,007,Ayacucho,00077,001112,5,2,0,1,1,0
19,007,Ayacucho,00078,001113,5,1,0,1,0,0
19,007,Ayacucho,00079,001114,20,1,0,2,7,0
19,007,Ayacucho,00080,001115,267,18,6,48,117,7
19,007,Ayacucho,00080,001116,277,8,4,50,132,7
19,007,Ayacucho,00081,001117,306,10,4,75,133,13
19,007,Ayacucho,00081,001118,307,6,7,64,138,16
19,007,Ayacucho,00081,001119,303,22,3,66,123,0
19,007,Ayacucho,00081,001120,305,9,5,89,127,12
19,007,Ayacucho,00081,001121,306,23,4,60,138,0
19,007,Ayacucho,00081,001122,306,16,8,75,132,0
19,007,Ayacucho,00081,001123,310,19,6,82,129,0
19,007,Ayacucho,00082,001124,346,20,1,84,161,5
19,007,Ayacucho,00082,001125,346,18,4,84,164,6
19,007,Ayacucho,00082,001126,346,14,2,83,173,4
19,007,Ayacucho,00082,001127,347,22,4,56,185,6
19,007,Ayacucho,00082,001128,345,16,2,74,169,5
19,007,Ayacucho,00082,001129,345,14,2,87,128,11
19,007,Ayacucho,00082,001130,343,26,4,83,149,0
19,007,Ayacucho,00082,001131,353,14,3,110,141,9
19,007,Ayacucho,00082,001132,345,9,1,113,141,8
19,007,Ayacucho,00082,001133,347,15,3,108,146,10
19,007,Ayacucho,00082,001134,346,18,2,101,118,14
19,007,Ayacucho,00082,001135,344,9,1,103,145,4
19,007,Ayacucho,00082,001136,346,13,3,105,150,5
19,007,Ayacucho,00082,001137,345,15,4,96,160,4
19,007,Ayacucho,00082,001138,346,9,6,88,146,12
19,007,Ayacucho,00082,001139,347,17,5,83,166,5
19,007,Ayacucho,00082,001140,341,12,5,85,154,7
19,007,Ayacucho,00082,001141,347,45,3,96,141,0
19,007,Ayacucho,00082,001142,351,15,2,88,128,12
19,007,Ayacucho,00082,001143,355,13,3,102,141,10
19,007,Ayacucho,00082,001144,347,13,4,73,172,10
19,007,Ayacucho,00083,001145,322,22,3,63,154,7
19,007,Ayacucho,00083,001146,322,21,1,73,148,2
19,007,Ayacucho,00083,001147,321,16,2,72,169,7
19,007,Ayacucho,00083,001148,321,10,5,84,165,0
19,007,Ayacucho,00083,001149,322,21,6,65,157,7
19,007,Ayacucho,00083,001150,323,15,4,70,165,7
19,007,Ayacucho,00083,001151,320,0,2,68,171,16
19,007,Ayacucho,00083,001152,322,12,4,83,144,10
19,007,Ayacucho,00083,001153,326,27,2,63,184,0
19,007,Ayacucho,0083A,001154,8,0,0,4,0,1
19,007,Ayacucho,00084,001155,147,9,5,17,54,6
19,007,Ayacucho,00085,001156,47,1,4,12,15,1
19,007,Ayacucho,00086,001157,101,2,1,23,44,3
19,007,Ayacucho,00087,001158,43,0,0,4,20,4
19,008,Belgrano,00088,001159,182,15,1,32,99,0
19,008,Belgrano,00088,001160,189,4,0,26,112,4
19,008,Belgrano,00089,001161,34,1,0,5,13,5
19,008,Belgrano,00090,001162,84,4,0,11,39,0
19,008,Belgrano,00091,001163,61,3,0,16,24,2
19,008,Belgrano,00092,001164,269,13,5,70,115,17
19,008,Belgrano,00092,001165,268,11,5,53,134,19
19,008,Belgrano,00092,001166,268,15,6,75,114,8
19,008,Belgrano,00092,001167,275,15,2,77,124,13
19,008,Belgrano,0093A,001168,141,12,4,40,60,5
19,008,Belgrano,0093B,001169,48,6,0,11,24,1
19,008,Belgrano,00094,001170,24,0,0,5,11,1
19,008,Belgrano,00095,001171,13,0,0,4,1,0
19,008,Belgrano,00096,001172,150,7,3,43,48,9
19,008,Belgrano,00097,001173,76,1,3,6,45,1
19,008,Belgrano,00098,001174,276,7,4,45,168,4
19,008,Belgrano,00098,001175,276,8,1,40,172,4
19,008,Belgrano,00098,001176,282,13,0,55,155,8
19,008,Belgrano,00099,001177,95,1,2,16,50,0
19,008,Belgrano,00100,001178,270,12,5,55,133,10
19,008,Belgrano,00100,001179,269,12,6,58,115,10
19,008,Belgrano,00100,001180,268,4,10,58,122,11
19,008,Belgrano,00100,001181,276,9,4,64,126,4
19,009,Gobernador Dupuy,00101,001182,339,9,0,150,100,8
19,009,Gobernador Dupuy,00101,001183,337,10,4,100,126,14
19,009,Gobernador Dupuy,00101,001184,337,14,4,80,160,14
19,009,Gobernador Dupuy,00101,001185,336,9,4,103,148,5
19,009,Gobernador Dupuy,00101,001186,346,12,3,99,157,9
19,009,Gobernador Dupuy,00101,001187,340,16,3,99,127,0
19,009,Gobernador Dupuy,00101,001188,338,20,1,103,137,0
19,009,Gobernador Dupuy,00101,001189,351,24,4,96,141,0
19,009,Gobernador Dupuy,00101,001190,343,18,5,115,134,9
19,009,Gobernador Dupuy,00102,001191,199,8,1,62,73,9
19,009,Gobernador Dupuy,00102,001192,202,5,1,47,98,5
19,009,Gobernador Dupuy,00103,001193,29,0,0,6,15,0
19,009,Gobernador Dupuy,00104,001194,281,8,4,61,107,12
19,009,Gobernador Dupuy,00104,001195,283,5,2,78,91,4
19,009,Gobernador Dupuy,00105,001196,278,26,2,77,105,9
19,009,Gobernador Dupuy,00105,001197,276,14,2,88,105,7
19,009,Gobernador Dupuy,00105,001198,282,17,2,62,125,5
19,009,Gobernador Dupuy,00106,001199,246,16,4,79,92,0
19,009,Gobernador Dupuy,00107,001200,308,17,2,83,131,16
19,009,Gobernador Dupuy,00107,001201,307,12,3,99,122,14
19,009,Gobernador Dupuy,00107,001202,307,12,0,91,134,8
19,009,Gobernador Dupuy,00107,001203,315,15,3,90,131,17
19,009,Gobernador Dupuy,00108,001204,342,10,5,128,114,11
19,009,Gobernador Dupuy,00108,001205,341,18,7,143,122,6
19,009,Gobernador Dupuy,00108,001206,343,11,3,129,129,6
19,009,Gobernador Dupuy,00108,001207,339,4,2,97,146,11
19,009,Gobernador Dupuy,00108,001208,338,15,6,143,106,4
19,009,Gobernador Dupuy,00108,001209,346,20,5,123,118,8
19,009,Gobernador Dupuy,00108,001210,346,5,3,141,122,7
19,009,Gobernador Dupuy,00109,001211,39,1,0,16,10,0
19,009,Gobernador Dupuy,00110,001212,299,10,1,118,99,9
19,009,Gobernador Dupuy,00110,001213,310,8,2,139,91,4
19,009,Gobernador Dupuy,00111,001214,246,6,2,87,98,3
19,009,Gobernador Dupuy,00111,001215,245,2,2,70,105,7
19,009,Gobernador Dupuy,00111,001216,247,4,1,63,118,5
19,009,Gobernador Dupuy,00112,001217,12,0,0,2,2,0
19,009,Gobernador Dupuy,00113,001218,293,14,0,125,92,5
19,009,Gobernador Dupuy,00114,001219,27,1,0,7,5,0
