codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0006,0008,0010,0022,0047,0048,0050,0052,0101,0155,0156,0157,0158,0159,0160
13,Capital                                 ,001,0006 ,0022,716,26,21,182,8,8,78,10,140,36,4,6,18,8,2,6,2,40,4
13,Capital                                 ,001,0006 ,0023,716,35,19,204,8,10,74,10,144,18,8,2,32,8,0,8,4,24,6
13,Capital                                 ,001,0006 ,0024,440,16,17,93,3,12,50,3,65,23,1,3,14,4,1,0,2,13,1
13,Capital                                 ,001,0006 ,0025,330,12,14,71,8,6,33,2,61,10,2,2,7,2,3,0,0,9,1
13,Capital                                 ,001,0006 ,0026,331,5,8,62,5,2,40,5,70,9,3,3,12,2,2,0,0,8,2
13,Capital                                 ,001,0007 ,0024,440,17,11,100,1,6,42,4,51,16,7,3,21,5,4,3,2,20,5
13,Capital                                 ,001,0007 ,0025,440,11,12,84,3,9,36,6,63,7,7,6,26,0,1,1,0,25,2
13,Capital                                 ,001,0007 ,0026,311,4,19,75,5,4,41,2,39,23,6,6,12,1,0,1,0,15,4
13,Capital                                 ,001,0007 ,0027,751,14,8,194,8,8,92,8,132,18,6,2,66,6,4,2,2,32,2
13,Capital                                 ,001,0007 ,0028,440,7,13,77,1,2,53,4,64,5,4,4,23,6,1,2,1,13,7
13,Capital                                 ,001,0007 ,0029,440,8,9,91,5,3,43,3,76,4,2,3,17,5,3,1,2,9,4
13,Capital                                 ,001,0007 ,0030,244,8,8,49,3,2,18,2,40,4,4,1,17,1,2,0,0,13,0
13,Capital                                 ,001,0007 ,0031,245,3,2,57,2,0,12,3,42,7,2,1,24,3,1,3,0,8,5
13,Capital                                 ,001,0008 ,0028,440,32,0,81,5,8,40,4,47,8,5,40,23,2,42,4,1,12,0
13,Capital                                 ,001,0008 ,0029,360,0,0,70,6,3,33,12,39,4,2,3,30,3,1,6,2,14,0
13,Capital                                 ,001,0008 ,0030,361,13,3,63,3,5,40,3,37,2,6,3,13,1,2,2,1,19,3
13,Capital                                 ,001,0008 ,0032,440,6,6,89,2,13,36,8,58,5,5,3,12,3,3,1,1,15,3
13,Capital                                 ,001,0008 ,0033,440,20,16,91,6,3,30,6,71,5,9,3,24,6,3,3,3,15,0
13,Capital                                 ,001,0008 ,0034,301,5,8,59,6,7,19,4,39,11,4,2,16,1,0,0,0,14,1
13,Capital                                 ,001,0008 ,0035,302,17,0,50,1,0,23,3,38,8,0,3,23,0,3,1,2,13,1
13,Capital                                 ,001,0009 ,0031,440,16,12,84,2,0,37,8,55,11,0,2,23,4,0,2,0,14,4
13,Capital                                 ,001,0009 ,0032,291,8,5,60,3,5,25,4,29,1,3,3,20,0,1,2,2,10,2
13,Capital                                 ,001,0009 ,0033,291,4,11,53,4,4,15,4,36,5,4,0,13,1,2,2,1,19,4
13,Capital                                 ,001,0009 ,0036,440,8,12,109,3,14,35,8,61,6,6,4,16,0,2,1,1,12,0
13,Capital                                 ,001,0009 ,0037,440,7,9,113,4,15,21,5,47,13,7,2,23,5,4,0,1,12,2
13,Capital                                 ,001,0009 ,0038,226,4,3,44,3,6,14,2,41,8,6,0,10,1,2,1,1,7,2
13,Capital                                 ,001,0009 ,0039,226,6,2,52,3,5,15,2,35,0,0,5,11,1,2,0,0,8,2
13,Capital                                 ,001,0010 ,0034,367,5,6,63,1,7,19,4,48,13,3,3,20,0,2,1,0,10,5
13,Capital                                 ,001,0010 ,0035,367,5,7,83,2,6,34,6,35,9,4,4,25,0,2,0,0,15,7
13,Capital                                 ,001,0010 ,0040,431,0,9,81,10,12,26,9,60,10,8,7,13,2,4,0,0,17,5
13,Capital                                 ,001,0010 ,0041,431,10,7,92,6,15,17,7,75,21,2,6,9,2,3,1,0,14,1
13,Capital                                 ,001,0011 ,0036,396,12,9,74,4,9,19,5,45,8,4,2,24,1,1,2,1,18,2
13,Capital                                 ,001,0011 ,0042,222,0,0,45,0,1,12,3,25,4,1,1,7,0,1,2,1,8,0
13,Capital                                 ,001,0011 ,0043,222,0,0,43,3,7,12,3,29,5,1,0,19,0,2,0,0,10,0
13,Capital                                 ,001,0012 ,0037,272,7,17,59,3,5,16,3,23,3,0,2,24,0,0,4,1,8,1
13,Capital                                 ,001,0012 ,0038,273,8,12,55,2,6,18,5,32,0,5,5,26,3,0,2,0,10,5
13,Capital                                 ,001,0012 ,0044,289,2,12,86,3,5,21,3,31,4,2,1,17,4,0,1,2,8,3
13,Capital                                 ,001,0012 ,0045,290,5,7,69,2,5,15,4,31,2,3,1,22,2,0,0,0,13,1
13,Capital                                 ,001,0013 ,0039,417,8,14,83,0,0,33,3,55,2,6,0,40,1,2,0,0,19,3
13,Capital                                 ,001,0013 ,0040,418,17,13,87,1,11,29,2,40,8,4,5,25,0,2,4,5,22,0
13,Capital                                 ,001,0013 ,0046,437,5,18,92,19,14,36,2,60,8,4,1,24,2,4,3,0,21,1
13,Capital                                 ,001,0013 ,0047,438,17,2,108,7,14,23,7,51,10,4,0,33,0,1,0,2,21,5
13,Capital                                 ,001,0014 ,0041,440,15,15,95,7,12,28,1,42,9,3,5,39,2,2,3,3,12,5
13,Capital                                 ,001,0014 ,0042,440,0,9,114,10,9,28,2,34,9,1,1,37,3,2,5,4,27,0
13,Capital                                 ,001,0014 ,0043,440,5,13,94,7,10,27,8,47,11,4,7,51,4,8,3,2,17,5
13,Capital                                 ,001,0014 ,0044,440,17,14,81,6,11,21,7,45,15,3,2,28,2,3,2,0,23,3
13,Capital                                 ,001,0014 ,0045,373,10,19,65,4,12,19,4,34,8,6,3,41,3,4,2,3,13,3
13,Capital                                 ,001,0014 ,0046,373,13,9,82,6,19,18,4,41,8,4,6,21,4,3,3,10,13,1
13,Capital                                 ,001,0014 ,0048,440,9,22,105,7,10,34,3,45,6,6,7,25,4,3,2,4,21,2
13,Capital                                 ,001,0014 ,0049,440,6,14,110,1,8,22,1,50,5,2,4,38,4,1,4,5,22,3
13,Capital                                 ,001,0014 ,0050,440,5,22,102,11,6,26,5,62,9,4,2,26,4,2,2,3,20,2
13,Capital                                 ,001,0014 ,0051,440,9,19,112,4,12,26,3,58,0,3,5,31,6,2,1,3,16,5
13,Capital                                 ,001,0014 ,0052,440,5,29,114,11,9,21,4,52,0,5,3,30,3,5,0,5,22,3
13,Capital                                 ,001,0014 ,0053,330,5,12,85,0,0,20,1,41,1,5,3,23,1,7,0,2,13,1
13,Capital                                 ,001,0014 ,0054,331,4,13,75,6,8,22,3,36,6,3,2,33,5,2,2,2,16,1
13,Capital                                 ,001,0015 ,0047,403,12,5,92,5,8,31,4,52,5,3,0,27,6,3,2,1,22,4
13,Capital                                 ,001,0015 ,0048,403,8,13,92,3,7,16,6,51,13,8,6,26,4,2,2,4,16,1
13,Capital                                 ,001,0015 ,0055,440,6,23,99,5,4,38,5,0,5,2,5,29,1,1,4,0,21,7
13,Capital                                 ,001,0015 ,0056,268,6,3,53,1,5,14,3,56,6,2,2,18,1,1,0,5,9,2
13,Capital                                 ,001,0015 ,0057,268,0,0,55,1,1,16,6,41,0,4,1,17,1,2,6,3,10,0
13,Capital                                 ,001,0016 ,0049,282,7,8,59,2,9,20,3,34,15,7,3,17,0,2,1,0,14,2
13,Capital                                 ,001,0016 ,0050,283,8,6,73,1,6,25,3,37,6,5,3,16,0,1,5,2,10,2
13,Capital                                 ,001,0016 ,0058,348,9,9,82,6,8,25,0,65,10,2,3,10,1,4,1,0,11,6
13,Capital                                 ,001,0016 ,0059,348,10,8,92,2,9,26,3,58,8,3,2,18,2,0,0,1,11,3
13,Capital                                 ,001,0017 ,0051,440,19,23,92,7,7,35,3,75,7,9,1,27,2,2,5,3,15,4
13,Capital                                 ,001,0017 ,0052,440,8,14,97,1,0,35,5,50,12,11,4,48,1,2,0,2,21,10
13,Capital                                 ,001,0017 ,0053,440,9,10,105,6,9,46,4,62,8,3,1,30,0,0,5,6,18,5
13,Capital                                 ,001,0017 ,0054,440,19,0,108,8,10,34,3,58,9,5,3,39,0,3,3,1,8,4
13,Capital                                 ,001,0017 ,0055,433,5,10,118,0,0,40,0,46,0,0,0,50,3,3,5,3,19,12
13,Capital                                 ,001,0017 ,0056,434,12,13,113,3,8,32,4,47,9,4,3,28,2,2,1,2,16,9
13,Capital                                 ,001,0017 ,0060,440,12,10,100,3,6,10,1,70,18,5,3,24,3,5,4,1,15,1
13,Capital                                 ,001,0017 ,0061,440,2,20,135,6,9,24,4,68,10,2,4,26,0,4,2,1,9,2
13,Capital                                 ,001,0017 ,0062,440,7,7,123,3,5,26,5,58,8,2,4,31,0,8,5,6,18,3
13,Capital                                 ,001,0017 ,0063,440,9,14,110,9,10,21,1,64,17,2,5,16,2,2,1,5,13,6
13,Capital                                 ,001,0017 ,0064,440,8,8,116,5,15,22,7,64,8,3,1,29,1,0,0,11,6,3
13,Capital                                 ,001,0017 ,0065,440,7,15,106,6,3,25,8,68,13,4,6,25,3,4,0,1,15,4
13,Capital                                 ,001,0017 ,0066,229,2,6,57,4,0,19,1,34,1,2,1,15,4,2,2,1,4,4
13,Capital                                 ,001,0017 ,0067,229,10,4,55,4,3,20,0,31,2,0,0,17,0,2,2,3,5,0
13,Capital                                 ,001,0018 ,0057,440,0,0,120,2,8,25,5,58,18,5,4,26,4,5,0,0,14,4
13,Capital                                 ,001,0018 ,0058,440,0,0,97,4,0,30,2,62,13,3,3,29,4,2,1,1,14,5
13,Capital                                 ,001,0018 ,0059,440,0,0,96,4,16,21,3,58,16,5,4,31,2,5,3,1,22,3
13,Capital                                 ,001,0018 ,0060,440,15,11,103,0,0,42,0,69,0,3,2,36,0,8,1,0,21,7
13,Capital                                 ,001,0018 ,0061,440,8,4,98,4,11,35,3,58,9,3,7,35,4,4,3,2,25,3
13,Capital                                 ,001,0018 ,0062,243,0,0,61,2,7,13,5,34,2,4,3,15,3,0,4,0,12,2
13,Capital                                 ,001,0018 ,0063,244,3,9,38,0,5,18,1,24,7,5,2,19,0,0,1,1,17,3
13,Capital                                 ,001,0018 ,0068,440,7,10,110,11,12,28,5,77,4,2,3,18,1,2,3,0,15,5
13,Capital                                 ,001,0018 ,0069,440,12,21,100,6,11,23,3,75,8,1,2,23,2,4,2,2,17,1
13,Capital                                 ,001,0018 ,0070,440,12,9,87,15,4,28,10,86,2,9,2,25,7,3,2,1,11,4
13,Capital                                 ,001,0018 ,0071,440,9,14,107,8,11,24,6,64,3,10,0,34,1,2,2,1,15,3
13,Capital                                 ,001,0018 ,0072,440,8,9,90,7,14,33,6,80,14,4,6,22,1,0,4,2,5,2
13,Capital                                 ,001,0018 ,0073,440,4,19,104,9,8,22,1,66,8,3,2,34,3,8,3,2,20,2
13,Capital                                 ,001,0018 ,0074,332,4,15,84,1,8,18,6,58,6,5,3,19,8,1,0,5,11,1
13,Capital                                 ,001,0018 ,0075,333,0,0,82,5,8,18,8,53,8,1,4,28,1,0,1,0,11,2
13,Capital                                 ,001,0018A,0064,440,34,1,95,3,10,29,4,24,8,4,2,44,5,8,2,2,13,4
13,Capital                                 ,001,0018A,0065,440,43,43,114,3,12,30,2,11,3,0,10,36,2,6,0,2,15,2
13,Capital                                 ,001,0018A,0066,440,4,10,76,7,13,29,0,19,3,3,8,45,3,6,1,3,14,5
13,Capital                                 ,001,0018A,0067,440,7,33,75,5,7,25,0,11,4,5,13,61,5,9,8,1,15,5
13,Capital                                 ,001,0018A,0068,440,20,25,88,2,11,41,2,12,6,4,5,38,3,3,1,0,14,7
13,Capital                                 ,001,0018A,0069,440,0,0,88,7,7,30,2,14,5,1,6,60,2,10,3,3,19,3
13,Capital                                 ,001,0018A,0070,440,0,33,90,2,10,32,2,9,4,4,8,54,3,4,1,6,16,8
13,Capital                                 ,001,0018A,0071,440,13,66,81,2,11,32,1,14,1,3,4,62,0,3,0,2,12,5
13,Capital                                 ,001,0018A,0072,400,7,19,91,6,15,22,5,9,5,1,4,54,2,10,3,1,10,3
13,Capital                                 ,001,0018A,0073,401,32,9,83,2,12,28,4,11,3,8,8,50,4,3,4,0,15,0
13,Capital                                 ,001,0018A,0076,440,14,27,123,7,16,28,0,17,3,3,6,60,1,6,1,3,15,3
13,Capital                                 ,001,0018A,0077,440,0,0,119,3,7,24,3,17,4,3,4,66,3,2,3,2,20,1
13,Capital                                 ,001,0018A,0078,440,8,28,100,8,24,26,2,18,8,1,10,48,3,6,1,1,16,2
13,Capital                                 ,001,0018A,0079,440,0,0,122,5,16,6,4,19,3,7,23,0,6,2,2,22,8,59
13,Capital                                 ,001,0018A,0080,440,9,23,125,5,7,33,1,13,7,1,11,55,2,3,2,1,13,7
13,Capital                                 ,001,0018A,0081,440,10,25,117,4,14,41,0,16,3,0,4,60,2,6,0,4,12,5
13,Capital                                 ,001,0018A,0082,440,0,0,121,6,15,28,0,8,8,3,6,57,1,1,2,2,19,3
13,Capital                                 ,001,0018A,0083,440,0,0,115,2,8,21,2,15,2,2,9,54,2,7,1,1,15,13
13,Capital                                 ,001,0018A,0084,440,6,40,120,5,5,18,1,20,5,1,6,77,5,9,0,3,11,3
13,Capital                                 ,001,0018A,0085,223,3,19,62,10,3,14,1,9,4,0,3,30,0,6,0,0,6,4
13,Capital                                 ,001,0018A,0086,224,3,15,63,2,5,14,1,14,2,1,2,27,2,3,3,1,10,3
13,Capital                                 ,001,0018B,0074,440,14,17,115,6,5,43,2,47,10,5,4,33,3,3,1,1,15,2
13,Capital                                 ,001,0018B,0075,440,12,13,108,4,11,35,1,61,12,6,7,42,0,3,1,1,11,4
13,Capital                                 ,001,0018B,0076,288,7,10,69,3,4,27,0,43,4,4,4,29,2,1,0,0,15,6
13,Capital                                 ,001,0018B,0077,288,23,6,64,5,6,25,5,0,13,4,3,22,2,0,3,0,11,1
13,Capital                                 ,001,0018B,0087,440,6,5,112,10,8,38,2,81,9,3,1,25,2,3,0,1,21,0
13,Capital                                 ,001,0018B,0088,440,6,4,116,1,13,45,5,82,5,2,0,36,7,1,1,1,7,3
13,Capital                                 ,001,0018B,0089,335,0,0,75,9,9,36,0,56,3,3,4,33,3,5,1,1,15,2
13,Capital                                 ,001,0018B,0090,335,3,7,79,4,10,33,0,60,13,6,3,23,1,0,2,1,16,0
13,Capital                                 ,001,0019 ,0078,440,10,16,109,5,4,27,9,72,6,6,5,21,2,4,0,0,17,1
13,Capital                                 ,001,0019 ,0079,440,18,12,106,2,5,27,6,57,5,9,5,24,0,2,2,1,23,3
13,Capital                                 ,001,0019 ,0080,440,3,11,93,4,12,43,6,62,4,3,12,13,6,3,1,3,18,4
13,Capital                                 ,001,0019 ,0081,440,17,21,100,7,10,29,4,50,15,3,10,28,2,2,2,3,21,2
13,Capital                                 ,001,0019 ,0082,440,0,0,92,2,13,34,6,54,12,9,3,15,1,1,2,3,17,5
13,Capital                                 ,001,0019 ,0083,440,0,0,107,5,5,31,1,59,9,6,5,25,1,10,1,2,15,1
13,Capital                                 ,001,0019 ,0084,440,18,13,89,3,11,31,9,69,13,7,9,19,0,3,2,1,23,3
13,Capital                                 ,001,0019 ,0085,283,7,8,63,1,9,23,5,36,6,4,3,22,2,0,2,1,14,0
13,Capital                                 ,001,0019 ,0086,283,4,0,64,4,6,18,2,31,12,6,3,16,0,2,4,1,7,2
13,Capital                                 ,001,0019 ,0091,440,30,0,103,6,9,24,4,79,6,1,3,24,1,2,1,1,11,1
13,Capital                                 ,001,0019 ,0092,440,5,12,93,9,5,20,2,67,4,8,10,19,3,3,3,2,23,8
13,Capital                                 ,001,0019 ,0093,440,20,10,85,9,7,31,3,72,7,2,7,27,1,2,1,3,15,2
13,Capital                                 ,001,0019 ,0094,440,11,9,98,8,7,31,1,82,5,4,5,9,3,5,1,2,16,2
13,Capital                                 ,001,0019 ,0095,440,15,19,93,1,8,20,1,71,3,7,4,16,1,1,2,5,24,2
13,Capital                                 ,001,0019 ,0096,440,10,10,94,4,7,30,2,66,5,7,6,36,2,4,1,0,13,2
13,Capital                                 ,001,0019 ,0097,440,4,20,105,7,5,17,6,84,3,5,5,21,3,0,2,3,18,1
13,Capital                                 ,001,0019 ,0098,440,2,8,116,4,3,29,2,68,5,5,3,32,2,2,2,1,13,4
13,Capital                                 ,001,0019 ,0099,440,4,11,109,7,5,26,4,64,5,7,4,17,3,4,0,1,10,2
13,Capital                                 ,001,0019 ,0100,295,7,6,75,1,5,14,2,49,9,7,4,9,0,3,3,0,9,1
13,Capital                                 ,001,0019 ,0101,296,3,9,81,2,6,21,2,37,6,2,6,16,1,2,1,0,18,2
13,Capital                                 ,001,0020 ,0087,440,19,18,97,1,4,38,3,35,6,5,4,24,3,2,2,1,12,10
13,Capital                                 ,001,0020 ,0088,440,10,13,93,3,7,25,4,33,4,1,4,46,2,4,0,3,11,3
13,Capital                                 ,001,0020 ,0089,440,13,4,121,3,4,23,6,35,7,4,5,27,1,4,2,2,11,4
13,Capital                                 ,001,0020 ,0090,440,15,14,93,6,6,35,2,43,6,3,5,21,1,2,2,2,23,2
13,Capital                                 ,001,0020 ,0091,440,15,16,87,4,5,25,4,41,9,3,12,53,2,3,0,0,9,4
13,Capital                                 ,001,0020 ,0092,440,7,13,106,0,12,27,4,43,10,5,6,30,2,2,3,0,16,2
13,Capital                                 ,001,0020 ,0093,292,5,9,66,2,4,27,6,19,7,2,5,14,2,2,0,1,10,8
13,Capital                                 ,001,0020 ,0094,292,0,4,68,1,9,19,3,26,9,2,1,30,0,3,0,0,13,3
13,Capital                                 ,001,0020 ,0102,440,20,19,100,5,14,29,2,41,8,7,5,27,3,4,2,3,13,4
13,Capital                                 ,001,0020 ,0103,440,13,22,115,4,9,24,2,49,12,5,4,21,5,5,0,3,16,3
13,Capital                                 ,001,0020 ,0104,440,9,20,117,7,4,20,5,66,9,3,5,30,4,4,1,0,8,3
13,Capital                                 ,001,0020 ,0105,440,11,20,123,4,6,23,4,57,8,2,5,22,0,2,1,0,13,6
13,Capital                                 ,001,0020 ,0106,440,5,22,100,10,15,26,3,47,11,2,1,22,7,2,2,1,15,2
13,Capital                                 ,001,0020 ,0107,440,11,20,104,13,16,23,1,49,12,3,2,32,1,1,2,0,10,8
13,Capital                                 ,001,0020 ,0108,437,8,20,112,18,8,26,4,43,7,1,2,23,1,4,2,3,17,2
13,Capital                                 ,001,0020 ,0109,437,7,38,122,7,11,28,5,31,2,3,4,24,2,0,0,0,15,0
13,Capital                                 ,001,0021 ,0095,440,20,10,83,2,8,50,8,44,21,6,3,10,1,1,1,0,19,5
13,Capital                                 ,001,0021 ,0096,331,14,6,70,1,4,38,2,48,16,2,2,22,1,1,0,0,6,0
13,Capital                                 ,001,0021 ,0097,332,14,11,60,2,2,45,4,39,13,0,2,21,4,2,0,0,11,1
13,Capital                                 ,001,0021 ,0110,440,17,18,84,1,7,60,1,68,10,6,4,19,3,1,1,0,13,2
13,Capital                                 ,001,0021 ,0111,423,10,9,81,9,7,44,5,62,12,7,2,20,4,4,2,2,13,0
13,Capital                                 ,001,0021 ,0112,423,7,12,83,5,6,39,2,56,16,2,2,29,4,2,0,0,17,3
13,Capital                                 ,001,0022 ,0098,440,15,9,69,1,2,33,6,29,19,0,3,52,2,11,0,1,10,3
13,Capital                                 ,001,0022 ,0099,440,30,11,83,5,12,19,3,29,9,4,6,58,3,8,1,2,6,2
13,Capital                                 ,001,0022 ,0100,440,20,18,92,9,4,25,2,34,20,6,3,47,2,8,5,2,13,2
13,Capital                                 ,001,0022 ,0101,440,15,17,71,2,10,48,5,31,17,2,6,38,1,13,3,6,15,2
13,Capital                                 ,001,0022 ,0102,440,11,23,102,1,4,42,2,23,8,2,3,36,4,5,2,3,12,4
13,Capital                                 ,001,0022 ,0103,440,18,24,78,4,6,40,3,33,7,1,6,37,1,9,2,1,9,2
13,Capital                                 ,001,0022 ,0104,334,7,22,62,3,8,37,1,24,4,3,4,34,2,9,0,1,11,3
13,Capital                                 ,001,0022 ,0105,335,14,23,67,6,11,31,2,16,7,3,3,33,1,7,1,1,7,1
13,Capital                                 ,001,0022 ,0113,440,6,34,114,4,4,41,3,49,6,1,2,46,1,20,2,2,6,1
13,Capital                                 ,001,0022 ,0114,440,6,24,133,0,1,37,11,28,14,1,5,40,10,0,0,3,12,0
13,Capital                                 ,001,0022 ,0115,440,10,10,111,3,7,36,4,34,3,4,5,0,4,14,1,1,15,3
13,Capital                                 ,001,0022 ,0116,440,7,32,106,6,6,37,5,29,10,3,4,54,2,12,0,2,9,1
13,Capital                                 ,001,0022 ,0117,440,16,29,101,7,11,31,3,37,18,3,2,38,2,9,0,1,8,2
13,Capital                                 ,001,0022 ,0118,440,9,21,109,12,10,26,3,39,11,0,4,36,5,12,0,1,13,3
13,Capital                                 ,001,0022 ,0119,440,0,0,118,10,7,40,0,28,2,2,4,45,4,11,0,3,7,1
13,Capital                                 ,001,0022 ,0120,221,8,11,57,1,5,22,2,20,5,0,1,23,2,6,0,1,6,1
13,Capital                                 ,001,0022 ,0121,222,20,5,61,3,4,15,0,11,8,2,3,24,4,3,0,0,2,1
13,Capital                                 ,001,0023 ,0106,440,13,18,85,3,4,42,1,85,18,4,2,18,0,0,2,1,10,3
13,Capital                                 ,001,0023 ,0107,328,0,0,61,5,6,37,2,51,13,3,7,19,1,2,1,0,5,2
13,Capital                                 ,001,0023 ,0108,328,8,11,70,4,3,40,1,46,5,2,5,19,3,0,0,2,11,2
13,Capital                                 ,001,0023 ,0122,440,12,19,78,4,6,44,4,78,13,3,2,18,5,0,1,1,11,5
13,Capital                                 ,001,0023 ,0123,440,20,18,81,7,4,32,4,96,14,4,8,16,5,0,2,1,10,2
13,Capital                                 ,001,0023 ,0124,224,6,4,47,2,4,14,2,43,8,1,1,8,4,0,1,2,7,1
13,Capital                                 ,001,0023 ,0125,225,9,5,36,4,7,22,1,42,3,1,2,10,1,0,0,2,8,3
13,Capital                                 ,001,0024 ,0109,440,9,16,114,2,11,31,1,64,18,6,3,17,1,1,4,1,7,1
13,Capital                                 ,001,0024 ,0110,440,18,9,83,5,10,39,5,61,15,4,2,25,2,4,3,1,20,2
13,Capital                                 ,001,0024 ,0111,440,16,20,85,2,9,40,3,69,15,1,1,26,2,0,3,0,10,2
13,Capital                                 ,001,0024 ,0112,440,11,20,93,6,2,35,1,59,11,5,4,20,3,2,4,1,19,2
13,Capital                                 ,001,0024 ,0113,341,0,0,77,2,16,28,2,40,10,4,1,8,1,3,3,2,21,2
13,Capital                                 ,001,0024 ,0114,341,8,13,50,8,7,29,5,53,16,8,5,24,1,2,2,1,8,2
13,Capital                                 ,001,0024 ,0126,440,0,0,90,8,11,35,3,86,8,4,1,18,4,6,3,1,10,1
13,Capital                                 ,001,0024 ,0127,440,5,7,86,1,2,34,1,86,4,7,3,34,5,4,3,0,14,3
13,Capital                                 ,001,0024 ,0128,440,15,9,109,2,13,32,4,79,11,3,1,19,1,3,0,2,9,0
13,Capital                                 ,001,0024 ,0129,440,9,8,87,10,4,35,5,82,2,2,5,27,4,2,0,0,8,1
13,Capital                                 ,001,0024 ,0130,440,18,7,76,5,9,33,0,80,8,4,4,16,6,2,3,0,20,2
13,Capital                                 ,001,0024 ,0131,330,4,17,56,3,3,29,3,76,5,4,2,13,3,2,2,0,10,1
13,Capital                                 ,001,0024 ,0132,330,12,13,59,4,8,27,2,59,8,6,2,26,3,1,1,0,5,2
13,Godoy Cruz                              ,002,0025 ,0001,880,24,24,182,22,10,74,8,138,48,8,12,48,4,4,10,8,26,12
13,Godoy Cruz                              ,002,0025 ,0002,880,29,34,192,12,8,82,8,160,26,16,8,62,6,4,4,2,30,6
13,Godoy Cruz                              ,002,0025 ,0003,880,15,35,214,16,16,80,8,156,32,10,10,52,12,6,4,6,24,4
13,Godoy Cruz                              ,002,0025 ,0004,880,16,22,210,16,12,88,10,144,16,8,4,68,6,4,6,10,22,6
13,Godoy Cruz                              ,002,0025 ,0005,880,33,15,256,6,18,86,12,126,30,10,4,60,6,10,8,2,36,10
13,Godoy Cruz                              ,002,0025 ,0006,880,13,29,196,12,22,108,16,112,24,18,14,48,6,4,6,0,34,12
13,Godoy Cruz                              ,002,0025 ,0007,880,28,15,198,12,20,82,14,134,26,16,8,48,10,14,6,8,30,10
13,Godoy Cruz                              ,002,0025 ,0008,880,31,33,216,18,8,76,12,138,36,16,8,54,10,8,8,6,32,6
13,Godoy Cruz                              ,002,0025 ,0009,880,15,9,200,14,28,64,12,128,26,4,10,66,2,4,8,6,26,6
13,Godoy Cruz                              ,002,0025 ,0010,880,32,21,196,6,16,70,20,134,26,16,2,62,8,6,4,4,20,8
13,Godoy Cruz                              ,002,0025 ,0011,880,7,29,192,10,16,68,14,146,16,10,10,54,12,10,10,0,38,4
13,Godoy Cruz                              ,002,0025 ,0012,707,7,5,114,4,8,58,6,70,4,6,4,68,4,8,2,6,14,4
13,Godoy Cruz                              ,002,0025 ,0013,707,16,26,218,12,2,72,8,152,8,12,2,48,12,8,12,6,16,12
