codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0005,0014,0038,0048,0056,0060,0132,0302,0303,0304,0305,0306,0307,0308,0439
17,Capital                                 ,001,0001D,1018,407,2,1,0,15,4,3,0,0,0,1,29,0,47,3,9,21,104
17,Capital                                 ,001,0001D,1019,407,43,0,1,9,1,4,0,1,0,1,22,44,27,13,14,6,86
17,Capital                                 ,001,0001D,1020,406,1,3,2,11,2,2,2,0,2,2,31,2,48,5,14,14,93
17,Capital                                 ,001,0001D,3019,429,0,5,4,5,3,6,0,0,1,2,37,1,66,0,14,11,107
17,Capital                                 ,001,0001D,3020,429,0,2,5,9,5,5,0,0,0,0,38,0,43,3,22,5,105
17,Capital                                 ,001,0001D,3021,428,36,8,4,6,3,5,0,1,1,0,25,0,58,2,22,17,108
17,Capital                                 ,001,0001D,3022,428,0,0,1,13,1,2,0,0,0,1,25,0,69,2,22,25,90
17,Capital                                 ,001,0001D,3023,428,0,7,1,6,1,5,0,0,1,1,28,0,62,3,18,23,101
17,Capital                                 ,001,0001D,3024,428,0,0,3,12,1,2,1,0,2,0,33,0,61,4,22,1,120
17,Capital                                 ,001,0001D,3025,428,42,0,1,6,1,4,0,0,0,3,27,0,54,3,19,22,97
17,Capital                                 ,001,0001E,1021,385,0,0,3,20,0,1,0,0,1,3,19,2,68,1,10,16,89
17,Capital                                 ,001,0001E,1022,385,2,1,1,9,2,2,1,0,2,0,11,0,68,3,11,12,103
17,Capital                                 ,001,0001E,1023,384,30,1,2,13,4,3,0,0,2,1,14,0,65,3,9,9,89
17,Capital                                 ,001,0001E,1024,384,0,0,4,13,6,5,1,1,1,1,17,0,83,1,11,11,76
17,Capital                                 ,001,0001E,1025,384,0,4,1,16,1,2,1,0,0,0,16,0,74,2,8,10,97
17,Capital                                 ,001,0001E,1026,384,1,3,1,15,2,1,0,0,0,1,15,1,72,0,14,4,98
17,Capital                                 ,001,0001E,3026,440,0,0,8,14,1,2,0,0,3,1,24,1,67,2,8,1,94
17,Capital                                 ,001,0001E,3027,439,3,7,4,8,2,4,1,0,2,0,24,0,88,4,12,13,108
17,Capital                                 ,001,0001E,3028,439,0,0,5,7,2,1,0,1,2,1,30,0,88,3,11,14,119
17,Capital                                 ,001,0001E,3029,439,0,0,5,9,2,1,1,1,0,1,17,0,106,1,14,16,113
17,Capital                                 ,001,0001E,3030,439,0,0,5,14,4,0,0,0,0,1,19,2,85,6,11,12,112
17,Capital                                 ,001,0001E,3031,439,0,0,0,12,2,3,1,0,0,1,15,1,76,6,23,12,105
17,Capital                                 ,001,0001F,1027,435,0,0,2,12,1,3,5,0,1,2,22,0,58,2,12,18,111
17,Capital                                 ,001,0001F,1028,434,0,0,1,8,2,3,0,0,0,1,22,0,45,2,11,19,126
17,Capital                                 ,001,0001F,1029,434,35,4,2,12,1,2,2,0,1,0,27,0,64,0,10,15,108
17,Capital                                 ,001,0001F,1030,434,2,3,3,15,1,3,1,0,0,0,25,1,66,0,11,22,119
17,Capital                                 ,001,0001F,1031,434,0,0,5,13,1,2,4,0,1,2,31,0,67,2,15,12,112
17,Capital                                 ,001,0001F,1032,434,0,0,4,12,1,1,1,0,1,1,25,0,54,3,12,21,107
17,Capital                                 ,001,0001F,1033,434,0,1,2,12,2,4,1,0,1,1,20,0,66,2,9,18,110
17,Capital                                 ,001,0001F,1034,434,30,0,2,11,2,4,0,0,1,4,25,0,79,1,16,22,94
17,Capital                                 ,001,0001F,1035,434,2,3,0,10,2,1,0,0,0,1,25,0,73,3,10,16,121
17,Capital                                 ,001,0001F,3032,431,0,0,10,16,2,4,0,0,0,1,31,0,85,5,13,17,100
17,Capital                                 ,001,0001F,3033,431,0,6,4,8,3,4,0,0,0,0,29,1,75,2,15,15,116
17,Capital                                 ,001,0001F,3034,431,36,5,2,15,0,4,0,0,1,2,29,1,74,2,18,9,141
17,Capital                                 ,001,0001F,3035,431,0,0,7,14,2,2,3,0,2,2,32,0,56,1,8,10,114
17,Capital                                 ,001,0001F,3036,430,38,1,5,13,1,2,2,0,2,1,22,0,63,0,15,20,133
17,Capital                                 ,001,0001F,3037,430,0,0,6,0,1,3,1,0,3,1,33,0,67,0,5,17,120
17,Capital                                 ,001,0001F,3038,430,43,5,2,16,2,3,0,0,1,2,25,0,88,2,8,14,114
17,Capital                                 ,001,0001F,3039,430,32,5,1,12,1,1,0,1,0,1,26,1,82,0,12,11,144
17,Capital                                 ,001,0001F,3040,430,3,3,0,13,4,2,0,0,1,1,26,0,70,3,22,9,107
17,Capital                                 ,001,0001F,3041,430,46,0,1,18,5,1,0,0,0,2,25,1,74,4,13,13,99
17,Capital                                 ,001,0001F,3042,430,37,1,2,15,0,0,1,1,0,1,28,0,74,6,19,21,101
17,Capital                                 ,001,0001F,3043,430,42,0,0,15,0,3,0,0,0,0,29,0,69,4,15,12,104
17,Capital                                 ,001,0001G,1036,433,0,0,15,14,0,5,1,1,0,1,24,1,97,1,9,6,85
17,Capital                                 ,001,0001G,1037,433,0,0,7,8,3,5,2,0,1,4,18,0,91,4,10,11,94
17,Capital                                 ,001,0001G,1038,433,0,0,9,14,1,4,0,0,2,1,15,78,2,8,20,0,107
17,Capital                                 ,001,0001G,1039,433,0,0,2,14,4,1,1,0,0,2,13,2,89,0,15,24,107
17,Capital                                 ,001,0001G,1040,433,0,5,5,17,1,0,1,0,0,1,15,1,94,0,7,18,97
17,Capital                                 ,001,0001G,1041,433,33,2,2,13,2,5,0,0,1,1,18,0,79,3,11,13,117
17,Capital                                 ,001,0001G,1042,432,39,0,9,15,2,0,2,0,3,0,28,0,72,2,16,15,111
17,Capital                                 ,001,0001G,1043,432,0,0,1,17,3,1,1,0,0,2,15,1,94,5,8,12,105
17,Capital                                 ,001,0001G,1044,432,26,2,11,12,1,1,0,0,2,0,20,0,0,0,9,9,98
17,Capital                                 ,001,0001G,3044,401,39,0,1,22,3,1,1,0,0,4,19,0,93,2,7,9,97
17,Capital                                 ,001,0001G,3045,401,0,0,20,7,4,2,0,0,0,3,17,1,71,3,19,11,98
17,Capital                                 ,001,0001G,3046,401,43,2,1,14,1,1,3,1,0,3,25,1,78,2,1,15,113
17,Capital                                 ,001,0001G,3047,401,15,4,5,11,1,2,2,0,1,1,21,0,86,0,20,13,108
17,Capital                                 ,001,0001G,3048,401,0,0,1,12,1,0,1,0,1,1,24,2,85,1,15,8,113
17,Capital                                 ,001,0001G,3049,401,32,1,2,19,3,2,0,0,1,2,15,0,83,2,10,17,100
17,Capital                                 ,001,0001G,3050,401,0,0,0,14,0,1,1,0,0,0,27,0,71,3,10,14,116
17,Capital                                 ,001,0001G,3051,401,31,4,7,18,1,1,0,0,0,3,26,0,93,4,12,14,87
17,Capital                                 ,001,0001G,3052,400,0,0,5,15,0,1,1,0,1,0,17,0,85,4,17,12,101
17,Capital                                 ,001,0002A,1045,428,33,2,3,14,0,1,0,1,0,1,15,0,108,2,7,10,109
17,Capital                                 ,001,0002A,1046,427,33,6,2,19,0,0,0,1,1,3,5,2,116,0,13,9,113
17,Capital                                 ,001,0002A,1047,427,26,4,0,15,0,1,0,0,1,0,5,1,82,0,15,8,116
17,Capital                                 ,001,0002A,1048,427,0,0,7,20,2,8,2,0,0,1,14,0,92,3,1,12,114
17,Capital                                 ,001,0002A,1049,427,0,0,4,17,0,1,0,0,0,0,11,0,92,3,8,11,106
17,Capital                                 ,001,0002A,1050,427,27,5,3,18,4,0,0,2,0,0,14,0,99,2,6,12,103
17,Capital                                 ,001,0002A,1051,427,1,2,2,16,0,2,2,2,1,0,12,0,101,4,8,6,116
17,Capital                                 ,001,0002A,1052,427,1,1,2,21,1,2,2,0,4,2,12,0,89,0,6,8,115
17,Capital                                 ,001,0002A,1053,427,3,4,8,21,1,1,0,0,1,4,11,1,96,3,11,6,95
17,Capital                                 ,001,0002A,3053,436,28,2,5,9,1,5,0,0,1,1,13,1,121,1,8,20,123
17,Capital                                 ,001,0002A,3054,436,0,0,9,16,1,3,1,0,1,5,21,0,75,3,11,11,108
17,Capital                                 ,001,0002A,3055,436,22,0,4,13,2,0,0,0,0,11,14,1,108,1,10,18,133
17,Capital                                 ,001,0002A,3056,436,0,0,4,25,0,2,2,0,0,1,14,0,101,0,16,6,118
17,Capital                                 ,001,0002A,3057,435,3,5,8,18,1,1,2,0,0,3,14,0,98,0,12,13,127
17,Capital                                 ,001,0002A,3058,435,0,5,0,21,2,2,0,1,1,1,19,0,110,0,10,10,108
17,Capital                                 ,001,0002A,3059,435,0,0,6,8,1,5,1,0,0,2,17,2,92,2,7,18,130
17,Capital                                 ,001,0002A,3060,435,0,1,5,18,1,0,0,0,0,4,18,0,96,1,14,15,115
17,Capital                                 ,001,0002A,3061,435,0,0,5,16,4,2,0,0,1,2,21,0,119,0,11,10,108
17,Capital                                 ,001,0002B,1054,388,2,1,1,9,1,1,1,2,0,2,9,0,81,4,2,13,102
17,Capital                                 ,001,0002B,1055,387,1,1,6,13,0,8,1,1,1,2,15,0,75,3,4,13,103
17,Capital                                 ,001,0002B,1056,387,1,1,1,17,3,1,1,0,3,1,9,1,80,0,14,20,114
17,Capital                                 ,001,0002B,1057,387,33,1,1,20,2,1,1,0,0,1,10,0,85,0,10,13,97
17,Capital                                 ,001,0002B,1058,387,0,0,13,16,1,3,1,0,0,4,16,0,78,2,5,12,95
17,Capital                                 ,001,0002B,1059,387,0,0,2,6,1,0,0,0,0,1,19,0,79,3,7,10,95
17,Capital                                 ,001,0002B,3062,378,0,0,7,17,0,2,0,0,0,0,16,1,105,3,5,20,111
17,Capital                                 ,001,0002B,3063,378,3,0,4,8,0,2,2,0,2,0,11,0,94,4,8,10,100
17,Capital                                 ,001,0002B,3064,378,42,1,3,7,1,3,1,0,1,0,16,1,73,2,5,13,93
17,Capital                                 ,001,0002B,3065,378,0,0,2,9,0,0,0,0,2,3,10,0,79,1,6,5,117
17,Capital                                 ,001,0002B,3066,377,0,0,4,7,0,3,1,0,0,2,9,0,85,2,5,8,115
17,Capital                                 ,001,0002B,3067,377,0,0,4,10,0,2,0,1,0,1,15,1,70,2,5,16,104
17,Capital                                 ,001,0002C,1060,432,0,0,4,17,0,8,0,0,1,2,16,0,64,1,6,10,113
17,Capital                                 ,001,0002C,1061,432,0,0,11,13,0,6,0,0,0,2,19,0,72,1,14,20,96
17,Capital                                 ,001,0002C,1062,432,0,0,0,16,1,6,1,0,1,1,25,0,77,0,13,17,115
17,Capital                                 ,001,0002C,1063,432,0,0,3,10,1,2,1,0,1,2,17,0,43,4,8,18,118
17,Capital                                 ,001,0002C,1064,431,29,3,13,10,0,2,1,0,1,0,12,0,59,4,12,19,102
17,Capital                                 ,001,0002C,1065,431,0,0,4,18,1,3,0,1,3,1,21,0,52,5,8,17,101
17,Capital                                 ,001,0002C,1066,431,4,0,1,11,0,6,0,0,2,1,12,0,74,3,6,5,113
17,Capital                                 ,001,0002C,3068,445,0,0,3,12,1,2,2,2,0,1,24,1,55,8,6,2,112
17,Capital                                 ,001,0002C,3069,445,2,2,2,11,2,4,0,1,0,1,18,0,78,1,6,23,125
17,Capital                                 ,001,0002C,3070,445,0,0,2,9,0,6,2,0,2,1,26,0,65,3,18,15,110
17,Capital                                 ,001,0002C,3071,445,0,0,2,16,2,1,1,0,1,5,16,0,74,4,0,15,118
17,Capital                                 ,001,0002C,3072,445,0,0,2,15,1,1,1,0,0,2,20,0,75,4,11,13,108
17,Capital                                 ,001,0002C,3073,445,2,0,1,7,1,5,1,1,1,25,0,57,5,12,13,0,126
17,Capital                                 ,001,0002C,3074,445,45,0,1,12,0,4,1,0,1,3,18,0,68,2,13,14,114
17,Capital                                 ,001,0002C,3075,444,0,0,3,15,1,6,0,0,0,0,17,1,74,5,11,28,113
17,Capital                                 ,001,0002D,1067,409,0,2,5,15,2,0,1,1,1,3,6,4,94,0,9,7,100
17,Capital                                 ,001,0002D,1068,409,0,3,0,15,3,2,2,0,1,0,14,1,93,2,3,9,115
17,Capital                                 ,001,0002D,1069,408,0,0,4,15,2,2,0,1,0,0,13,1,83,2,2,0,120
17,Capital                                 ,001,0002D,1070,408,0,0,5,16,0,1,1,2,0,0,13,2,98,1,6,5,106
17,Capital                                 ,001,0002D,1071,408,3,2,4,22,0,0,0,1,0,1,11,0,104,1,5,6,109
17,Capital                                 ,001,0002D,1072,408,17,3,3,7,1,3,0,0,0,3,5,1,76,0,5,10,107
17,Capital                                 ,001,0002D,1073,408,2,2,6,12,0,2,0,1,0,2,7,0,93,6,1,8,95
17,Capital                                 ,001,0002D,1074,408,0,0,4,14,0,0,0,0,1,4,14,1,114,2,5,5,102
17,Capital                                 ,001,0002D,1075,408,0,0,3,10,1,1,1,0,1,4,8,4,93,0,6,10,126
17,Capital                                 ,001,0002D,1076,408,1,4,7,16,1,1,0,0,0,3,11,1,91,1,3,1,119
17,Capital                                 ,001,0002D,3076,430,0,0,3,13,2,1,0,0,1,0,19,4,105,0,13,9,100
17,Capital                                 ,001,0002D,3077,430,0,3,17,10,0,1,2,0,0,2,10,0,127,2,8,6,126
17,Capital                                 ,001,0002D,3078,430,2,0,2,16,0,0,0,0,0,0,12,1,134,1,9,6,130
17,Capital                                 ,001,0002D,3079,430,0,9,9,15,1,2,0,0,0,0,8,2,109,1,10,5,113
17,Capital                                 ,001,0002D,3080,430,0,1,3,12,1,0,2,0,0,1,18,2,128,1,8,4,119
17,Capital                                 ,001,0002D,3081,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Capital                                 ,001,0002D,3082,429,2,3,5,13,1,0,0,0,0,1,8,3,119,2,5,9,122
17,Capital                                 ,001,0002D,3083,429,0,2,4,0,0,1,0,0,0,2,18,1,117,0,7,13,114
17,Capital                                 ,001,0002D,3084,429,0,11,5,18,0,2,0,0,0,1,10,1,112,0,7,1,124
17,Capital                                 ,001,0002D,3085,429,0,0,10,3,0,1,1,0,1,5,14,1,113,1,11,6,107
17,Capital                                 ,001,0002D,3086,429,0,0,3,15,2,0,0,0,1,0,16,1,114,2,13,0,106
17,Capital                                 ,001,0002E,1077,348,0,0,2,14,1,2,0,0,1,2,7,0,73,3,5,8,87
17,Capital                                 ,001,0002E,1078,348,1,0,0,10,1,1,2,0,1,4,13,0,74,0,7,5,98
17,Capital                                 ,001,0002E,1079,348,0,0,3,16,1,1,0,0,0,0,12,0,88,2,8,4,75
17,Capital                                 ,001,0002E,1080,347,0,0,5,6,4,3,1,0,0,2,7,1,56,0,10,7,86
17,Capital                                 ,001,0002E,3087,370,0,0,7,14,0,2,0,0,0,1,9,0,58,0,9,8,108
17,Capital                                 ,001,0002E,3088,370,0,0,3,14,0,1,2,0,1,2,11,0,85,1,6,10,94
17,Capital                                 ,001,0002E,3089,370,0,0,2,10,0,1,0,0,1,1,13,0,88,2,4,6,112
17,Capital                                 ,001,0002E,3090,369,33,0,0,12,0,3,1,0,1,0,7,0,89,1,6,10,105
17,Capital                                 ,001,0002E,3091,369,0,2,0,3,0,0,0,0,0,0,16,1,85,0,3,7,138
17,Capital                                 ,001,0002F,1081,419,21,2,0,18,2,2,0,0,0,2,13,1,84,5,5,9,105
17,Capital                                 ,001,0002F,1082,419,0,0,8,8,2,0,0,0,1,4,12,0,77,3,8,12,105
17,Capital                                 ,001,0002F,1083,418,0,0,3,14,0,2,0,0,1,2,9,0,101,2,0,8,114
17,Capital                                 ,001,0002F,1084,418,29,0,2,22,0,1,0,0,0,2,10,0,81,3,10,6,114
17,Capital                                 ,001,0002F,1085,418,0,0,5,14,1,1,2,0,0,1,14,0,94,2,10,11,102
17,Capital                                 ,001,0002F,1086,418,1,2,2,15,2,3,0,0,0,1,7,0,75,4,6,4,118
17,Capital                                 ,001,0002F,1087,418,0,1,3,24,1,1,0,1,2,1,14,2,65,0,6,11,91
17,Capital                                 ,001,0002F,3092,412,0,0,0,21,0,2,1,0,1,1,19,0,110,1,0,25,93
17,Capital                                 ,001,0002F,3093,412,0,0,2,16,0,0,0,0,1,1,13,3,83,5,4,19,104
17,Capital                                 ,001,0002F,3094,412,0,0,4,10,0,0,0,0,2,1,20,0,103,2,6,3,113
17,Capital                                 ,001,0002F,3095,412,30,0,0,8,0,0,0,0,1,2,14,0,96,2,0,17,99
17,Capital                                 ,001,0002F,3096,412,0,0,0,27,1,3,1,0,0,1,18,0,87,2,12,14,113
17,Capital                                 ,001,0002F,3097,412,0,0,2,7,0,5,1,0,0,4,9,1,95,2,9,9,14
17,Capital                                 ,001,0002F,3098,412,3,4,7,12,1,1,0,0,0,0,8,0,94,0,7,6,114
17,Capital                                 ,001,0002F,3099,411,1,0,2,19,2,4,2,0,0,3,13,1,86,1,8,13,117
17,Capital                                 ,001,0002F,3100,411,0,0,3,11,1,2,0,0,1,0,15,1,97,4,6,6,109
17,Capital                                 ,001,0002F,3101,411,3,1,2,15,3,1,0,0,2,1,14,1,89,3,10,7,99
17,Capital                                 ,001,0002G,1088,429,0,0,11,13,1,1,1,0,2,0,10,1,101,1,6,8,110
17,Capital                                 ,001,0002G,1089,429,0,1,7,11,1,1,1,0,1,2,14,1,88,5,10,11,112
17,Capital                                 ,001,0002G,1090,429,0,0,3,17,2,0,0,0,0,1,10,0,89,0,4,8,113
17,Capital                                 ,001,0002G,1091,429,8,8,5,7,0,0,0,8,8,2,6,2,93,1,0,11,140
17,Capital                                 ,001,0002G,1092,429,0,0,14,11,2,2,1,0,2,1,6,0,97,1,8,7,103
17,Capital                                 ,001,0002G,1093,429,22,3,15,14,5,2,0,0,4,1,15,1,112,0,6,3,97
17,Capital                                 ,001,0002G,1094,429,1,4,9,16,0,1,1,0,1,2,9,0,104,1,5,5,7
17,Capital                                 ,001,0002G,1095,428,1,8,7,13,0,2,1,1,1,2,11,1,89,1,6,11,97
17,Capital                                 ,001,0002G,1096,428,0,0,0,15,1,1,0,0,0,0,0,0,0,0,0,0,129
17,Capital                                 ,001,0002G,1097,428,0,0,2,13,0,1,0,1,0,3,15,2,90,2,3,0,121
17,Capital                                 ,001,0002G,1098,428,2,2,1,18,0,0,0,0,0,0,8,0,104,1,9,8,104
17,Capital                                 ,001,0002G,3102,412,0,0,0,9,0,0,0,0,1,0,14,0,119,1,5,7,0
17,Capital                                 ,001,0002G,3103,412,0,0,7,6,0,1,0,1,1,3,11,0,103,2,6,0,110
17,Capital                                 ,001,0002G,3104,412,0,2,1,20,2,3,0,0,0,4,12,2,105,0,6,11,105
17,Capital                                 ,001,0002G,3105,412,1,0,9,9,1,2,2,0,0,0,9,0,102,0,13,4,111
17,Capital                                 ,001,0002G,3106,412,1,0,2,17,3,0,1,0,0,0,12,1,108,2,1,0,116
17,Capital                                 ,001,0002G,3107,412,38,4,8,14,1,1,0,1,1,0,15,1,103,3,11,6,100
17,Capital                                 ,001,0002G,3108,412,4,2,2,17,0,0,0,0,0,4,14,0,118,1,5,5,133
17,Capital                                 ,001,0002G,3109,412,0,0,4,14,0,2,1,0,0,1,15,0,97,3,1,10,133
17,Capital                                 ,001,0002G,3110,412,1,1,2,10,1,0,1,0,0,1,5,0,98,3,10,1,113
17,Capital                                 ,001,0002G,3111,412,0,0,3,16,0,1,1,1,1,0,25,98,1,4,4,6,110
17,Capital                                 ,001,0002G,3112,412,0,0,1,19,1,0,0,0,0,0,11,0,88,1,11,6,113
17,Capital                                 ,001,0002H,1099,353,22,3,6,8,0,0,1,0,1,1,11,1,62,2,5,9,99
17,Capital                                 ,001,0002H,1100,353,26,0,4,18,2,0,1,0,1,1,4,0,78,1,7,8,103
17,Capital                                 ,001,0002H,1101,352,2,4,3,13,1,0,0,0,0,0,11,1,64,3,6,9,98
17,Capital                                 ,001,0002H,3113,349,2,0,0,9,0,0,2,0,3,0,13,0,81,0,5,5,99
17,Capital                                 ,001,0002H,3114,349,26,4,3,12,1,0,0,0,1,0,4,0,68,3,5,9,110
17,Capital                                 ,001,0002H,3115,349,28,4,5,11,1,3,0,0,0,2,5,1,84,2,12,8,108
17,Capital                                 ,001,0002H,3116,348,3,0,1,10,1,2,0,1,0,2,13,0,82,2,7,3,123
17,Capital                                 ,001,0002I,1102,413,0,0,7,8,0,0,1,1,0,2,8,4,87,2,6,4,125
17,Capital                                 ,001,0002I,1103,413,0,0,9,12,0,0,0,0,0,1,7,5,105,0,1,3,116
17,Capital                                 ,001,0002I,1104,413,2,3,9,14,3,0,0,0,1,1,5,1,103,0,7,1,119
17,Capital                                 ,001,0002I,1105,413,3,3,1,15,0,0,2,0,1,2,10,0,119,0,1,4,119
17,Capital                                 ,001,0002I,1106,413,0,2,0,17,2,0,1,0,2,0,3,1,118,2,4,3,108
17,Capital                                 ,001,0002I,1107,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Capital                                 ,001,0002I,1108,413,3,7,0,10,0,0,0,0,0,4,8,1,135,1,1,6,102
17,Capital                                 ,001,0002I,1109,413,3,1,6,8,3,0,0,0,1,1,4,2,127,1,3,2,110
17,Capital                                 ,001,0002I,1110,413,0,0,11,8,0,0,0,0,1,0,7,0,115,0,7,6,97
17,Capital                                 ,001,0002I,1111,413,24,0,13,12,1,0,0,0,1,0,8,0,107,4,2,5,120
17,Capital                                 ,001,0002I,1112,413,0,0,2,14,0,1,0,2,0,1,1,0,130,0,2,5,110
17,Capital                                 ,001,0002I,1113,412,0,0,4,9,0,0,1,0,1,0,6,0,118,1,0,5,106
17,Capital                                 ,001,0002I,3117,429,4,2,2,21,0,0,0,0,0,0,10,0,0,1,7,4,124
17,Capital                                 ,001,0002I,3118,429,0,0,3,13,0,0,0,0,0,1,10,1,113,3,6,10,127
17,Capital                                 ,001,0002I,3119,428,0,0,8,8,1,0,0,1,1,0,9,0,126,4,8,2,114
17,Capital                                 ,001,0002I,3120,428,0,0,1,0,1,1,0,1,2,4,7,0,141,1,6,5,128
17,Capital                                 ,001,0002I,3121,428,0,0,0,8,1,1,1,1,1,2,12,0,147,1,0,0,129
17,Capital                                 ,001,0002I,3122,428,0,0,5,18,0,0,1,0,0,1,12,0,131,2,5,4,127
17,Capital                                 ,001,0002I,3123,428,0,0,2,10,3,1,1,0,2,2,5,0,151,2,5,6,111
17,Capital                                 ,001,0002I,3124,428,1,3,0,10,0,0,0,1,0,1,17,0,140,0,3,7,106
17,Capital                                 ,001,0002I,3125,428,2,3,2,5,0,0,0,0,0,1,12,0,121,1,0,0,134
17,Capital                                 ,001,0002I,3126,428,3,4,1,6,2,2,0,0,1,1,8,0,149,2,1,2,118
17,Capital                                 ,001,0002I,3127,428,0,0,6,12,0,0,0,1,1,1,7,1,126,1,6,7,86
17,Capital                                 ,001,0002J,1114,423,0,0,2,14,1,0,0,0,1,1,8,0,103,1,8,5,118
17,Capital                                 ,001,0002J,1115,423,0,0,3,11,0,0,1,0,0,2,2,1,111,0,3,7,138
17,Capital                                 ,001,0002J,1116,423,0,0,5,13,2,0,2,0,1,0,4,0,112,0,1,8,135
17,Capital                                 ,001,0002J,1117,422,2,1,3,12,1,0,2,1,0,0,7,2,106,3,3,4,126
17,Capital                                 ,001,0002J,1118,422,0,0,1,15,1,0,0,1,0,1,6,1,90,1,4,7,124
17,Capital                                 ,001,0002J,1119,422,0,0,3,10,1,1,2,0,1,17,0,109,1,6,1,0,101
17,Capital                                 ,001,0002J,1120,422,3,3,2,16,0,0,0,0,0,1,9,0,103,2,5,11,131
17,Capital                                 ,001,0002J,1121,422,0,2,2,14,1,0,3,0,1,1,8,2,104,5,6,5,116
17,Capital                                 ,001,0002J,1122,422,0,0,0,10,1,0,1,0,0,0,9,1,108,1,5,10,111
17,Capital                                 ,001,0002J,3128,403,0,0,3,8,1,3,1,0,0,1,9,1,108,4,17,6,114
17,Capital                                 ,001,0002J,3129,403,0,0,3,11,0,1,1,0,3,0,9,0,107,1,0,2,140
