codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00095,00005,00009,00094,00079,00006,00061,00004
22,001,CAPITAL,05100,093936,0,0,16,162,32,34,15,2,1,5,2
22,001,CAPITAL,05100,093937,0,0,18,150,39,48,13,8,1,2,10
22,001,CAPITAL,05100,093938,0,0,14,160,43,34,6,6,0,3,4
22,001,CAPITAL,05100,093939,0,0,23,131,36,46,18,8,1,2,2
22,001,CAPITAL,05100,093940,0,0,7,135,33,57,18,3,0,7,4
22,001,CAPITAL,05100,093941,0,0,8,144,37,53,14,2,1,5,5
22,001,CAPITAL,05100,093942,0,0,12,158,31,32,15,7,1,0,1
22,001,CAPITAL,05100,093943,0,0,19,168,13,32,13,4,0,4,6
22,001,CAPITAL,05100,093944,0,0,7,153,30,47,14,2,0,1,4
22,001,CAPITAL,05100,093945,0,0,16,148,49,32,15,4,0,12,6
22,001,CAPITAL,05100,093946,0,0,15,173,30,30,8,6,0,0,3
22,001,CAPITAL,05100,093947,0,0,22,141,23,33,22,6,1,9,8
22,001,CAPITAL,05100,093948,0,0,10,144,48,38,9,6,0,6,4
22,001,CAPITAL,05100,093949,0,0,16,119,26,73,14,3,0,4,5
22,001,CAPITAL,05100,093950,0,0,19,29,14,62,15,7,148,2,3
22,001,CAPITAL,05100,093951,0,0,0,129,46,66,25,5,2,9,2
22,001,CAPITAL,05100,093952,0,0,0,180,47,24,25,1,1,4,1
22,001,CAPITAL,05100,093953,0,0,12,144,49,47,8,3,1,4,8
22,001,CAPITAL,05100,093954,0,0,14,180,37,34,9,8,1,4,1
22,001,CAPITAL,05100,093955,0,0,10,130,44,49,12,13,3,5,4
22,001,CAPITAL,05100,093956,0,0,18,162,24,43,6,3,0,3,2
22,001,CAPITAL,05100,093957,0,0,21,139,25,53,9,3,0,4,8
22,001,CAPITAL,05100,093958,0,0,12,146,28,60,16,7,0,4,5
22,001,CAPITAL,05100,093959,0,0,25,128,35,55,16,4,2,1,2
22,001,CAPITAL,05100,093960,0,0,15,150,33,38,19,5,1,0,1
22,001,CAPITAL,05100,093961,0,0,13,145,19,55,16,2,0,3,0
22,001,CAPITAL,05100,093962,0,0,7,165,37,35,9,5,1,5,7
22,001,CAPITAL,05100,093963,0,0,20,130,36,61,12,2,2,2,4
22,001,CAPITAL,05101,093964,0,0,23,94,31,69,21,4,0,2,12
22,001,CAPITAL,05101,093965,0,0,23,105,28,68,15,0,0,3,3
22,001,CAPITAL,05101,093966,0,0,20,101,47,54,15,6,1,2,7
