codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00001,00062,00008,00005,00065,00063,00009,00002,00051,00064,00004
04,007,ISCHILÍN,01633,050248,0,0,1,15,3,5,94,0,37,72,0,4,4,4
04,007,ISCHILÍN,01633,050249,0,0,0,14,0,9,84,2,37,112,3,0,0,4
04,007,ISCHILÍN,01633,050250,0,0,1,10,4,4,95,2,41,97,0,1,1,6
04,007,ISCHILÍN,01633,050251,0,0,0,20,1,6,93,2,38,99,2,0,0,5
04,007,ISCHILÍN,01633,050252,0,0,8,7,0,3,84,0,28,118,0,4,0,6
04,007,ISCHILÍN,01633,050253,0,0,6,21,3,4,67,1,37,113,0,1,0,3
04,007,ISCHILÍN,01633,050254,0,0,8,13,4,2,92,0,42,74,1,0,1,2
04,007,ISCHILÍN,01633,050255,0,0,11,15,3,3,54,0,34,108,0,2,0,5
04,007,ISCHILÍN,01633,050256,0,0,5,14,1,1,78,0,43,88,0,2,0,2
04,007,ISCHILÍN,01633,050257,0,0,12,7,4,3,49,0,52,111,1,1,0,1
04,007,ISCHILÍN,01633,050258,0,0,13,13,1,3,66,2,29,95,1,0,0,7
04,007,ISCHILÍN,01633,050259,0,0,2,16,6,5,63,2,33,107,3,0,0,8
04,007,ISCHILÍN,01633,050260,0,0,16,8,0,2,87,0,36,83,2,0,0,1
04,007,ISCHILÍN,01633,050261,0,0,20,21,2,5,81,1,40,71,3,0,0,2
04,007,ISCHILÍN,01633,050262,0,0,7,22,3,1,68,1,28,89,0,1,2,3
04,007,ISCHILÍN,01633,050263,0,0,11,14,3,6,74,1,31,49,4,1,0,4
04,007,ISCHILÍN,01633,050264,0,0,15,5,0,6,16,0,30,162,0,1,0,8
04,007,ISCHILÍN,01633,050265,0,0,4,15,3,2,98,0,37,72,1,1,1,3
04,007,ISCHILÍN,01633,050266,0,0,13,16,0,1,77,0,34,102,2,1,0,5
04,007,ISCHILÍN,01633,050267,0,0,15,14,7,5,73,0,35,77,0,1,1,2
04,007,ISCHILÍN,01633,050268,0,0,5,11,4,5,79,2,43,78,2,3,0,8
04,007,ISCHILÍN,01633,050269,0,0,0,18,1,4,76,1,61,73,3,1,0,4
04,007,ISCHILÍN,01633,050270,0,0,2,19,4,3,78,2,44,88,2,1,0,7
04,007,ISCHILÍN,01633,050271,0,0,15,8,2,6,85,0,53,87,2,1,0,3
04,007,ISCHILÍN,01633,050272,0,0,21,10,3,6,83,1,39,77,0,1,1,3
04,007,ISCHILÍN,01633,050273,0,0,0,17,6,4,81,1,39,70,0,0,0,3
04,007,ISCHILÍN,01633,050274,0,0,15,15,2,2,71,0,43,88,2,3,0,4
04,007,ISCHILÍN,01633,050275,0,0,22,13,2,4,90,0,43,67,4,0,0,4
04,007,ISCHILÍN,01633,050276,0,0,6,10,3,4,104,1,19,103,1,1,0,4
04,007,ISCHILÍN,01633,050277,0,0,2,16,3,8,98,1,40,64,0,3,0,2
04,007,ISCHILÍN,01633,050278,0,0,14,14,3,4,93,0,43,62,2,1,0,5
04,007,ISCHILÍN,01633,050279,0,0,13,14,1,5,78,0,43,94,1,0,0,6
04,007,ISCHILÍN,01633,050280,0,0,10,12,1,4,71,0,40,88,1,0,0,3
04,007,ISCHILÍN,01633,050281,0,0,13,12,3,3,102,2,35,72,1,2,0,7
04,007,ISCHILÍN,01633,050282,0,0,23,13,1,3,101,1,38,62,3,1,0,1
04,007,ISCHILÍN,01633,050283,0,0,18,16,5,4,75,0,33,81,2,0,0,7
04,007,ISCHILÍN,01633,050284,0,0,10,9,3,4,85,0,34,85,1,2,2,2
04,007,ISCHILÍN,01633,050285,0,0,3,15,2,0,78,1,35,85,0,1,0,3
04,007,ISCHILÍN,01633,050286,0,0,8,8,2,5,102,0,34,71,2,1,0,1
04,007,ISCHILÍN,01633,050287,0,0,8,17,6,5,61,0,33,104,1,1,0,4
04,007,ISCHILÍN,01633,050288,0,0,13,13,1,4,92,1,33,71,0,1,0,6
04,007,ISCHILÍN,01633,050289,0,0,12,12,0,10,74,0,37,97,1,0,0,4
04,007,ISCHILÍN,01633,050290,0,0,12,13,3,6,77,0,45,89,0,4,0,3
04,007,ISCHILÍN,01633,050291,0,0,11,11,4,6,71,1,38,106,0,0,0,4
04,007,ISCHILÍN,01633,050292,0,0,12,14,4,8,65,0,35,103,0,0,1,8
04,007,ISCHILÍN,01633,050293,0,0,9,11,4,4,77,0,42,87,4,1,1,1
04,007,ISCHILÍN,01633,050294,0,0,1,16,11,5,92,1,38,69,0,1,0,3
04,007,ISCHILÍN,01633,050295,0,0,2,7,3,7,83,0,54,74,3,0,1,3
04,007,ISCHILÍN,01633,050296,0,0,16,13,3,3,66,1,34,97,1,1,2,3
04,007,ISCHILÍN,01633,050297,0,0,18,21,1,3,91,2,43,8,2,1,0,4
04,007,ISCHILÍN,01633,050298,0,0,0,9,6,6,92,2,26,81,1,0,0,3
04,007,ISCHILÍN,01633,050299,0,0,9,10,6,2,94,0,40,66,4,2,1,3
04,007,ISCHILÍN,01633,050300,0,0,13,11,0,5,73,0,32,105,4,0,0,4
04,007,ISCHILÍN,01634,050301,0,0,0,2,0,0,9,0,3,32,0,0,0,1
04,007,ISCHILÍN,01635,050302,0,0,0,2,1,1,26,0,0,11,0,1,0,0
04,007,ISCHILÍN,01636,050303,0,0,13,6,1,5,80,1,71,48,1,1,0,0
04,007,ISCHILÍN,01636,050304,0,0,7,3,0,0,57,0,51,71,6,1,1,1
04,007,ISCHILÍN,01636,050305,0,0,17,8,2,3,58,1,60,64,1,0,0,1
04,007,ISCHILÍN,01636,050306,0,0,7,4,1,1,74,0,42,78,0,1,0,5
04,007,ISCHILÍN,01636,050307,0,0,5,10,1,0,63,1,61,67,2,1,0,2
04,007,ISCHILÍN,01636,050308,0,0,14,5,2,2,68,4,63,58,0,1,0,1
04,007,ISCHILÍN,01636,050309,0,0,12,9,4,4,52,0,58,70,2,0,2,1
04,007,ISCHILÍN,01636,050310,0,0,3,6,2,5,65,1,60,64,0,0,0,2
04,007,ISCHILÍN,01636,050311,0,0,15,8,2,4,66,1,45,51,0,1,0,1
04,007,ISCHILÍN,01636,050312,0,0,10,3,2,3,60,2,59,74,0,0,1,2
04,007,ISCHILÍN,01636,050313,0,0,14,6,0,2,77,1,50,54,0,3,0,0
04,007,ISCHILÍN,01636,050314,0,0,17,7,1,0,79,0,50,55,1,0,0,2
04,007,ISCHILÍN,01636,050315,0,0,5,2,1,1,88,2,51,66,0,0,0,0
04,007,ISCHILÍN,01637,050316,0,0,8,11,2,1,74,0,33,69,0,2,0,1
04,007,ISCHILÍN,01637,050317,0,0,13,5,3,1,80,0,37,56,2,1,0,0
04,007,ISCHILÍN,01637,050318,0,0,7,11,0,0,73,0,43,54,2,0,0,1
04,007,ISCHILÍN,01637,050319,0,0,4,6,0,1,52,0,50,70,0,2,0,1
04,007,ISCHILÍN,01638,050320,0,0,2,2,0,0,7,0,7,21,0,0,1,0
04,007,ISCHILÍN,01639,050321,0,0,0,0,0,0,7,0,0,5,0,0,0,0
04,007,ISCHILÍN,01640,050322,0,0,0,1,0,0,20,1,22,47,0,0,0,1
04,007,ISCHILÍN,01641,050323,0,0,10,5,0,2,70,0,70,84,3,0,0,0
04,007,ISCHILÍN,01642,050324,0,0,0,1,0,0,132,0,23,24,0,0,0,0
04,007,ISCHILÍN,01642,050325,0,0,0,2,0,0,145,0,11,29,1,0,0,0
04,008,JUÁREZ CELMAN,01643,050326,0,0,6,8,1,2,75,2,31,59,3,0,0,5
04,008,JUÁREZ CELMAN,01643,050327,0,0,15,18,10,6,60,0,45,63,2,0,0,2
04,008,JUÁREZ CELMAN,01643,050328,0,0,10,21,12,6,56,0,39,69,2,0,2,5
04,008,JUÁREZ CELMAN,01643,050329,0,0,7,16,3,0,39,0,53,97,1,1,0,3
04,008,JUÁREZ CELMAN,01643,050330,0,0,14,14,4,7,41,0,61,86,3,2,0,1
04,008,JUÁREZ CELMAN,01643,050331,0,0,9,19,4,8,46,0,48,86,2,0,1,5
04,008,JUÁREZ CELMAN,01643,050332,0,0,7,13,1,3,66,1,40,90,1,1,0,6
04,008,JUÁREZ CELMAN,01643,050333,0,0,4,15,5,6,52,1,62,72,3,0,0,2
04,008,JUÁREZ CELMAN,01643,050334,0,0,4,25,5,4,57,0,50,67,1,2,2,4
04,008,JUÁREZ CELMAN,01643,050335,0,0,9,16,4,3,66,7,52,72,3,0,0,0
04,008,JUÁREZ CELMAN,01643,050336,0,0,13,14,11,6,65,0,52,72,2,0,1,4
04,008,JUÁREZ CELMAN,01643,050337,0,0,2,15,0,5,60,0,46,66,1,0,0,4
04,008,JUÁREZ CELMAN,01643,050338,0,0,15,9,8,7,50,2,70,71,1,1,1,3
04,008,JUÁREZ CELMAN,01643,050339,0,0,3,14,12,4,53,2,46,86,1,1,0,1
04,008,JUÁREZ CELMAN,01643,050340,0,0,25,14,3,3,62,7,59,61,3,0,0,0
04,008,JUÁREZ CELMAN,01643,050341,0,0,9,21,5,3,50,1,58,87,0,0,0,2
04,008,JUÁREZ CELMAN,01644,050342,0,0,5,0,1,1,11,0,12,24,0,0,0,0
04,008,JUÁREZ CELMAN,01645,050343,0,0,16,13,3,4,47,1,21,94,1,1,1,2
04,008,JUÁREZ CELMAN,01645,050344,0,0,7,16,0,1,41,1,32,85,1,2,0,3
04,008,JUÁREZ CELMAN,01645,050345,0,0,7,13,3,3,51,2,41,59,1,0,1,1
04,008,JUÁREZ CELMAN,01645,050346,0,0,19,15,1,0,51,0,37,72,1,0,1,3
04,008,JUÁREZ CELMAN,01646,050347,0,0,9,19,2,3,74,0,24,101,3,0,0,2
04,008,JUÁREZ CELMAN,01646,050348,0,0,5,23,1,10,94,3,20,90,4,1,0,3
04,008,JUÁREZ CELMAN,01646,050349,0,0,2,15,6,8,86,2,16,107,1,1,1,10
04,008,JUÁREZ CELMAN,01646,050350,0,0,13,12,2,5,92,1,12,100,2,1,0,4
04,008,JUÁREZ CELMAN,01646,050351,0,0,25,14,2,0,52,1,15,150,0,1,0,4
04,008,JUÁREZ CELMAN,01646,050352,0,0,11,17,4,5,75,0,21,128,1,0,0,7
04,008,JUÁREZ CELMAN,01646,050353,0,0,12,26,1,6,77,1,15,120,0,2,0,2
04,008,JUÁREZ CELMAN,01646,050354,0,0,2,15,2,5,83,1,9,129,0,0,1,1
04,008,JUÁREZ CELMAN,01646,050355,0,0,0,17,5,11,61,3,22,129,1,0,1,4
04,008,JUÁREZ CELMAN,01646,050356,0,0,12,15,3,7,65,2,23,114,1,1,0,7
04,008,JUÁREZ CELMAN,01646,050357,0,0,11,21,2,4,86,0,17,102,4,1,0,5
04,008,JUÁREZ CELMAN,01646,050358,0,0,5,17,3,10,71,1,21,117,1,0,0,5
04,008,JUÁREZ CELMAN,01646,050359,0,0,0,7,4,2,73,1,15,129,3,2,0,6
04,008,JUÁREZ CELMAN,01646,050360,0,0,10,11,2,4,70,1,20,123,1,0,0,4
04,008,JUÁREZ CELMAN,01646,050361,0,0,7,22,1,8,75,1,21,107,2,1,0,9
04,008,JUÁREZ CELMAN,01646,050362,0,0,12,15,1,4,82,1,20,89,2,0,0,7
04,008,JUÁREZ CELMAN,01646,050363,0,0,1,16,2,4,86,1,13,132,0,2,0,6
04,008,JUÁREZ CELMAN,01646,050364,0,0,8,15,2,4,67,2,22,116,1,1,0,4
04,008,JUÁREZ CELMAN,01646,050365,0,0,42,25,0,7,67,0,10,99,5,0,1,1
04,008,JUÁREZ CELMAN,01646,050366,0,0,21,20,1,6,82,2,20,99,2,0,0,5
04,008,JUÁREZ CELMAN,01646,050367,0,0,9,24,1,4,85,0,18,105,8,2,0,2
04,008,JUÁREZ CELMAN,01646,050368,0,0,13,18,2,11,86,16,0,92,3,0,0,3
04,008,JUÁREZ CELMAN,01646,050369,0,0,0,17,7,4,82,0,14,104,2,1,0,2
04,008,JUÁREZ CELMAN,01646,050370,0,0,15,15,1,9,56,0,23,137,0,1,0,6
04,008,JUÁREZ CELMAN,01646,050371,0,0,15,15,0,10,73,1,17,100,2,0,0,4
04,008,JUÁREZ CELMAN,01646,050372,0,0,3,20,1,5,99,1,26,75,1,0,0,7
04,008,JUÁREZ CELMAN,01646,050373,0,0,10,16,1,4,71,0,18,125,2,1,1,6
04,008,JUÁREZ CELMAN,01646,050374,0,0,5,9,3,5,72,3,24,107,0,0,0,8
04,008,JUÁREZ CELMAN,01646,050375,0,0,17,21,2,7,104,0,18,88,3,1,0,0
04,008,JUÁREZ CELMAN,01646,050376,0,0,10,16,3,6,85,0,19,92,2,1,1,1
04,008,JUÁREZ CELMAN,01646,050377,0,0,9,12,5,2,101,0,11,94,3,1,0,9
04,008,JUÁREZ CELMAN,01647,050378,0,0,13,16,0,3,63,0,24,127,2,1,1,0
04,008,JUÁREZ CELMAN,01647,050379,0,0,2,18,2,3,60,0,26,128,2,1,1,2
04,008,JUÁREZ CELMAN,01647,050380,0,0,4,13,2,5,57,2,53,100,1,1,0,2
04,008,JUÁREZ CELMAN,01647,050381,0,0,9,21,3,3,85,2,33,84,1,2,1,3
04,008,JUÁREZ CELMAN,01647,050382,0,0,20,14,5,3,74,0,42,79,2,5,0,0
04,008,JUÁREZ CELMAN,01647,050383,0,0,3,12,4,0,68,2,43,108,4,1,0,9
04,008,JUÁREZ CELMAN,01648,050384,0,0,5,16,1,4,44,1,49,83,2,0,0,2
04,008,JUÁREZ CELMAN,01648,050385,0,0,16,12,1,0,34,1,45,79,3,0,0,6
04,008,JUÁREZ CELMAN,01648,050386,0,0,11,18,0,4,45,0,44,66,1,1,0,1
04,008,JUÁREZ CELMAN,01648,050387,0,0,7,24,2,2,54,1,34,77,1,1,0,3
04,008,JUÁREZ CELMAN,01649,050388,0,0,13,19,4,6,75,1,22,87,3,0,0,5
04,008,JUÁREZ CELMAN,01649,050389,0,0,10,13,4,4,79,0,26,111,0,2,0,7
04,008,JUÁREZ CELMAN,01649,050390,0,0,26,19,2,7,61,1,30,98,3,0,1,5
04,008,JUÁREZ CELMAN,01649,050391,0,0,10,15,5,4,53,0,15,151,1,1,0,11
04,008,JUÁREZ CELMAN,01649,050392,0,0,8,11,6,9,56,0,23,107,1,2,0,8
04,008,JUÁREZ CELMAN,01649,050393,0,0,15,16,3,5,68,4,18,114,2,0,0,11
04,008,JUÁREZ CELMAN,01649,050394,0,0,12,14,4,5,45,1,25,135,3,1,0,6
04,008,JUÁREZ CELMAN,01649,050395,0,0,10,18,4,3,50,0,20,141,0,1,0,6
04,008,JUÁREZ CELMAN,01649,050396,0,0,20,15,5,3,59,0,22,107,2,1,2,5
04,008,JUÁREZ CELMAN,01649,050397,0,0,8,16,4,8,59,1,25,118,3,2,0,11
04,008,JUÁREZ CELMAN,01649,050398,0,0,20,11,4,0,56,0,25,121,4,0,0,5
04,008,JUÁREZ CELMAN,01649,050399,0,0,4,19,1,3,42,0,17,157,0,0,0,7
04,008,JUÁREZ CELMAN,01649,050400,0,0,16,15,4,3,59,2,33,111,6,1,0,5
04,008,JUÁREZ CELMAN,01649,050401,0,0,12,17,2,4,41,1,35,120,2,3,0,9
04,008,JUÁREZ CELMAN,01649,050402,0,0,21,11,3,8,60,0,24,111,4,0,1,10
04,008,JUÁREZ CELMAN,01649,050403,0,0,11,22,12,6,65,0,23,113,3,0,0,10
04,008,JUÁREZ CELMAN,01649,050404,0,0,2,0,3,2,44,1,23,139,1,0,1,13
04,008,JUÁREZ CELMAN,01649,050405,0,0,18,16,1,5,63,0,27,112,1,1,0,10
04,008,JUÁREZ CELMAN,01649,050406,0,0,22,11,4,3,49,0,22,136,3,1,0,11
04,008,JUÁREZ CELMAN,01649,050407,0,0,20,14,1,4,69,0,28,105,2,2,0,5
04,008,JUÁREZ CELMAN,01649,050408,0,0,29,15,6,2,66,4,22,87,1,0,2,4
04,008,JUÁREZ CELMAN,01649,050409,0,0,11,11,3,7,37,0,19,152,0,0,0,10
04,008,JUÁREZ CELMAN,01649,050410,0,0,19,16,3,11,50,0,20,124,0,1,0,5
04,008,JUÁREZ CELMAN,01649,050411,0,0,14,17,2,8,69,3,33,105,1,1,0,7
04,008,JUÁREZ CELMAN,01649,050412,0,0,20,13,3,3,51,2,21,115,0,0,1,7
04,008,JUÁREZ CELMAN,01649,050413,0,0,15,14,2,8,64,0,17,110,2,2,1,4
04,008,JUÁREZ CELMAN,01649,050414,0,0,10,8,2,4,47,3,27,133,2,3,0,7
04,008,JUÁREZ CELMAN,01649,050415,0,0,21,16,0,6,47,0,20,122,3,0,1,10
04,008,JUÁREZ CELMAN,01649,050416,0,0,12,11,6,4,64,0,20,129,0,1,0,13
04,008,JUÁREZ CELMAN,01650,050417,0,0,10,2,0,0,10,0,24,10,0,0,0,0
04,008,JUÁREZ CELMAN,01651,050418,0,0,7,8,1,3,42,0,59,78,1,0,1,3
04,008,JUÁREZ CELMAN,01651,050419,0,0,4,9,2,7,47,2,43,79,0,1,1,3
04,008,JUÁREZ CELMAN,01651,050420,0,0,2,4,3,1,61,1,39,65,1,1,0,1
04,008,JUÁREZ CELMAN,01651,050421,0,0,18,10,2,0,48,1,45,74,11,0,0,3
04,008,JUÁREZ CELMAN,01652,050422,0,0,10,9,4,7,85,1,12,100,2,3,0,14
04,008,JUÁREZ CELMAN,01652,050423,0,0,12,19,9,5,90,3,15,102,2,0,0,6
04,008,JUÁREZ CELMAN,01652,050424,0,0,7,10,8,4,72,1,27,117,3,0,0,8
04,008,JUÁREZ CELMAN,01652,050425,0,0,10,16,7,3,75,0,14,100,0,1,0,7
04,008,JUÁREZ CELMAN,01652,050426,0,0,9,15,6,6,62,1,27,121,0,0,0,8
04,008,JUÁREZ CELMAN,01652,050427,0,0,5,12,3,4,89,1,18,100,0,0,1,6
04,008,JUÁREZ CELMAN,01652,050428,0,0,7,8,4,3,58,1,20,119,0,0,0,9
04,008,JUÁREZ CELMAN,01652,050429,0,0,4,14,10,6,78,0,15,113,3,1,0,8
04,008,JUÁREZ CELMAN,01652,050430,0,0,16,15,6,4,84,0,23,95,1,1,0,2
04,008,JUÁREZ CELMAN,01652,050431,0,0,6,10,0,7,61,6,19,110,2,0,0,9
04,008,JUÁREZ CELMAN,01652,050432,0,0,6,10,7,5,77,0,22,120,3,1,0,12
04,008,JUÁREZ CELMAN,01652,050433,0,0,9,17,3,6,76,1,15,91,2,1,0,6
04,008,JUÁREZ CELMAN,01652,050434,0,0,15,11,4,6,89,0,23,112,5,0,0,9
04,008,JUÁREZ CELMAN,01652,050435,0,0,1,16,6,2,81,0,14,112,0,2,0,2
04,008,JUÁREZ CELMAN,01652,050436,0,0,7,19,3,3,82,0,31,99,3,1,0,6
04,008,JUÁREZ CELMAN,01652,050437,0,0,6,20,1,4,70,0,23,115,2,1,1,4
04,008,JUÁREZ CELMAN,01652,050438,0,0,14,13,4,4,76,0,21,104,5,1,0,3
04,008,JUÁREZ CELMAN,01652,050439,0,0,2,8,10,4,105,2,23,81,1,0,1,2
04,008,JUÁREZ CELMAN,01652,050440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,008,JUÁREZ CELMAN,01652,050441,0,0,0,16,4,0,64,4,17,116,0,0,1,3
04,008,JUÁREZ CELMAN,01652,050442,0,0,13,12,3,3,85,0,17,114,2,1,0,4
04,008,JUÁREZ CELMAN,01652,050443,0,0,13,4,5,3,86,1,29,97,2,1,0,9
04,008,JUÁREZ CELMAN,01652,050444,0,0,11,19,3,3,89,0,14,109,3,0,0,5
04,008,JUÁREZ CELMAN,01652,050445,0,0,19,10,5,4,79,1,25,103,8,0,1,2
04,008,JUÁREZ CELMAN,01652,050446,0,0,6,11,7,2,59,3,23,131,2,0,0,12
04,008,JUÁREZ CELMAN,01652,050447,0,0,0,9,6,6,77,2,28,110,0,2,1,2
04,008,JUÁREZ CELMAN,01652,050448,0,0,4,17,8,7,86,1,21,92,1,1,0,8
04,008,JUÁREZ CELMAN,01652,050449,0,0,3,11,5,6,86,5,20,104,1,0,2,4
04,008,JUÁREZ CELMAN,01652,050450,0,0,9,11,5,4,82,0,16,95,2,0,0,8
04,008,JUÁREZ CELMAN,01652,050451,0,0,11,18,4,6,87,4,13,93,2,1,0,4
04,008,JUÁREZ CELMAN,01652,050452,0,0,9,8,1,4,90,0,18,85,1,1,0,13
04,008,JUÁREZ CELMAN,01652,050453,0,0,6,19,9,3,90,0,16,93,2,0,1,10
04,008,JUÁREZ CELMAN,01652,050454,0,0,12,15,6,6,84,3,14,107,1,2,0,5
04,008,JUÁREZ CELMAN,01653,050455,0,0,8,8,2,2,54,0,52,42,0,0,0,2
04,008,JUÁREZ CELMAN,01653,050456,0,0,11,5,0,1,42,0,0,59,0,0,0,1
04,008,JUÁREZ CELMAN,01653,050457,0,0,8,6,0,1,59,0,69,64,1,1,0,1
04,008,JUÁREZ CELMAN,01654,050458,0,0,12,19,0,2,44,4,28,125,2,2,0,2
04,008,JUÁREZ CELMAN,01654,050459,0,0,11,16,1,3,61,1,21,124,2,1,0,12
04,008,JUÁREZ CELMAN,01655,050460,0,0,16,13,0,5,59,0,42,72,4,1,0,1
04,008,JUÁREZ CELMAN,01655,050461,0,0,14,8,1,1,86,0,27,79,0,0,2,2
04,008,JUÁREZ CELMAN,01655,050462,0,0,9,13,0,2,81,0,47,69,4,2,0,1
04,008,JUÁREZ CELMAN,01655,050463,0,0,7,16,2,1,74,1,39,70,1,0,1,1
04,008,JUÁREZ CELMAN,01655,050464,0,0,18,19,0,2,72,0,34,60,3,2,0,2
04,008,JUÁREZ CELMAN,01656,050465,0,0,15,8,2,3,67,2,71,65,0,1,0,0
04,008,JUÁREZ CELMAN,01656,050466,0,0,9,10,1,3,75,0,49,83,2,0,0,1
04,008,JUÁREZ CELMAN,01656,050467,0,0,19,14,1,4,58,4,36,89,3,1,0,4
04,008,JUÁREZ CELMAN,01656,050468,0,0,7,5,0,9,78,1,41,79,0,1,0,3
04,008,JUÁREZ CELMAN,01656,050469,0,0,12,8,3,8,90,0,45,62,2,1,0,0
04,008,JUÁREZ CELMAN,01656,050470,0,0,10,3,0,6,57,0,69,84,0,1,0,1
04,008,JUÁREZ CELMAN,01656,050471,0,0,5,6,1,1,79,1,38,77,4,0,0,4
04,008,JUÁREZ CELMAN,01657,050472,0,0,9,7,1,2,84,2,36,88,2,1,0,3
04,008,JUÁREZ CELMAN,01657,050473,0,0,4,16,3,5,59,0,39,99,1,2,0,7
04,008,JUÁREZ CELMAN,01657,050474,0,0,5,16,1,5,52,2,3,117,3,1,0,2
04,008,JUÁREZ CELMAN,01657,050475,0,0,11,16,0,6,66,1,25,94,1,0,0,4
04,008,JUÁREZ CELMAN,01657,050476,0,0,13,9,2,5,58,1,29,105,1,1,0,5
04,008,JUÁREZ CELMAN,01657,050477,0,0,6,11,0,4,61,0,35,117,2,0,0,5
04,008,JUÁREZ CELMAN,01657,050478,0,0,2,20,3,7,54,0,25,100,0,0,1,2
04,008,JUÁREZ CELMAN,01657,050479,0,0,17,16,4,10,72,0,18,82,5,2,0,0
04,008,JUÁREZ CELMAN,01657,050480,0,0,10,15,1,5,66,1,41,88,2,0,0,4
04,008,JUÁREZ CELMAN,01657,050481,0,0,20,22,3,2,55,4,44,78,2,1,0,0
04,008,JUÁREZ CELMAN,01657,050482,0,0,16,12,0,4,53,2,36,105,1,3,0,5
04,008,JUÁREZ CELMAN,01657,050483,0,0,7,15,2,6,59,1,23,117,2,0,3,1
04,008,JUÁREZ CELMAN,01657,050484,0,0,16,19,5,3,65,2,29,78,1,2,2,2
04,008,JUÁREZ CELMAN,01657,050485,0,0,7,18,1,5,51,4,33,89,5,0,0,3
04,008,JUÁREZ CELMAN,01657,050486,0,0,11,11,0,4,70,5,40,81,0,2,0,5
04,008,JUÁREZ CELMAN,01658,050487,0,0,1,1,1,0,11,0,26,14,1,0,0,1
04,008,JUÁREZ CELMAN,01659,050488,0,0,1,1,0,0,20,0,9,65,0,1,1,4
04,009,MARCOS JUÁREZ,01660,050489,0,0,7,11,1,5,61,1,41,82,2,1,1,1
04,009,MARCOS JUÁREZ,01660,050490,0,0,7,13,5,0,53,0,32,83,3,0,0,3
04,009,MARCOS JUÁREZ,01660,050491,0,0,5,6,5,3,59,0,40,94,1,3,0,4
04,009,MARCOS JUÁREZ,01660,050492,0,0,17,17,0,6,59,1,29,94,3,0,1,6
04,009,MARCOS JUÁREZ,01660,050493,0,0,0,10,5,6,31,1,40,121,1,0,0,5
04,009,MARCOS JUÁREZ,01660,050494,0,0,3,16,2,6,58,0,53,108,1,0,0,5
04,009,MARCOS JUÁREZ,01660,050495,0,0,23,14,5,2,46,0,34,116,1,1,0,5
04,009,MARCOS JUÁREZ,01660,050496,0,0,2,10,3,0,59,1,44,104,0,0,1,1
04,009,MARCOS JUÁREZ,01660,050497,0,0,3,10,7,4,58,0,35,78,0,1,0,2
04,009,MARCOS JUÁREZ,01660,050498,0,0,21,10,3,3,54,0,28,97,1,1,0,0
04,009,MARCOS JUÁREZ,01661,050499,0,0,3,22,1,3,41,0,6,130,1,0,0,7
04,009,MARCOS JUÁREZ,01661,050500,0,0,6,19,1,5,62,0,8,147,3,1,1,4
04,009,MARCOS JUÁREZ,01661,050501,0,0,9,12,1,7,59,0,7,138,2,0,0,4
04,009,MARCOS JUÁREZ,01661,050502,0,0,9,23,1,1,46,1,7,139,1,0,0,4
04,009,MARCOS JUÁREZ,01661,050503,0,0,4,20,2,1,37,1,19,142,2,0,1,7
04,009,MARCOS JUÁREZ,01661,050504,0,0,0,10,2,1,43,2,7,142,1,0,0,5
04,009,MARCOS JUÁREZ,01661,050505,0,0,9,20,1,5,36,0,5,154,2,1,1,3
04,009,MARCOS JUÁREZ,01661,050506,0,0,11,20,4,7,53,0,7,124,1,3,0,5
04,009,MARCOS JUÁREZ,01661,050507,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,009,MARCOS JUÁREZ,01661,050508,0,0,19,19,1,6,49,0,13,133,1,0,0,5
04,009,MARCOS JUÁREZ,01661,050509,0,0,3,15,1,1,46,0,11,144,2,0,0,3
04,009,MARCOS JUÁREZ,01661,050510,0,0,7,15,1,6,40,0,4,150,2,0,0,5
04,009,MARCOS JUÁREZ,01661,050511,0,0,8,14,0,5,58,1,14,134,0,0,1,4
04,009,MARCOS JUÁREZ,01661,050512,0,0,4,20,0,4,44,3,14,131,2,0,0,3
04,009,MARCOS JUÁREZ,01661,050513,0,0,10,18,0,2,62,2,4,121,3,0,0,2
04,009,MARCOS JUÁREZ,01661,050514,0,0,15,15,0,5,68,0,8,125,0,0,1,6
04,009,MARCOS JUÁREZ,01661,050515,0,0,4,15,1,1,53,1,7,150,2,2,0,3
04,009,MARCOS JUÁREZ,01661,050516,0,0,4,20,0,4,62,1,6,130,0,0,0,3
04,009,MARCOS JUÁREZ,01661,050517,0,0,4,23,0,3,52,0,6,146,2,1,1,6
04,009,MARCOS JUÁREZ,01662,050518,0,0,10,10,1,0,66,1,45,110,1,1,0,9
04,009,MARCOS JUÁREZ,01662,050519,0,0,43,13,1,4,51,1,37,87,2,1,0,7
04,009,MARCOS JUÁREZ,01662,050520,0,0,18,7,1,6,90,0,42,92,0,0,0,2
04,009,MARCOS JUÁREZ,01662,050521,0,0,4,12,1,6,65,0,40,87,1,0,0,4
04,009,MARCOS JUÁREZ,01662,050522,0,0,18,12,0,0,63,3,52,84,0,0,2,6
04,009,MARCOS JUÁREZ,01662,050523,0,0,18,20,2,9,55,0,48,79,2,1,0,3
04,009,MARCOS JUÁREZ,01663,050524,0,0,1,3,0,1,45,1,50,40,0,0,0,2
04,009,MARCOS JUÁREZ,01663,050525,0,0,0,3,2,4,30,0,42,27,2,0,1,3
04,009,MARCOS JUÁREZ,01664,050526,0,0,5,24,1,1,70,1,34,107,1,0,0,7
