codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00024,00036,00037,00050,00067
15,001,Confluencia,03657,074345,0,0,22,11,21,84,114,43
15,001,Confluencia,03657,074346,0,0,18,19,20,62,124,56
15,001,Confluencia,03657,074347,0,0,0,8,18,66,134,34
15,001,Confluencia,03657,074348,0,0,4,18,13,66,106,52
15,001,Confluencia,03657,074349,0,0,20,15,13,82,118,37
15,001,Confluencia,03658,074350,0,0,13,13,17,52,149,28
15,001,Confluencia,03658,074351,0,0,6,14,21,57,141,34
15,001,Confluencia,03658,074352,0,0,12,11,12,70,157,24
15,001,Confluencia,03658,074353,0,0,10,10,14,67,151,35
15,001,Confluencia,03658,074354,0,0,11,10,27,41,148,33
15,001,Confluencia,03658,074355,0,0,8,6,12,66,152,44
15,001,Confluencia,03658,074356,0,0,15,7,18,46,147,34
15,001,Confluencia,03658,074357,0,0,17,12,17,51,144,27
15,001,Confluencia,03658,074358,0,0,12,7,18,67,131,40
15,001,Confluencia,03658,074359,0,0,16,11,13,41,151,40
15,001,Confluencia,03658,074360,0,0,10,8,12,65,172,25
15,001,Confluencia,03658,074361,0,0,10,11,11,67,149,36
15,001,Confluencia,03658,074362,0,0,9,7,11,52,170,34
15,001,Confluencia,03658,074363,0,0,12,8,18,56,145,22
15,001,Confluencia,03658,074364,0,0,15,5,19,52,161,31
15,001,Confluencia,03658,074365,0,0,14,11,12,57,146,26
15,001,Confluencia,03658,074366,0,0,14,10,12,67,165,19
15,001,Confluencia,03658,074367,0,0,12,8,9,65,163,34
15,001,Confluencia,03658,074368,0,0,13,4,14,59,155,39
15,001,Confluencia,03658,074369,0,0,10,13,12,39,159,38
15,001,Confluencia,03658,074370,0,0,13,7,12,66,157,30
15,001,Confluencia,03658,074371,0,0,10,18,16,52,158,33
15,001,Confluencia,03658,074372,0,0,13,9,21,54,153,29
15,001,Confluencia,03658,074373,0,0,11,16,26,52,147,27
15,001,Confluencia,03658,074374,0,0,18,10,17,62,152,32
15,001,Confluencia,03658,074375,0,0,17,11,11,51,143,33
15,001,Confluencia,03658,074376,0,0,9,9,19,59,152,38
15,001,Confluencia,03658,074377,0,0,19,7,18,55,152,35
15,001,Confluencia,03658,074378,0,0,12,6,16,69,152,30
15,001,Confluencia,03658,074379,0,0,4,11,11,70,147,39
15,001,Confluencia,03658,074380,0,0,12,11,17,49,162,37
15,001,Confluencia,03658,074381,0,0,1,5,19,60,154,32
15,001,Confluencia,03658,074382,0,0,12,10,12,43,160,36
15,001,Confluencia,03658,074383,0,0,12,18,18,50,150,30
15,001,Confluencia,03658,074384,0,0,12,9,13,65,137,35
15,001,Confluencia,03658,074385,0,0,15,16,11,60,161,25
15,001,Confluencia,03658,074386,0,0,20,14,9,59,137,32
15,001,Confluencia,03658,074387,0,0,9,9,11,52,163,36
15,001,Confluencia,03658,101004,0,0,0,0,0,0,0,0
15,001,Confluencia,03659,074388,0,0,24,11,14,68,131,40
15,001,Confluencia,03659,074389,0,0,15,7,20,57,143,31
15,001,Confluencia,03659,074390,0,0,16,9,26,59,123,43
15,001,Confluencia,03659,074391,0,0,16,12,25,53,127,58
15,001,Confluencia,03659,074392,0,0,20,11,22,56,135,37
15,001,Confluencia,03659,074393,0,0,18,17,19,58,148,31
15,001,Confluencia,03659,074394,0,0,15,9,24,65,135,38
15,001,Confluencia,03659,074395,0,0,19,12,11,58,152,31
15,001,Confluencia,03659,074396,0,0,3,5,20,67,145,39
15,001,Confluencia,03659,074397,0,0,15,25,17,58,140,26
15,001,Confluencia,03659,074398,0,0,11,8,20,56,155,36
15,001,Confluencia,03659,074399,0,0,13,14,33,66,121,29
15,001,Confluencia,03659,074400,0,0,10,9,17,82,127,43
15,001,Confluencia,03659,074401,0,0,12,16,23,66,126,34
15,001,Confluencia,03659,074402,0,0,13,14,28,55,130,39
15,001,Confluencia,03659,074403,0,0,13,18,19,55,136,42
15,001,Confluencia,03659,074404,0,0,10,8,27,60,150,40
15,001,Confluencia,03659,074405,0,0,24,9,20,40,150,48
15,001,Confluencia,03659,074406,0,0,12,7,18,74,131,40
15,001,Confluencia,03659,074407,0,0,11,10,24,69,114,47
15,001,Confluencia,03659,074408,0,0,15,16,26,63,127,38
15,001,Confluencia,03659,074409,0,0,20,17,30,48,120,44
15,001,Confluencia,03660,074410,0,0,0,11,13,45,148,29
15,001,Confluencia,03660,074411,0,0,11,11,9,56,135,35
15,001,Confluencia,03660,074412,0,0,18,12,13,37,161,32
15,001,Confluencia,03660,074413,0,0,10,7,10,58,133,29
15,001,Confluencia,03660,074414,0,0,9,8,8,46,164,31
15,001,Confluencia,03660,074415,0,0,9,16,15,44,152,30
15,001,Confluencia,03660,074416,0,0,12,5,16,61,149,38
15,001,Confluencia,03660,074417,0,0,12,9,9,63,142,36
15,001,Confluencia,03660,074418,0,0,14,10,17,49,139,39
