codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0005,0014,0038,0048,0056,0060,0132,0302,0303,0304,0305,0306,0307,0308,0439
17,Capital                                 ,001,0001C,3018,382,19,2,1,9,2,7,1,0,3,0,21,0,58,4,13,17,87
17,Capital                                 ,001,0001D,1015,407,1,3,0,13,1,2,1,0,1,2,15,0,64,2,10,16,109
17,Capital                                 ,001,0001D,1016,407,41,6,1,8,1,9,1,0,0,0,19,0,54,2,22,0,93
17,Capital                                 ,001,0001D,1017,407,31,3,6,16,1,5,4,0,1,1,17,1,56,3,17,18,101
17,Capital                                 ,001,0001D,1018,407,2,1,0,14,5,3,0,0,0,1,22,0,47,4,9,21,111
17,Capital                                 ,001,0001D,1019,407,58,0,1,9,1,4,0,1,0,1,25,44,27,13,12,8,68
17,Capital                                 ,001,0001D,1020,406,1,3,2,10,2,2,2,0,2,2,29,2,50,5,8,20,101
17,Capital                                 ,001,0001D,3019,429,0,5,4,5,3,6,0,0,1,2,31,1,65,0,11,12,114
17,Capital                                 ,001,0001D,3020,429,0,2,5,10,5,5,0,0,1,0,33,0,64,3,19,5,118
17,Capital                                 ,001,0001D,3021,428,33,9,4,6,2,5,0,1,1,0,25,0,62,2,17,16,115
17,Capital                                 ,001,0001D,3022,428,0,0,1,13,1,3,0,0,0,1,19,0,72,2,20,25,98
17,Capital                                 ,001,0001D,3023,428,0,7,1,6,1,4,0,0,1,0,33,0,65,3,13,23,116
17,Capital                                 ,001,0001D,3024,428,0,0,3,11,1,2,1,0,2,0,30,0,57,3,20,0,106
17,Capital                                 ,001,0001D,3025,428,38,0,1,5,1,5,0,0,0,3,25,0,58,4,16,24,113
17,Capital                                 ,001,0001E,1021,385,0,0,3,20,0,1,0,0,1,3,20,2,67,1,10,16,91
17,Capital                                 ,001,0001E,1022,385,2,1,1,9,2,2,1,0,2,0,11,0,67,3,11,13,103
17,Capital                                 ,001,0001E,1023,384,30,1,2,13,4,3,0,0,2,1,14,0,64,3,9,11,88
17,Capital                                 ,001,0001E,1024,384,0,0,4,12,6,4,1,1,1,1,16,0,84,0,11,12,80
17,Capital                                 ,001,0001E,1025,384,0,4,1,15,1,2,1,0,0,0,13,0,74,2,7,2,101
17,Capital                                 ,001,0001E,1026,384,1,3,0,15,2,1,0,0,0,1,13,1,74,0,13,4,96
17,Capital                                 ,001,0001E,3026,440,0,0,8,14,1,1,0,0,3,1,23,1,68,2,8,1,97
17,Capital                                 ,001,0001E,3027,439,3,7,4,6,2,4,1,0,2,0,23,0,92,4,10,14,117
17,Capital                                 ,001,0001E,3028,439,0,0,5,7,2,1,0,1,2,1,30,0,91,3,10,15,122
17,Capital                                 ,001,0001E,3029,439,0,0,5,9,2,0,0,1,0,1,18,0,105,1,14,15,108
17,Capital                                 ,001,0001E,3030,439,0,0,6,13,4,0,0,0,1,1,17,2,86,6,10,12,115
17,Capital                                 ,001,0001E,3031,439,0,0,0,12,2,3,1,0,0,1,13,1,76,5,22,13,110
17,Capital                                 ,001,0001F,1027,435,0,0,2,13,1,3,4,0,1,1,20,0,82,0,11,17,114
17,Capital                                 ,001,0001F,1028,434,0,0,1,6,2,3,0,0,0,1,16,1,47,2,11,20,133
17,Capital                                 ,001,0001F,1029,434,25,4,2,12,1,2,1,0,1,0,25,0,65,0,9,13,123
17,Capital                                 ,001,0001F,1030,434,2,3,2,13,1,4,1,0,0,0,23,1,69,0,12,21,128
17,Capital                                 ,001,0001F,1031,434,0,0,5,13,1,2,3,0,0,1,29,0,70,1,15,13,113
17,Capital                                 ,001,0001F,1032,434,0,0,4,12,1,1,1,0,1,1,20,0,63,3,10,20,117
17,Capital                                 ,001,0001F,1033,434,0,2,2,10,2,4,1,0,1,1,20,0,68,2,9,16,115
17,Capital                                 ,001,0001F,1034,434,30,0,2,11,2,3,0,0,1,1,25,0,81,1,16,23,95
17,Capital                                 ,001,0001F,1035,434,2,3,0,9,2,1,0,0,0,1,27,0,72,2,11,11,128
17,Capital                                 ,001,0001F,3032,431,0,0,10,16,2,5,0,0,0,1,28,0,84,5,12,17,111
17,Capital                                 ,001,0001F,3033,431,0,6,4,7,3,4,0,0,0,0,28,1,75,1,14,17,121
17,Capital                                 ,001,0001F,3034,431,37,5,2,12,0,4,0,0,1,2,26,1,70,2,16,10,151
17,Capital                                 ,001,0001F,3035,431,0,0,8,11,2,2,1,0,2,2,27,0,65,1,6,11,121
17,Capital                                 ,001,0001F,3036,430,33,1,5,11,1,3,1,0,2,1,21,0,69,0,14,21,136
17,Capital                                 ,001,0001F,3037,430,0,0,6,10,1,4,1,0,3,1,29,0,67,1,5,17,124
17,Capital                                 ,001,0001F,3038,430,42,7,2,15,2,2,0,0,1,1,23,0,89,2,6,13,123
17,Capital                                 ,001,0001F,3039,430,32,5,1,12,1,1,0,1,0,0,20,1,79,0,12,12,153
17,Capital                                 ,001,0001F,3040,430,3,3,0,14,4,2,0,0,1,1,28,0,65,4,19,11,119
17,Capital                                 ,001,0001F,3041,430,23,0,1,19,18,1,0,0,0,1,24,1,74,5,13,12,110
17,Capital                                 ,001,0001F,3042,430,38,1,2,12,0,0,1,1,0,0,26,0,82,5,16,21,102
17,Capital                                 ,001,0001F,3043,430,48,0,0,12,0,3,0,0,0,0,26,0,66,5,12,12,113
17,Capital                                 ,001,0001G,1036,433,0,0,15,13,0,4,1,1,0,1,26,0,99,1,8,6,86
17,Capital                                 ,001,0001G,1037,433,3,0,6,8,3,4,2,0,1,4,17,0,93,4,9,12,99
17,Capital                                 ,001,0001G,1038,433,0,0,9,14,1,4,0,0,2,1,13,81,2,8,20,0,116
17,Capital                                 ,001,0001G,1039,433,0,0,2,13,4,1,1,0,0,2,13,2,89,0,15,22,115
17,Capital                                 ,001,0001G,1040,433,0,5,5,16,1,0,1,0,0,1,19,1,93,1,6,19,101
17,Capital                                 ,001,0001G,1041,433,31,2,2,13,2,5,0,0,1,1,18,0,80,3,11,14,117
17,Capital                                 ,001,0001G,1042,432,39,1,9,15,2,0,2,0,3,0,26,0,73,2,16,15,117
17,Capital                                 ,001,0001G,1043,432,0,0,1,17,3,2,1,0,0,2,14,1,96,5,7,18,102
17,Capital                                 ,001,0001G,1044,432,25,2,11,10,1,1,0,0,2,0,22,0,0,0,10,12,100
17,Capital                                 ,001,0001G,3044,401,36,0,1,23,3,1,1,0,0,4,19,0,94,1,7,9,99
17,Capital                                 ,001,0001G,3045,401,0,0,20,7,4,2,0,0,0,3,17,1,71,3,19,11,99
17,Capital                                 ,001,0001G,3046,401,41,2,1,11,1,1,2,1,0,3,25,1,80,2,8,18,117
17,Capital                                 ,001,0001G,3047,401,16,4,5,11,1,2,0,0,1,1,19,0,88,0,19,14,112
17,Capital                                 ,001,0001G,3048,401,0,0,1,10,1,0,0,0,1,0,24,1,86,1,13,9,118
17,Capital                                 ,001,0001G,3049,401,33,2,2,18,3,1,0,0,1,1,14,0,83,2,10,17,102
17,Capital                                 ,001,0001G,3050,401,0,0,0,14,0,1,1,0,0,0,25,0,71,3,9,14,124
17,Capital                                 ,001,0001G,3051,401,30,4,8,18,1,1,0,0,0,3,21,0,95,4,11,13,92
17,Capital                                 ,001,0001G,3052,400,0,0,5,13,0,1,0,0,1,0,17,0,86,5,18,14,104
17,Capital                                 ,001,0002A,1045,428,25,2,3,14,0,1,0,0,0,1,7,0,108,12,7,10,116
17,Capital                                 ,001,0002A,1046,427,28,6,0,19,0,4,0,1,1,3,5,2,114,0,13,9,118
17,Capital                                 ,001,0002A,1047,427,26,4,0,16,0,1,0,0,1,0,5,0,82,0,14,8,120
17,Capital                                 ,001,0002A,1048,427,0,0,7,20,2,7,1,0,0,1,12,0,93,3,1,12,119
17,Capital                                 ,001,0002A,1049,427,0,0,4,16,0,1,0,0,0,0,11,0,91,3,8,11,110
17,Capital                                 ,001,0002A,1050,427,0,5,3,17,4,0,0,2,0,0,12,0,101,2,6,12,106
17,Capital                                 ,001,0002A,1051,427,1,2,2,16,0,2,2,2,1,0,12,0,99,4,8,6,121
17,Capital                                 ,001,0002A,1052,427,1,1,2,21,1,0,1,0,4,1,11,0,90,0,5,8,121
17,Capital                                 ,001,0002A,1053,427,3,4,8,22,1,1,0,0,1,4,12,1,96,3,11,6,99
17,Capital                                 ,001,0002A,3053,436,27,2,5,9,0,5,0,0,1,1,11,1,122,1,9,19,126
17,Capital                                 ,001,0002A,3054,436,0,3,8,13,1,3,0,0,1,5,21,0,112,3,11,12,117
17,Capital                                 ,001,0002A,3055,436,22,0,4,13,1,0,0,0,0,11,10,1,108,1,10,18,141
17,Capital                                 ,001,0002A,3056,436,0,0,4,17,0,2,2,0,0,1,13,0,102,0,16,8,122
17,Capital                                 ,001,0002A,3057,435,3,5,8,15,1,1,2,0,0,3,14,0,96,0,13,13,131
17,Capital                                 ,001,0002A,3058,435,0,5,1,19,2,1,0,1,1,1,19,0,110,0,10,10,113
17,Capital                                 ,001,0002A,3059,435,0,0,6,11,1,5,1,0,0,2,15,2,95,3,6,18,132
17,Capital                                 ,001,0002A,3060,435,0,2,5,16,1,1,0,0,0,4,17,0,90,1,12,16,118
17,Capital                                 ,001,0002A,3061,435,0,0,5,13,4,2,0,0,1,2,20,0,118,0,11,11,113
17,Capital                                 ,001,0002B,1054,388,2,1,1,8,1,1,1,2,0,2,9,0,80,4,2,15,107
17,Capital                                 ,001,0002B,1055,387,1,1,6,13,0,7,1,2,1,2,14,0,75,3,4,11,107
17,Capital                                 ,001,0002B,1056,387,1,1,1,17,3,1,1,0,2,2,9,1,78,0,15,19,117
17,Capital                                 ,001,0002B,1057,387,27,1,1,18,2,1,0,0,0,1,9,0,82,1,10,13,109
17,Capital                                 ,001,0002B,1058,387,0,0,13,17,1,3,1,0,0,4,13,0,80,2,5,14,98
17,Capital                                 ,001,0002B,1059,387,0,0,2,6,1,0,0,0,0,1,19,0,79,3,7,10,98
17,Capital                                 ,001,0002B,3062,378,0,0,4,15,0,2,0,0,0,0,16,1,105,3,4,20,114
17,Capital                                 ,001,0002B,3063,378,2,0,4,6,0,2,2,0,2,0,9,0,95,4,8,10,107
17,Capital                                 ,001,0002B,3064,378,36,1,3,5,1,3,1,0,1,0,17,1,74,2,7,10,97
17,Capital                                 ,001,0002B,3065,378,0,1,2,9,0,0,0,0,2,3,10,0,79,1,6,5,119
17,Capital                                 ,001,0002B,3066,377,0,0,3,6,0,3,1,0,0,2,8,0,82,2,4,10,124
17,Capital                                 ,001,0002B,3067,377,0,0,4,10,0,2,0,1,0,1,15,1,70,2,5,15,104
17,Capital                                 ,001,0002C,1060,432,0,0,4,17,0,7,0,0,1,2,17,0,67,1,5,10,116
17,Capital                                 ,001,0002C,1061,432,0,0,11,11,0,6,0,0,0,2,21,0,72,1,12,21,104
17,Capital                                 ,001,0002C,1062,432,0,0,0,16,1,6,1,0,1,0,21,0,76,0,11,18,122
17,Capital                                 ,001,0002C,1063,432,0,0,3,10,3,3,1,0,1,2,16,0,44,5,8,17,122
17,Capital                                 ,001,0002C,1064,431,24,3,13,10,0,1,1,0,1,0,10,0,60,5,8,21,110
17,Capital                                 ,001,0002C,1065,431,11,0,4,17,1,3,0,1,3,1,20,0,71,5,6,19,110
17,Capital                                 ,001,0002C,1066,431,4,0,1,11,0,3,0,0,2,1,10,0,75,3,5,5,122
17,Capital                                 ,001,0002C,3068,445,0,0,3,12,1,3,2,2,0,1,24,1,34,8,6,2,118
17,Capital                                 ,001,0002C,3069,445,2,2,2,11,2,4,0,1,0,1,17,0,77,1,6,27,125
17,Capital                                 ,001,0002C,3070,445,0,0,2,9,0,4,1,0,2,1,22,0,64,4,16,18,117
17,Capital                                 ,001,0002C,3071,445,0,0,2,15,2,1,1,0,1,6,16,0,70,4,0,15,129
17,Capital                                 ,001,0002C,3072,445,0,0,2,15,1,1,1,0,0,1,17,0,77,6,8,16,116
17,Capital                                 ,001,0002C,3073,445,2,0,1,7,1,6,1,0,1,21,0,60,6,8,14,0,132
17,Capital                                 ,001,0002C,3074,445,33,0,1,13,0,2,1,0,1,2,20,0,72,2,10,10,129
17,Capital                                 ,001,0002C,3075,444,0,0,3,13,1,7,0,0,0,0,14,1,76,4,8,29,121
17,Capital                                 ,001,0002D,1067,409,0,2,5,16,2,0,1,0,0,3,6,4,94,0,9,6,103
17,Capital                                 ,001,0002D,1068,409,0,3,0,14,3,2,2,0,1,0,15,1,93,2,3,9,117
17,Capital                                 ,001,0002D,1069,408,0,0,4,15,2,2,0,1,0,0,13,1,84,2,3,0,121
17,Capital                                 ,001,0002D,1070,408,0,0,5,15,0,1,1,0,0,0,13,2,99,1,6,5,109
17,Capital                                 ,001,0002D,1071,408,3,2,4,21,0,0,0,1,0,1,11,0,105,1,5,6,113
17,Capital                                 ,001,0002D,1072,408,16,2,3,7,1,3,0,0,0,3,7,1,76,0,4,10,107
17,Capital                                 ,001,0002D,1073,408,2,2,6,12,0,2,0,1,0,2,7,0,93,6,1,8,97
17,Capital                                 ,001,0002D,1074,408,0,0,4,14,0,0,0,0,1,4,12,1,114,2,5,5,103
17,Capital                                 ,001,0002D,1075,408,2,1,3,10,1,1,1,0,1,4,8,4,93,0,6,10,126
17,Capital                                 ,001,0002D,1076,408,1,4,7,14,1,1,0,0,0,3,11,1,90,1,2,1,121
17,Capital                                 ,001,0002D,3076,430,0,0,3,13,2,0,0,0,1,0,19,3,104,0,13,9,103
17,Capital                                 ,001,0002D,3077,430,0,3,17,15,0,1,2,0,0,2,10,5,126,2,8,7,130
17,Capital                                 ,001,0002D,3078,430,2,0,2,15,0,0,0,0,0,0,11,0,135,1,8,6,136
17,Capital                                 ,001,0002D,3079,430,0,9,9,15,1,2,0,0,0,1,8,1,109,1,10,5,114
17,Capital                                 ,001,0002D,3080,430,0,1,3,12,1,0,2,0,0,1,18,2,129,1,8,4,122
17,Capital                                 ,001,0002D,3081,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Capital                                 ,001,0002D,3082,429,2,3,5,13,1,0,0,0,0,1,8,3,120,2,5,9,122
17,Capital                                 ,001,0002D,3083,429,0,1,4,0,0,1,0,0,0,2,16,1,116,0,7,15,114
17,Capital                                 ,001,0002D,3084,429,0,11,5,16,0,2,0,0,0,1,10,1,113,0,7,0,125
17,Capital                                 ,001,0002D,3085,429,0,0,10,13,0,1,1,0,1,5,14,1,112,0,11,6,111
17,Capital                                 ,001,0002D,3086,429,0,0,3,15,2,0,0,0,1,0,16,1,114,1,13,0,106
17,Capital                                 ,001,0002E,1077,348,0,0,2,16,1,2,0,0,1,2,6,0,74,2,4,8,90
17,Capital                                 ,001,0002E,1078,348,1,0,0,10,1,1,2,0,1,4,13,0,73,0,7,5,99
17,Capital                                 ,001,0002E,1079,348,0,0,2,15,1,0,0,0,0,0,13,0,88,2,8,5,83
17,Capital                                 ,001,0002E,1080,347,0,0,5,5,4,3,1,0,0,2,7,1,60,0,9,7,85
17,Capital                                 ,001,0002E,3087,370,0,0,7,14,0,2,0,0,0,1,9,0,58,0,9,9,110
17,Capital                                 ,001,0002E,3088,370,0,0,2,14,0,1,2,0,1,2,11,0,86,1,5,10,87
17,Capital                                 ,001,0002E,3089,370,0,0,2,7,0,1,0,0,3,1,13,0,86,2,4,6,117
17,Capital                                 ,001,0002E,3090,369,30,0,0,11,0,3,1,0,1,0,7,0,91,1,5,9,109
17,Capital                                 ,001,0002E,3091,369,0,2,0,3,0,0,0,0,0,0,16,1,85,0,3,7,142
17,Capital                                 ,001,0002F,1081,419,21,4,0,17,2,2,0,0,0,2,11,1,86,5,5,9,108
17,Capital                                 ,001,0002F,1082,419,0,0,8,8,2,0,0,0,1,4,12,0,79,3,8,12,112
17,Capital                                 ,001,0002F,1083,418,0,0,3,13,0,2,0,0,1,1,7,0,102,2,10,9,118
17,Capital                                 ,001,0002F,1084,418,24,0,2,19,0,2,0,0,0,2,9,0,83,3,10,6,120
17,Capital                                 ,001,0002F,1085,418,0,0,5,12,1,1,1,0,0,1,13,0,94,2,9,10,105
17,Capital                                 ,001,0002F,1086,418,1,0,2,15,2,3,0,0,0,1,7,0,74,4,6,4,119
17,Capital                                 ,001,0002F,1087,418,0,2,3,24,1,1,0,1,2,1,12,2,65,0,6,12,92
17,Capital                                 ,001,0002F,3092,412,15,1,0,19,0,2,1,0,1,1,17,0,107,1,0,49,97
17,Capital                                 ,001,0002F,3093,412,0,0,2,16,0,0,0,0,1,1,13,3,81,4,4,19,108
17,Capital                                 ,001,0002F,3094,412,0,0,4,10,0,0,0,0,2,1,18,0,103,2,5,8,122
17,Capital                                 ,001,0002F,3095,412,32,0,0,7,1,0,0,0,1,2,13,1,95,2,0,17,99
17,Capital                                 ,001,0002F,3096,412,0,0,0,26,1,3,0,0,0,0,17,0,89,2,11,14,121
17,Capital                                 ,001,0002F,3097,412,0,0,2,6,0,5,1,0,0,2,6,2,94,3,8,8,125
17,Capital                                 ,001,0002F,3098,412,3,4,7,12,1,1,0,0,0,0,7,0,94,0,5,5,119
17,Capital                                 ,001,0002F,3099,411,1,0,2,19,2,4,2,0,0,4,13,1,85,1,8,14,123
17,Capital                                 ,001,0002F,3100,411,0,0,3,10,1,2,0,0,1,0,13,1,95,4,7,6,117
17,Capital                                 ,001,0002F,3101,411,3,1,2,15,3,1,0,0,2,1,14,1,89,3,10,7,99
17,Capital                                 ,001,0002G,1088,429,2,2,11,13,1,1,1,0,2,0,9,1,101,1,6,8,115
17,Capital                                 ,001,0002G,1089,429,0,1,7,11,1,1,1,0,1,2,12,1,88,5,10,11,113
17,Capital                                 ,001,0002G,1090,429,0,0,3,16,2,0,0,0,0,1,10,0,89,0,4,8,114
17,Capital                                 ,001,0002G,1091,429,8,8,5,7,0,0,0,8,8,1,6,2,93,1,0,11,139
17,Capital                                 ,001,0002G,1092,429,0,0,14,11,2,2,1,0,2,1,6,1,98,1,8,7,104
17,Capital                                 ,001,0002G,1093,429,22,3,15,14,5,2,0,0,4,1,14,1,114,0,6,3,96
17,Capital                                 ,001,0002G,1094,429,1,4,9,16,0,1,1,0,1,2,10,0,113,1,5,4,26
17,Capital                                 ,001,0002G,1095,428,1,8,7,14,0,1,1,1,1,2,10,1,89,2,5,10,103
17,Capital                                 ,001,0002G,1096,428,0,0,0,15,1,1,0,0,0,0,0,0,0,0,0,0,130
17,Capital                                 ,001,0002G,1097,428,0,0,2,12,0,1,0,1,0,3,14,2,91,2,2,0,123
17,Capital                                 ,001,0002G,1098,428,2,2,1,17,0,0,0,0,0,0,8,0,106,1,9,7,105
17,Capital                                 ,001,0002G,3102,412,0,0,0,9,1,1,0,0,1,0,12,0,117,1,5,7,121
17,Capital                                 ,001,0002G,3103,412,0,0,0,6,0,1,0,1,1,3,9,0,104,2,6,0,60
17,Capital                                 ,001,0002G,3104,412,0,0,1,19,2,3,0,0,0,3,12,2,107,0,5,12,107
17,Capital                                 ,001,0002G,3105,412,1,0,9,10,1,2,2,0,0,0,9,0,102,0,13,4,114
17,Capital                                 ,001,0002G,3106,412,1,0,2,15,3,0,0,0,0,0,9,0,111,3,1,0,121
17,Capital                                 ,001,0002G,3107,412,32,4,8,13,1,1,0,0,1,0,14,1,107,3,10,8,104
17,Capital                                 ,001,0002G,3108,412,4,2,2,17,0,0,0,0,0,4,14,0,117,1,6,5,138
17,Capital                                 ,001,0002G,3109,412,0,0,4,14,0,1,1,0,0,1,13,0,97,2,8,9,135
17,Capital                                 ,001,0002G,3110,412,1,1,2,10,1,0,0,0,0,1,6,2,100,3,10,1,118
17,Capital                                 ,001,0002G,3111,412,0,0,2,16,0,1,1,1,1,0,25,97,1,4,4,7,113
17,Capital                                 ,001,0002G,3112,412,0,0,1,18,1,0,1,0,0,0,9,0,89,1,9,7,120
17,Capital                                 ,001,0002H,1099,353,17,3,6,8,0,0,1,0,1,1,10,1,62,2,5,9,105
17,Capital                                 ,001,0002H,1100,353,19,0,4,18,2,0,1,0,1,1,4,0,79,0,7,8,110
17,Capital                                 ,001,0002H,1101,352,2,4,3,12,1,0,0,0,0,0,12,1,62,3,6,9,103
17,Capital                                 ,001,0002H,3113,349,2,0,0,8,0,0,2,0,3,0,11,0,81,0,5,5,105
17,Capital                                 ,001,0002H,3114,349,25,4,3,12,1,0,0,0,1,0,4,0,68,3,5,9,111
17,Capital                                 ,001,0002H,3115,349,20,4,5,13,1,3,0,0,0,2,5,1,84,2,12,10,112
17,Capital                                 ,001,0002H,3116,348,3,0,1,9,1,2,0,1,0,2,13,0,84,2,5,3,120
17,Capital                                 ,001,0002I,1102,413,2,0,7,8,0,0,1,0,0,2,8,3,87,2,6,4,127
17,Capital                                 ,001,0002I,1103,413,0,0,9,12,0,0,0,0,0,1,7,5,104,0,1,3,115
17,Capital                                 ,001,0002I,1104,413,2,3,9,14,3,0,0,1,1,1,6,1,103,0,7,2,119
17,Capital                                 ,001,0002I,1105,413,3,3,1,15,0,0,2,0,1,2,10,0,119,0,2,4,120
17,Capital                                 ,001,0002I,1106,413,0,2,0,17,2,0,1,0,2,0,3,1,118,2,4,3,90
17,Capital                                 ,001,0002I,1107,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Capital                                 ,001,0002I,1108,413,3,7,0,10,0,0,1,0,0,4,8,1,133,1,1,6,103
17,Capital                                 ,001,0002I,1109,413,3,1,6,7,3,1,0,0,1,1,4,2,127,1,4,3,105
17,Capital                                 ,001,0002I,1110,413,0,0,11,8,0,0,0,0,1,0,8,0,118,0,5,6,99
17,Capital                                 ,001,0002I,1111,413,24,0,13,12,1,0,0,0,1,0,8,0,107,4,2,5,120
17,Capital                                 ,001,0002I,1112,413,0,0,2,14,2,1,0,2,0,1,0,0,130,0,2,5,110
17,Capital                                 ,001,0002I,1113,412,0,0,4,9,0,0,1,0,1,0,6,0,118,1,0,5,107
17,Capital                                 ,001,0002I,3117,429,4,2,2,19,1,0,0,0,0,0,9,0,133,1,6,4,128
17,Capital                                 ,001,0002I,3118,429,0,0,3,0,0,0,0,0,0,1,10,1,113,3,6,10,127
17,Capital                                 ,001,0002I,3119,428,0,0,8,8,1,0,0,1,1,0,9,0,125,4,8,3,115
17,Capital                                 ,001,0002I,3120,428,0,0,1,13,1,1,0,1,2,4,8,0,142,1,6,5,128
17,Capital                                 ,001,0002I,3121,428,0,0,0,8,1,1,1,1,0,2,12,0,146,1,0,0,132
17,Capital                                 ,001,0002I,3122,428,0,0,5,17,0,0,1,0,0,1,11,0,131,1,6,4,128
17,Capital                                 ,001,0002I,3123,428,0,0,3,10,3,1,1,0,2,2,5,0,152,2,5,6,110
17,Capital                                 ,001,0002I,3124,428,1,3,1,15,0,0,1,1,0,1,16,0,120,0,10,9,105
17,Capital                                 ,001,0002I,3125,428,2,3,2,5,0,0,0,0,0,1,12,0,90,1,0,0,136
17,Capital                                 ,001,0002I,3126,428,3,4,1,6,2,2,0,0,1,1,8,0,148,2,1,2,118
17,Capital                                 ,001,0002I,3127,428,0,0,6,13,0,0,0,1,1,1,7,1,126,1,6,7,114
17,Capital                                 ,001,0002J,1114,423,0,0,2,14,1,0,0,0,1,1,7,0,101,1,8,5,122
17,Capital                                 ,001,0002J,1115,423,0,0,3,11,0,0,1,0,0,2,2,1,112,0,4,7,139
17,Capital                                 ,001,0002J,1116,423,0,0,5,11,2,0,0,0,1,0,4,0,115,0,1,7,138
17,Capital                                 ,001,0002J,1117,422,2,1,3,12,1,0,1,1,0,0,8,2,106,3,3,3,126
17,Capital                                 ,001,0002J,1118,422,0,0,1,15,1,0,0,1,0,1,6,1,90,1,7,7,124
17,Capital                                 ,001,0002J,1119,422,0,0,3,11,1,0,1,0,1,17,0,109,1,7,1,0,102
17,Capital                                 ,001,0002J,1120,422,3,3,5,19,0,0,3,0,0,1,10,0,105,2,5,12,134
17,Capital                                 ,001,0002J,1121,422,0,2,2,14,1,0,3,0,1,1,8,2,105,5,6,4,115
17,Capital                                 ,001,0002J,1122,422,0,0,0,11,1,1,1,0,0,0,9,1,106,1,5,10,113
17,Capital                                 ,001,0002J,3128,403,0,0,3,7,1,3,1,0,0,1,9,1,108,4,16,6,117
17,Capital                                 ,001,0002J,3129,403,0,0,3,9,1,1,1,0,3,0,9,0,105,1,0,3,148
