codprov,coddepto,depto,circuito,mesa,electores,nulos,blancos,00001,00067,00005,00066
05,001,CAPITAL,02038,054567,0,0,0,26,107,99,0
05,001,CAPITAL,02038,054568,0,0,27,11,87,126,27
05,001,CAPITAL,02038,054569,0,0,28,19,73,133,14
05,001,CAPITAL,02038,054570,0,0,12,17,78,113,18
05,001,CAPITAL,02038,054571,0,0,38,21,101,91,16
05,001,CAPITAL,02038,054572,0,0,35,24,98,115,21
05,001,CAPITAL,02038,054573,0,0,0,13,96,114,9
05,001,CAPITAL,02038,054574,0,0,2,15,84,114,12
05,001,CAPITAL,02038,054575,0,0,31,16,86,120,6
05,001,CAPITAL,02038,054576,0,0,0,18,79,130,19
05,001,CAPITAL,02038,054577,0,0,32,19,88,112,13
05,001,CAPITAL,02038,054578,0,0,14,11,92,135,13
05,001,CAPITAL,02038,054579,0,0,4,19,81,122,9
05,001,CAPITAL,02038,054580,0,0,29,16,76,118,14
05,001,CAPITAL,02038,054581,0,0,41,13,105,107,16
05,001,CAPITAL,02038,054582,0,0,3,20,99,123,16
05,001,CAPITAL,02038,054583,0,0,22,10,68,134,22
05,001,CAPITAL,02038,054584,0,0,30,17,89,107,15
05,001,CAPITAL,02038,054585,0,0,5,16,90,133,11
05,001,CAPITAL,02038,054586,0,0,0,13,81,138,12
05,001,CAPITAL,02038,054587,0,0,33,12,82,118,13
05,001,CAPITAL,02038,054588,0,0,2,18,99,124,6
05,001,CAPITAL,02038,054589,0,0,24,1,101,122,17
05,001,CAPITAL,02038,054590,0,0,0,13,74,143,13
05,001,CAPITAL,02038,054591,0,0,0,7,104,106,17
05,001,CAPITAL,02038,054592,0,0,0,0,0,0,0
05,001,CAPITAL,02038,054593,0,0,30,10,79,141,10
05,001,CAPITAL,02038,054594,0,0,3,11,97,134,0
05,001,CAPITAL,02038,054595,0,0,0,16,96,110,10
05,001,CAPITAL,02038,054596,0,0,34,16,71,116,15
05,001,CAPITAL,02038,054597,0,0,4,13,80,124,10
05,001,CAPITAL,02038,054598,0,0,1,15,105,107,14
05,001,CAPITAL,02038,054599,0,0,25,10,94,115,19
05,001,CAPITAL,02038,054600,0,0,19,24,94,106,17
05,001,CAPITAL,02038,054601,0,0,5,15,81,130,14
05,001,CAPITAL,02038,054602,0,0,30,12,77,112,15
05,001,CAPITAL,02038,054603,0,0,3,21,81,117,11
05,001,CAPITAL,02038,054604,0,0,1,10,81,132,10
05,001,CAPITAL,02038,054605,0,0,37,11,102,106,6
05,001,CAPITAL,02038,054606,0,0,18,14,85,124,22
05,001,CAPITAL,02038,054607,0,0,27,19,77,127,13
05,001,CAPITAL,02038,054608,0,0,28,13,70,142,0
05,001,CAPITAL,02038,054609,0,0,39,19,88,108,12
05,001,CAPITAL,02038,054610,0,0,39,16,84,95,21
05,001,CAPITAL,02038,054611,0,0,3,10,90,114,17
05,001,CAPITAL,02038,054612,0,0,5,22,95,105,16
05,001,CAPITAL,02038,054613,0,0,0,21,88,125,16
05,001,CAPITAL,02038,054614,0,0,28,6,96,99,20
05,001,CAPITAL,02038,054615,0,0,3,11,80,119,0
