codprov,depto,coddepto,circuito,mesa,electores,blancos,nulos,0003,0014,0022,0038,0047,0051,0101,0102,0104,0126,0127,0135,0181,0298,0299,0313,0314
02,Alberti                                 ,002,0010 ,0004,390,29,0,93,2,1,2,5,0,134,27,1,3,0,0,0,0,1,0,29
02,Alberti                                 ,002,0010 ,0005,390,28,0,84,3,3,1,13,2,127,11,2,1,0,0,0,0,1,2,48
02,Alberti                                 ,002,0010 ,0006,390,32,0,82,2,2,1,11,3,140,13,2,5,0,1,0,0,1,1,26
02,Alberti                                 ,002,0010 ,0007,390,39,0,87,1,0,1,18,0,127,12,0,3,0,0,0,1,2,1,42
02,Alberti                                 ,002,0010 ,0008,260,27,0,51,1,1,0,8,0,81,21,1,1,0,0,0,0,1,1,27
02,Alberti                                 ,002,0010 ,5001,390,21,0,111,2,3,0,12,1,119,14,3,1,0,0,0,0,0,0,35
02,Alberti                                 ,002,0010 ,5002,390,29,5,87,1,2,0,18,1,128,10,0,6,0,0,0,0,1,0,30
02,Alberti                                 ,002,0010 ,5003,390,51,0,94,0,0,1,14,1,139,7,0,1,0,0,0,0,2,0,1
02,Alberti                                 ,002,0010 ,5004,390,29,0,96,0,1,0,7,0,141,17,0,2,0,0,0,0,0,0,21
02,Alberti                                 ,002,0010 ,5005,390,39,0,86,0,4,0,18,0,125,11,2,0,0,0,0,0,0,1,38
02,Alberti                                 ,002,0010 ,5006,390,18,0,110,0,1,1,10,0,130,9,0,7,0,1,0,0,2,1,40
02,Alberti                                 ,002,0010 ,5007,390,27,5,88,0,3,1,13,2,136,12,2,2,0,2,0,0,0,0,32
02,Alberti                                 ,002,0010 ,5008,390,55,0,81,0,0,0,0,0,155,0,1,3,0,0,0,0,0,0,27
02,Alberti                                 ,002,0010 ,5009,285,29,0,75,2,0,0,0,4,105,10,0,1,0,0,0,0,1,0,19
02,Alberti                                 ,002,0011 ,0009,180,6,0,26,0,0,0,6,0,77,3,0,0,0,0,0,0,0,0,28
02,Alberti                                 ,002,0011 ,5010,233,8,5,24,1,1,1,5,0,104,3,0,1,0,1,0,1,0,1,45
02,Alberti                                 ,002,0012 ,0010,215,13,0,33,1,0,2,4,2,88,11,1,1,0,1,0,0,1,0,16
02,Alberti                                 ,002,0012 ,5011,199,15,2,23,0,0,0,2,1,88,8,1,1,0,0,0,0,0,2,16
02,Alberti                                 ,002,0013 ,0011,100,5,0,31,0,0,0,1,0,30,6,1,1,0,0,0,0,0,0,8
02,Alberti                                 ,002,0013 ,5012,92,2,0,28,0,0,0,0,0,28,6,0,0,0,0,0,0,0,0,11
02,Alberti                                 ,002,0014 ,0012,195,18,0,50,0,0,0,6,1,70,5,0,4,0,1,0,0,62,0,5
02,Alberti                                 ,002,0014 ,0013,196,15,2,50,0,1,0,1,0,78,4,0,1,0,0,0,0,0,0,11
02,Alberti                                 ,002,0014 ,5013,388,48,1,81,1,1,1,5,1,156,4,1,3,0,1,0,0,0,0,14
02,Alberti                                 ,002,0015 ,0014,59,4,1,3,0,0,0,0,0,43,0,0,0,0,0,0,1,0,0,2
02,Alberti                                 ,002,0015 ,5014,66,3,0,9,0,0,0,0,0,43,1,0,0,0,0,0,1,0,0,1
02,Almirante Brown                         ,003,0017 ,0001,390,13,0,13,2,3,2,37,0,75,92,13,4,0,2,0,2,0,4,27
02,Almirante Brown                         ,003,0017 ,0002,390,0,0,18,5,2,8,41,2,74,82,2,9,0,1,0,2,0,4,49
02,Almirante Brown                         ,003,0017 ,0003,390,15,14,10,4,5,9,36,3,69,68,7,11,0,2,0,0,0,2,39
02,Almirante Brown                         ,003,0017 ,0004,390,8,6,25,6,4,9,38,8,83,75,6,8,0,1,0,1,0,2,31
02,Almirante Brown                         ,003,0017 ,0005,390,4,9,18,3,5,4,42,0,75,84,2,5,0,1,0,0,0,1,43
02,Almirante Brown                         ,003,0017 ,0006,390,4,7,17,8,6,5,31,0,84,82,4,5,0,0,0,0,0,4,36
02,Almirante Brown                         ,003,0017 ,0007,390,9,6,10,7,7,2,36,0,76,83,9,5,0,0,0,0,0,43,45
02,Almirante Brown                         ,003,0017 ,0008,390,15,10,14,8,5,7,35,0,80,84,3,2,0,0,1,0,0,3,0
02,Almirante Brown                         ,003,0017 ,0009,390,12,7,22,3,4,5,41,1,60,100,4,0,0,1,0,0,2,5,32
02,Almirante Brown                         ,003,0017 ,0010,390,11,12,16,1,5,3,36,0,72,82,4,2,0,0,0,1,0,5,40
02,Almirante Brown                         ,003,0017 ,0011,390,18,13,24,2,5,5,37,2,57,80,9,2,0,2,1,1,1,1,31
02,Almirante Brown                         ,003,0017 ,0012,390,16,10,15,9,9,4,39,1,62,31,11,0,0,0,0,1,0,1,42
02,Almirante Brown                         ,003,0017 ,0013,390,17,0,14,2,7,6,37,1,75,83,5,8,0,0,0,1,0,2,36
02,Almirante Brown                         ,003,0017 ,0014,390,13,6,11,5,8,9,31,0,78,78,5,2,0,2,0,0,0,2,42
02,Almirante Brown                         ,003,0017 ,0015,390,19,13,11,4,2,8,34,0,83,70,7,4,0,0,0,0,1,3,42
02,Almirante Brown                         ,003,0017 ,0016,390,27,0,22,8,5,2,44,3,69,76,8,8,0,2,0,0,0,1,31
02,Almirante Brown                         ,003,0017 ,0017,390,20,0,21,3,8,9,34,0,70,82,8,5,0,1,0,0,0,1,40
02,Almirante Brown                         ,003,0017 ,0018,390,21,6,17,7,6,8,21,4,75,76,8,14,0,0,0,0,0,1,48
02,Almirante Brown                         ,003,0017 ,0019,390,2,0,7,7,3,9,35,3,69,0,7,6,0,5,1,0,0,3,33
02,Almirante Brown                         ,003,0017 ,0020,390,12,4,18,6,5,8,43,2,85,61,2,2,0,2,0,2,0,1,42
02,Almirante Brown                         ,003,0017 ,0021,390,9,10,14,3,2,5,42,1,71,85,11,10,0,3,0,1,0,2,32
02,Almirante Brown                         ,003,0017 ,0022,390,16,3,17,6,8,5,30,0,79,82,2,6,1,3,1,1,0,1,36
02,Almirante Brown                         ,003,0017 ,0023,390,3,14,11,5,11,6,32,1,78,13,4,6,0,0,0,0,0,2,38
02,Almirante Brown                         ,003,0017 ,0024,390,13,13,14,4,10,6,40,0,76,80,3,7,0,3,0,1,2,7,36
02,Almirante Brown                         ,003,0017 ,0025,390,16,7,18,5,2,2,34,2,68,96,3,9,0,4,0,2,0,2,38
02,Almirante Brown                         ,003,0017 ,0026,390,5,0,16,7,8,6,35,0,97,61,6,1,0,1,0,3,1,1,32
02,Almirante Brown                         ,003,0017 ,0027,390,14,0,10,1,5,9,44,1,71,101,3,9,0,0,0,0,1,0,26
02,Almirante Brown                         ,003,0017 ,0028,390,1,8,20,4,6,2,40,0,84,68,11,5,0,1,0,0,0,1,39
02,Almirante Brown                         ,003,0017 ,0029,390,9,7,17,8,10,3,29,1,63,91,7,7,0,0,0,1,0,1,35
02,Almirante Brown                         ,003,0017 ,0030,390,13,13,19,7,4,10,33,2,82,70,5,12,0,2,0,1,0,3,42
02,Almirante Brown                         ,003,0017 ,0031,390,16,8,15,6,10,5,34,4,82,67,7,3,0,1,0,2,0,1,41
02,Almirante Brown                         ,003,0017 ,0032,171,2,5,3,5,2,6,15,0,42,28,4,3,0,0,0,0,1,1,11
02,Almirante Brown                         ,003,0017 ,5001,390,11,7,17,1,3,4,47,0,77,90,3,8,0,1,0,1,0,1,33
02,Almirante Brown                         ,003,0017 ,5002,390,12,14,15,1,12,5,46,0,85,77,2,5,0,0,0,3,1,2,31
02,Almirante Brown                         ,003,0017 ,5003,390,10,0,19,5,5,3,49,0,70,82,2,5,0,2,0,2,0,3,23
02,Almirante Brown                         ,003,0017 ,5004,390,23,6,13,2,8,5,56,0,75,81,10,0,0,0,0,1,0,2,26
02,Almirante Brown                         ,003,0017 ,5005,390,28,9,19,2,8,4,47,4,60,94,8,2,0,0,1,1,0,1,26
02,Almirante Brown                         ,003,0017 ,5006,390,28,10,7,4,12,6,46,1,81,75,4,3,0,2,0,0,1,0,30
02,Almirante Brown                         ,003,0017 ,5007,390,18,10,5,2,9,6,53,0,73,67,10,0,0,3,0,2,0,0,40
02,Almirante Brown                         ,003,0017 ,5008,390,16,11,11,5,16,7,40,1,76,76,6,3,0,0,0,1,0,0,35
02,Almirante Brown                         ,003,0017 ,5009,390,3,4,11,2,8,5,54,2,90,85,7,7,0,1,0,1,0,1,31
02,Almirante Brown                         ,003,0017 ,5010,390,3,8,17,5,9,10,60,2,60,83,11,6,0,0,1,0,1,0,31
02,Almirante Brown                         ,003,0017 ,5011,390,10,2,13,3,4,4,51,0,81,81,6,2,0,0,0,0,0,2,33
02,Almirante Brown                         ,003,0017 ,5012,390,8,13,13,3,10,3,42,3,69,81,3,12,0,1,0,0,0,1,33
02,Almirante Brown                         ,003,0017 ,5013,390,12,16,16,2,3,2,60,0,80,79,3,3,0,0,0,0,0,3,27
02,Almirante Brown                         ,003,0017 ,5014,390,5,11,19,3,9,7,39,1,67,83,5,0,0,3,0,1,0,3,44
02,Almirante Brown                         ,003,0017 ,5015,390,16,0,10,2,8,4,53,1,66,80,6,5,0,1,0,0,0,2,39
02,Almirante Brown                         ,003,0017 ,5016,390,4,6,12,3,7,6,55,0,74,83,5,2,0,2,0,2,0,1,31
02,Almirante Brown                         ,003,0017 ,5017,390,7,0,17,5,16,8,47,0,79,67,6,5,0,0,0,1,2,3,34
02,Almirante Brown                         ,003,0017 ,5018,390,0,19,5,4,13,4,49,1,76,81,6,7,0,0,0,1,0,3,31
02,Almirante Brown                         ,003,0017 ,5019,390,10,10,18,2,10,7,59,0,64,70,7,2,0,1,0,0,0,5,28
02,Almirante Brown                         ,003,0017 ,5020,390,6,9,20,5,7,8,40,1,74,60,8,3,0,1,0,0,0,5,45
02,Almirante Brown                         ,003,0017 ,5021,390,12,9,13,6,11,4,43,2,75,69,7,2,0,5,0,0,1,4,32
02,Almirante Brown                         ,003,0017 ,5022,390,8,17,17,1,2,5,47,0,67,86,4,6,0,1,0,0,1,1,34
02,Almirante Brown                         ,003,0017 ,5023,390,14,3,16,0,10,2,58,0,71,78,3,4,0,3,0,2,2,1,29
02,Almirante Brown                         ,003,0017 ,5024,390,9,7,16,5,4,8,64,0,71,92,3,6,0,1,0,0,0,3,29
02,Almirante Brown                         ,003,0017 ,5025,390,6,9,14,6,15,6,47,1,59,72,9,2,0,0,0,1,2,5,35
02,Almirante Brown                         ,003,0017 ,5026,390,7,10,11,5,15,5,45,0,64,80,8,6,0,2,0,1,2,1,39
02,Almirante Brown                         ,003,0017 ,5027,390,6,14,22,0,12,8,57,2,77,69,7,6,0,1,0,0,0,3,30
02,Almirante Brown                         ,003,0017 ,5028,390,3,13,12,3,6,9,49,1,73,66,7,7,0,1,0,0,0,0,44
02,Almirante Brown                         ,003,0017 ,5029,390,16,5,21,0,8,7,34,1,93,62,6,4,0,2,0,1,1,5,36
02,Almirante Brown                         ,003,0017 ,5030,390,2,15,10,3,6,4,45,1,65,92,11,5,0,2,0,0,2,3,33
02,Almirante Brown                         ,003,0017 ,5031,390,4,8,23,3,9,6,51,0,69,64,7,10,0,3,0,0,0,4,40
02,Almirante Brown                         ,003,0017 ,5032,390,11,0,14,1,14,1,55,4,70,81,7,4,0,0,0,0,0,0,43
02,Almirante Brown                         ,003,0017 ,5033,390,7,7,13,1,7,7,29,2,86,96,3,6,0,1,0,0,2,2,33
02,Almirante Brown                         ,003,0017 ,5034,390,10,11,12,8,7,6,47,0,71,75,4,9,0,1,0,0,0,1,35
02,Almirante Brown                         ,003,0017 ,5035,390,5,8,17,4,11,3,48,3,75,69,2,6,0,4,0,0,0,2,28
02,Almirante Brown                         ,003,0017 ,5036,202,7,4,9,1,7,1,30,1,41,40,2,3,0,0,0,1,0,2,16
02,Almirante Brown                         ,003,0018 ,0033,390,27,0,12,3,3,10,20,2,130,41,7,0,0,3,0,1,0,1,64
02,Almirante Brown                         ,003,0018 ,0034,390,21,0,18,4,6,3,30,1,120,30,9,3,0,0,0,0,0,2,67
02,Almirante Brown                         ,003,0018 ,0035,390,0,0,7,9,5,0,22,3,113,23,5,7,0,0,0,2,0,1,75
02,Almirante Brown                         ,003,0018 ,0036,390,0,7,21,4,7,6,30,2,115,49,2,0,0,3,0,4,0,1,49
02,Almirante Brown                         ,003,0018 ,0037,390,3,7,9,9,7,6,37,0,105,25,12,3,0,4,0,3,1,1,58
02,Almirante Brown                         ,003,0018 ,0038,390,4,9,3,3,3,6,32,0,141,25,3,8,0,3,0,1,4,4,64
02,Almirante Brown                         ,003,0018 ,0039,390,21,0,14,7,8,8,18,5,109,44,7,5,0,0,0,2,0,2,58
02,Almirante Brown                         ,003,0018 ,0040,390,17,9,14,7,6,6,15,0,124,27,2,14,0,2,0,3,1,2,47
02,Almirante Brown                         ,003,0018 ,0041,390,8,0,10,2,9,3,24,2,126,36,3,3,0,1,0,1,0,48,54
02,Almirante Brown                         ,003,0018 ,0042,390,12,0,19,4,7,6,25,4,142,33,6,6,0,0,0,2,0,2,52
02,Almirante Brown                         ,003,0018 ,0043,390,10,0,10,4,7,2,21,3,119,39,1,5,0,3,0,0,1,2,66
02,Almirante Brown                         ,003,0018 ,0044,390,15,0,18,8,3,6,12,0,126,21,6,6,0,1,0,0,0,4,66
02,Almirante Brown                         ,003,0018 ,0045,390,13,11,17,3,9,4,19,0,133,25,6,2,0,2,0,0,1,2,55
02,Almirante Brown                         ,003,0018 ,0046,390,0,10,11,7,8,9,18,1,110,27,6,5,0,3,0,1,1,0,75
02,Almirante Brown                         ,003,0018 ,0047,390,22,18,15,6,9,0,29,1,120,33,2,5,0,3,0,0,0,2,56
02,Almirante Brown                         ,003,0018 ,0048,390,4,9,14,9,4,9,16,0,148,27,5,4,0,0,0,0,0,0,69
02,Almirante Brown                         ,003,0018 ,0049,390,16,12,8,5,2,3,14,1,131,32,10,0,0,2,0,1,2,3,73
02,Almirante Brown                         ,003,0018 ,0050,390,12,0,8,9,9,6,29,3,125,41,9,7,0,0,0,0,2,2,45
02,Almirante Brown                         ,003,0018 ,0051,390,16,0,9,3,8,9,21,3,120,30,5,0,0,4,0,0,0,2,74
02,Almirante Brown                         ,003,0018 ,0052,390,7,8,16,8,4,2,18,1,135,23,0,1,0,0,0,0,2,3,0
02,Almirante Brown                         ,003,0018 ,0053,390,10,3,10,4,5,12,19,3,141,25,6,5,1,1,0,1,0,4,67
02,Almirante Brown                         ,003,0018 ,0054,390,8,9,11,7,7,7,26,2,130,29,3,5,0,3,0,1,2,1,70
02,Almirante Brown                         ,003,0018 ,0055,390,6,2,12,7,4,4,22,1,119,37,7,7,0,4,0,1,0,1,41
02,Almirante Brown                         ,003,0018 ,0056,390,5,9,12,0,1,6,24,3,132,38,6,1,0,3,0,0,0,5,58
02,Almirante Brown                         ,003,0018 ,0057,390,17,0,10,5,4,6,26,1,109,25,3,8,0,4,0,3,1,3,81
02,Almirante Brown                         ,003,0018 ,0058,390,3,4,17,7,7,1,16,1,127,23,3,0,0,3,0,2,1,2,78
02,Almirante Brown                         ,003,0018 ,0059,390,28,0,12,9,6,5,32,1,123,25,10,0,0,14,0,1,0,3,66
02,Almirante Brown                         ,003,0018 ,0060,390,18,5,18,0,14,6,14,1,128,40,3,9,0,1,0,5,0,4,54
02,Almirante Brown                         ,003,0018 ,0061,390,31,6,13,8,3,4,31,2,125,20,4,9,0,2,0,1,0,5,51
02,Almirante Brown                         ,003,0018 ,0062,390,15,0,6,7,5,4,17,1,119,29,6,5,0,2,0,0,1,1,67
02,Almirante Brown                         ,003,0018 ,0063,283,6,2,11,5,2,2,17,3,102,21,7,9,0,0,0,0,0,0,33
02,Almirante Brown                         ,003,0018 ,5037,390,14,7,11,0,4,4,34,0,124,35,5,0,0,0,0,0,0,0,83
02,Almirante Brown                         ,003,0018 ,5038,390,16,19,6,6,12,4,29,0,125,31,5,0,0,3,0,1,0,0,59
02,Almirante Brown                         ,003,0018 ,5039,390,4,23,9,1,7,3,39,0,111,24,4,2,0,2,0,0,3,5,75
02,Almirante Brown                         ,003,0018 ,5040,390,2,0,16,2,7,4,42,2,105,30,3,1,0,2,0,0,1,4,85
02,Almirante Brown                         ,003,0018 ,5041,390,9,4,27,6,3,0,41,0,119,37,1,0,0,0,0,0,0,1,61
02,Almirante Brown                         ,003,0018 ,5042,390,17,11,6,6,3,1,33,0,104,33,4,3,1,2,0,0,0,0,85
02,Almirante Brown                         ,003,0018 ,5043,390,10,12,7,4,4,0,25,1,120,41,2,10,0,1,0,0,1,3,71
02,Almirante Brown                         ,003,0018 ,5044,390,2,8,16,6,15,4,20,0,131,36,4,0,0,3,0,2,0,1,83
02,Almirante Brown                         ,003,0018 ,5045,390,12,2,17,1,5,0,40,0,122,40,5,2,0,2,0,0,1,3,46
02,Almirante Brown                         ,003,0018 ,5046,390,4,6,15,7,9,7,36,1,104,33,3,1,0,1,0,2,0,2,67
02,Almirante Brown                         ,003,0018 ,5047,390,20,0,11,4,11,5,32,4,123,26,4,4,0,2,0,1,0,0,77
02,Almirante Brown                         ,003,0018 ,5048,390,13,12,9,4,9,2,34,0,125,40,7,2,0,2,0,2,1,4,47
02,Almirante Brown                         ,003,0018 ,5049,390,13,0,15,6,8,11,23,4,108,34,4,11,0,0,0,3,0,1,66
02,Almirante Brown                         ,003,0018 ,5050,390,13,9,8,3,10,3,28,0,124,32,4,2,0,2,0,0,2,0,84
02,Almirante Brown                         ,003,0018 ,5051,390,11,0,10,6,8,8,31,0,99,47,4,7,0,0,0,0,0,2,91
02,Almirante Brown                         ,003,0018 ,5052,390,7,4,13,4,5,1,27,2,132,29,6,1,0,4,0,2,0,0,73
02,Almirante Brown                         ,003,0018 ,5053,390,0,0,13,3,5,2,29,2,113,45,6,0,0,1,0,0,1,1,0
02,Almirante Brown                         ,003,0018 ,5054,390,4,10,11,4,10,7,25,0,120,23,6,0,0,3,0,0,1,0,63
02,Almirante Brown                         ,003,0018 ,5055,390,4,7,15,3,4,2,38,1,111,35,5,4,0,3,0,0,1,6,59
02,Almirante Brown                         ,003,0018 ,5056,390,6,7,6,2,9,12,35,0,121,39,8,1,0,4,0,3,0,2,68
02,Almirante Brown                         ,003,0018 ,5057,390,12,0,6,0,6,2,24,4,116,28,7,0,0,3,0,2,0,3,76
02,Almirante Brown                         ,003,0018 ,5058,390,11,12,7,4,6,11,37,1,119,34,5,4,0,4,0,0,0,1,55
02,Almirante Brown                         ,003,0018 ,5059,390,2,9,16,7,7,6,16,1,121,26,4,3,0,2,0,0,0,1,74
02,Almirante Brown                         ,003,0018 ,5060,390,1,16,1,5,3,2,31,3,138,37,6,5,0,0,0,1,2,3,58
02,Almirante Brown                         ,003,0018 ,5061,390,5,16,11,1,7,4,42,0,116,33,5,5,0,0,0,1,1,5,62
02,Almirante Brown                         ,003,0018 ,5062,390,7,0,13,5,10,5,33,1,120,39,8,6,0,1,0,0,0,5,71
02,Almirante Brown                         ,003,0018 ,5063,390,6,12,11,2,9,9,29,0,134,22,6,0,0,2,0,1,2,2,72
02,Almirante Brown                         ,003,0018 ,5064,390,13,10,16,3,9,5,25,0,129,29,7,0,0,0,0,0,0,0,75
02,Almirante Brown                         ,003,0018 ,5065,390,20,1,6,7,7,1,26,1,131,31,1,5,0,2,0,0,0,2,68
02,Almirante Brown                         ,003,0018 ,5066,390,13,7,9,0,10,7,29,2,136,37,5,3,0,2,0,1,1,0,51
02,Almirante Brown                         ,003,0018 ,5067,390,10,0,9,3,5,3,32,2,115,43,12,0,0,5,0,0,0,2,59
02,Almirante Brown                         ,003,0018 ,5068,390,18,9,8,3,13,1,23,0,127,26,7,0,0,0,0,0,1,3,74
02,Almirante Brown                         ,003,0018 ,5069,373,21,0,7,2,11,8,26,0,132,23,2,3,0,0,0,0,0,0,60
02,Almirante Brown                         ,003,0018A,0064,390,1,0,4,3,3,2,8,0,174,10,4,1,0,2,0,4,0,1,70
02,Almirante Brown                         ,003,0018A,0065,390,19,2,10,4,1,1,9,2,146,12,1,0,0,2,0,0,1,1,91
02,Almirante Brown                         ,003,0018A,0066,390,33,11,6,4,2,6,11,1,126,0,2,3,0,0,0,0,0,2,82
02,Almirante Brown                         ,003,0018A,0067,390,1,4,7,10,1,2,20,3,145,9,1,7,0,4,0,4,0,1,77
02,Almirante Brown                         ,003,0018A,0068,390,14,4,5,2,4,4,11,1,147,10,5,2,0,1,0,3,2,3,72
02,Almirante Brown                         ,003,0018A,0069,390,11,14,5,6,4,10,7,0,135,8,1,2,0,2,0,1,1,6,90
02,Almirante Brown                         ,003,0018A,0070,390,8,8,11,3,4,7,16,1,156,0,3,3,0,7,0,0,0,3,70
02,Almirante Brown                         ,003,0018A,0071,390,1,6,6,7,1,8,16,1,125,8,2,4,1,1,0,3,0,2,89
02,Almirante Brown                         ,003,0018A,0072,390,39,0,1,6,3,0,9,1,146,9,2,2,1,4,0,0,0,2,70
02,Almirante Brown                         ,003,0018A,0073,390,7,0,9,4,5,6,13,1,155,15,4,0,4,1,0,0,0,1,76
02,Almirante Brown                         ,003,0018A,0074,390,17,17,7,5,2,3,9,2,158,0,2,0,1,2,0,0,3,3,73
02,Almirante Brown                         ,003,0018A,0075,390,2,0,19,6,2,4,9,3,141,16,4,2,0,3,0,1,1,2,67
02,Almirante Brown                         ,003,0018A,0076,390,33,0,1,13,2,1,5,0,143,12,3,2,0,1,0,1,1,2,79
02,Almirante Brown                         ,003,0018A,0077,390,26,0,5,3,0,3,9,4,162,11,0,2,0,4,0,1,0,3,65
02,Almirante Brown                         ,003,0018A,0078,390,29,0,4,4,0,3,14,1,150,13,3,6,0,1,0,1,3,1,65
02,Almirante Brown                         ,003,0018A,0079,390,11,6,8,8,1,4,23,3,152,22,5,7,0,1,0,1,2,4,54
